field_id,source_table,Structured_comment_name,Package_item,Title_advsearch,Help_Text,Requirement,Expected_value,Value_syntax,Occurrence,Position,Position_advsearch,Section,Visible,searchable,searchable_any,Exportable,API_reachable,filled,Comment,last_change
218,kit_api_20E,cupule_1,cupule_1,cupule_1,Api Kit test cupule,1,enumeration,[-|+|+/-],1,,,morphology_physiology,1,0,0,1.0,0.0,1.0,Name of cupule is given by table kit_api_20E_meta,2017-12-14 13:18:18
219,kit_api_20E,cupule_2,cupule_2,cupule_2,Api Kit test cupule,1,enumeration,[-|+|+/-],1,,,morphology_physiology,1,0,0,1.0,0.0,1.0,Name of cupule is given by table kit_api_20E_meta,2017-12-14 13:18:18
220,kit_api_20E,cupule_3,cupule_3,cupule_3,Api Kit test cupule,1,enumeration,[-|+|+/-],1,,,morphology_physiology,1,0,0,1.0,0.0,1.0,Name of cupule is given by table kit_api_20E_meta,2017-12-14 13:18:18
221,kit_api_20E,cupule_4,cupule_4,cupule_4,Api Kit test cupule,1,enumeration,[-|+|+/-],1,,,morphology_physiology,1,0,0,1.0,0.0,1.0,Name of cupule is given by table kit_api_20E_meta,2017-12-14 13:18:18
222,kit_api_20E,cupule_5,cupule_5,cupule_5,Api Kit test cupule,1,enumeration,[-|+|+/-],1,,,morphology_physiology,1,0,0,1.0,0.0,1.0,Name of cupule is given by table kit_api_20E_meta,2017-12-14 13:18:18
223,kit_api_20E,cupule_6,cupule_6,cupule_6,Api Kit test cupule,1,enumeration,[-|+|+/-],1,,,morphology_physiology,1,0,0,1.0,0.0,1.0,Name of cupule is given by table kit_api_20E_meta,2017-12-14 13:18:18
224,kit_api_20E,cupule_7,cupule_7,cupule_7,Api Kit test cupule,1,enumeration,[-|+|+/-],1,,,morphology_physiology,1,0,0,1.0,0.0,1.0,Name of cupule is given by table kit_api_20E_meta,2017-12-14 13:18:18
225,kit_api_20E,cupule_8,cupule_8,cupule_8,Api Kit test cupule,1,enumeration,[-|+|+/-],1,,,morphology_physiology,1,0,0,1.0,0.0,1.0,Name of cupule is given by table kit_api_20E_meta,2017-12-14 13:18:18
226,kit_api_20E,cupule_9,cupule_9,cupule_9,Api Kit test cupule,1,enumeration,[-|+|+/-],1,,,morphology_physiology,1,0,0,1.0,0.0,1.0,Name of cupule is given by table kit_api_20E_meta,2017-12-14 13:18:18
227,kit_api_20E,cupule_10,cupule_10,cupule_10,Api Kit test cupule,1,enumeration,[-|+|+/-],1,,,morphology_physiology,1,0,0,1.0,0.0,1.0,Name of cupule is given by table kit_api_20E_meta,2017-12-14 13:18:18
228,kit_api_20E,cupule_11,cupule_11,cupule_11,Api Kit test cupule,1,enumeration,[-|+|+/-],1,,,morphology_physiology,1,0,0,1.0,0.0,1.0,Name of cupule is given by table kit_api_20E_meta,2017-12-14 13:18:18
229,kit_api_20E,cupule_12,cupule_12,cupule_12,Api Kit test cupule,1,enumeration,[-|+|+/-],1,,,morphology_physiology,1,0,0,1.0,0.0,1.0,Name of cupule is given by table kit_api_20E_meta,2017-12-14 13:18:18
230,kit_api_20E,cupule_13,cupule_13,cupule_13,Api Kit test cupule,1,enumeration,[-|+|+/-],1,,,morphology_physiology,1,0,0,1.0,0.0,1.0,Name of cupule is given by table kit_api_20E_meta,2017-12-14 13:18:18
231,kit_api_20E,cupule_14,cupule_14,cupule_14,Api Kit test cupule,1,enumeration,[-|+|+/-],1,,,morphology_physiology,1,0,0,1.0,0.0,1.0,Name of cupule is given by table kit_api_20E_meta,2017-12-14 13:18:18
232,kit_api_20E,cupule_15,cupule_15,cupule_15,Api Kit test cupule,1,enumeration,[-|+|+/-],1,,,morphology_physiology,1,0,0,1.0,0.0,1.0,Name of cupule is given by table kit_api_20E_meta,2017-12-14 13:18:18
233,kit_api_20E,cupule_16,cupule_16,cupule_16,Api Kit test cupule,1,enumeration,[-|+|+/-],1,,,morphology_physiology,1,0,0,1.0,0.0,1.0,Name of cupule is given by table kit_api_20E_meta,2017-12-14 13:18:18
234,kit_api_20E,cupule_17,cupule_17,cupule_17,Api Kit test cupule,1,enumeration,[-|+|+/-],1,,,morphology_physiology,1,0,0,1.0,0.0,1.0,Name of cupule is given by table kit_api_20E_meta,2017-12-14 13:18:18
235,kit_api_20E,cupule_18,cupule_18,cupule_18,Api Kit test cupule,1,enumeration,[-|+|+/-],1,,,morphology_physiology,1,0,0,1.0,0.0,1.0,Name of cupule is given by table kit_api_20E_meta,2017-12-14 13:18:18
236,kit_api_20E,cupule_19,cupule_19,cupule_19,Api Kit test cupule,1,enumeration,[-|+|+/-],1,,,morphology_physiology,1,0,0,1.0,0.0,1.0,Name of cupule is given by table kit_api_20E_meta,2017-12-14 13:18:18
237,kit_api_20E,cupule_20,cupule_20,cupule_20,Api Kit test cupule,1,enumeration,[-|+|+/-],1,,,morphology_physiology,1,0,0,1.0,0.0,1.0,Name of cupule is given by table kit_api_20E_meta,2017-12-14 13:18:18
238,kit_api_20E_meta,ID_kit_api_20E_meta,ID_kit_api_20E_meta,ID_kit_api_20E_meta,,1,identification number,{integer},1,,,data administration,0,0,0,0.0,0.0,1.0,ID for internal use,2016-09-30 11:22:46
239,kit_api_20E_meta,cupule,Position of cupule,Position of cupule,Number/Position of cupule in the test kit.,1,Position of cupule,{int},1,,,data administration,0,0,0,0.0,1.0,1.0,Combined field. Special treatment necessary.,2017-05-23 16:08:01
240,kit_api_20E_meta,cupule_Name_Kit,Test kit cupule name,Test kit cupule name,Name of cupule in the test kit.,1,reaction name,{text},1,,,data administration,0,0,0,0.0,0.0,1.0,Combined field. Special treatment necessary.,2017-12-14 13:18:18
241,kit_api_20E_meta,reaction_name,Tested enzyme/reaction,Tested enzyme/reaction,Name of the tested enzyme or type and capability of reaction.,1,name,{text},1,,,data administration,0,0,0,0.0,0.0,1.0,Combined field. Special treatment necessary.,2016-09-30 11:22:46
242,kit_api_20E_meta,Link,Link to external ressource,Link to external ressource,Link to external ressource or data base.,1,URL,{text},1,,,data administration,0,0,0,0.0,0.0,1.0,Combined field. Special treatment necessary.,2016-09-30 11:22:46
901,culture_medium,manual_annotation,Manually annotated,Manually annotated,Is set true if manual annotation/curation has been conducted for a reference,X,true or false,{boolean},1,,,data administration,0,0,0,1.0,1.0,1.0,,2016-09-30 11:22:46
245,pigmentation,ID_pigmentation,ID_pigmentation,ID_pigmentation,,1,identification number,{integer},,,,data administration,0,0,0,0.0,0.0,1.0,ID for internal use,2016-09-30 11:22:46
246,pigmentation,pigment_name,Pigment name,Pigment name,Name of the pigment.,X,color,{text},m,216.0,216.0,morphology_physiology,1,0,0,0.0,1.0,1.0,,2017-10-18 13:37:04
247,kit_api_20E,manual_annotation,Manually annotated,Manually annotated,Is set true if manual annotation/curation has been conducted for a reference,X,true or false,{boolean},1,,,data administration,0,0,0,0.0,0.0,1.0,,2016-09-30 11:22:46
248,kit_api_coryne,manual_annotation,Manually annotated,Manually annotated,Is set true if manual annotation/curation has been conducted for a reference,X,true or false,{boolean},1,,,data administration,0,0,0,0.0,0.0,1.0,,2016-09-30 11:22:46
249,pigmentation,manual_annotation,Manually annotated,Manually annotated,Is set true if manual annotation/curation has been conducted for a reference,X,true or false,{boolean},,,,data administration,0,0,0,0.0,0.0,1.0,,2016-09-30 11:22:46
250,kit_api_zym,manual_annotation,Manually annotated,Manually annotated,Is set true if manual annotation/curation has been conducted for a reference,X,true or false,{boolean},1,,,data administration,0,0,0,0.0,0.0,1.0,,2016-09-30 11:22:46
251,murein,manual_annotation,Manually annotated,Manually annotated,Is set true if manual annotation/curation has been conducted for a reference,X,true or false,{boolean},,,,data administration,0,0,0,1.0,1.0,1.0,,2016-09-30 11:22:46
256,spore_formation,manual_annotation,Manually annotated,Manually annotated,Is set true if manual annotation/curation has been conducted for a reference,X,true or false,{boolean},,,,data administration,0,0,0,1.0,1.0,1.0,,2016-09-30 11:22:46
257,compound_production,ID_compound_production,ID_compound_production,ID_compound_production,,1,identification number,{integer},,,,data administration,0,0,0,0.0,0.0,1.0,ID for internal use,2016-09-30 11:22:46
258,compound_production,compound_name,Name of produced compound,Name of produced compound,Name of produced compound (e.g. name of a secondary metabolite).,X,name,{text},m,301.0,301.0,morphology_physiology,1,1,1,1.0,1.0,1.0,,2017-10-18 13:37:04
259,compound_production,excreted,Is excreted product,Is excreted product,Yes if produced compound is excreted.,X,true or false,{boolean},m,302.0,302.0,morphology_physiology,1,0,0,1.0,1.0,0.0,,2017-10-18 13:37:04
260,tolerance,compound_name,Name of tolerated compound,Name of tolerated compound,Name of tolerated substances.,X,name,{text},m,313.0,313.0,morphology_physiology,1,0,1,1.0,1.0,1.0,,2017-10-18 13:37:04
261,tolerance,ID_tolerance,ID_tolerance,ID_tolerance,,1,identification number,{integer},,,,data administration,0,0,0,0.0,0.0,1.0,ID for internal use,2016-09-30 11:22:46
262,tolerance,level_percent,Tolerance percentage,Tolerance percentage,Tolerance level in percent towards substances.,X,compound concentration in %,{float},m,314.0,314.0,morphology_physiology,1,0,0,1.0,1.0,1.0,,2017-10-18 13:37:04
263,tolerance,concentration,Tolerated concentration,Tolerated concentration,Tolerated substance - concentration tolerated.,X,compound concentration,{float},m,315.0,315.0,morphology_physiology,1,0,0,1.0,1.0,1.0,,2017-10-18 13:37:04
264,tolerance,concentration_unit,Tolerated substance unit,Tolerated substance unit,Unit of tolerated compound/substance.,x,unit,{text},m,,,morphology_physiology,0,0,0,1.0,1.0,1.0,,2017-10-18 13:37:04
265,tolerance,manual_annotation,Manually annotated,Manually annotated,Is set true if manual annotation/curation has been conducted for a reference,X,true or false,{boolean},,,,data administration,0,0,0,1.0,1.0,1.0,,2016-09-30 11:22:46
266,sequence,sequence_length,Sequence length,Sequence length,Length of the sequence,X,sequence length,{integer},m,6.0,6.0,molecular_biology,1,0,0,0.0,1.0,1.0,,2017-10-18 13:37:26
267,strains,DOI,BacDive entry DOI,BacDive entry DOI,The BacDive digital object identifier (DOI) can be used to cite and link a distinct BacDive entry.,M,DOI,{text},1,1.0,1.0,taxonomy_name,0,0,0,0.0,0.0,0.0,,2017-10-18 13:36:21
270,strains_tax_PNU,domain,Domain (PNU),Domain (PNU),Domain name (taxonomic rank) according Prokaryotic Nomenclature Up-to-date,C,domain name,{text},1,301.0,301.0,taxonomy_name,1,0,1,1.0,1.0,1.0,Conditional mandatory if higher taxonomic rank is knownABCD combined fieldDarwinCore compatible,2017-10-18 13:36:21
271,strains_tax_PNU,phylum,Phylum (PNU),Phylum (PNU),Phylum name (taxonomic rank) according Prokaryotic Nomenclature ,C,phylum name,{text},1,302.0,302.0,taxonomy_name,1,0,1,1.0,1.0,1.0,ABCD combined fieldDarwinCore compatible,2017-10-18 13:36:21
272,strains_tax_PNU,class,Class (PNU),Class (PNU),Class name (taxonomic rank) according Prokaryotic Nomenclature .,C,class name,{text},1,303.0,303.0,taxonomy_name,1,0,1,1.0,1.0,1.0,Conditional mandatory if higher taxonomic rank is knownABCD combinedDarwinCore compatible,2017-10-18 13:36:21
273,strains_tax_PNU,ordo,Order (PNU),Order (PNU),name of order. taxonomic rank according Prokaryotic Nomenclature Up-to-date.,C,order name,{text},1,307.0,307.0,taxonomy_name,1,0,1,1.0,1.0,1.0,Conditional mandatory if higher taxonomic rank is knownABCD combined fieldDarwinCore compatible,2017-10-18 13:36:21
274,strains_tax_PNU,family,Family (PNU),Family (PNU),Family name (taxonomic rank) according Prokaryotic Nomenclature Up-to-date,C,family name,{text},1,308.0,308.0,taxonomy_name,1,0,1,1.0,1.0,1.0,Conditional mandatory if higher taxonomic rank is knownABCD combined fieldDarwinCore compatible,2017-10-18 13:36:21
275,strains_tax_PNU,genus,Genus (PNU),Genus (PNU),Genus name (taxonomic rank),M,genus name,{text},1,313.0,313.0,taxonomy_name,1,0,1,1.0,1.0,1.0,ABCD compatibleDarwinCore compatible,2017-10-18 13:36:21
276,strains_tax_PNU,species_epithet,Species epithet  (PNU),Species epithet  (PNU),Second part of species name,3,species epithet name,{text},1,,,taxonomy_name,0,0,1,1.0,1.0,1.0,ABCD compatibleDarwinCore compatible,2017-10-18 13:36:21
277,strains_tax_PNU,species,Species (PNU),Species (PNU),"Species name, which includes genus, species and subspecies epithet (taxonomic rank) according Prokaryotic Nomenclature Up-to-date",C,species name,{text},1,318.0,318.0,taxonomy_name,1,0,1,1.0,1.0,1.0,,2017-10-18 13:36:21
278,strains_tax_PNU,subspecies_epithet,Subspecies epithet,Subspecies epithet,"Third part of species name, where applicable",C,subspecies epithet name,{text},1,,,taxonomy_name,0,1,1,1.0,1.0,1.0,,2017-10-18 13:36:21
279,strains_tax_PNU,full_scientific_name,Full Scientific Name (PNU),Full Scientific Name (PNU),"Species name, author(s) and year of the valid publication of the species name. ",M,Full scientific name ,{text},1,323.0,323.0,taxonomy_name,1,1,1,1.0,1.0,1.0,ABCD 2.06 derived DataSets/DataSet/Units/Unit/Identifications/Identification/Result/TaxonIdentified/ScientificName/FullScientificNameStringDarwinCore compatibleMCLmcl:qualifiedSpeciesName,2017-10-18 13:36:21
280,strains_tax_PNU,is_type_strain,Type strain,Type strain,Is this strain a type strain.,X,true or false,{boolean},1,,,taxonomy_name,0,1,0,1.0,1.0,1.0,,2017-10-18 13:36:21
281,strains_tax_PNU,manual_annotation,Manually annotated,Manually annotated,Is set true if manual annotation/curation has been conducted for a reference,X,true or false,{boolean},1,,,data administration,0,0,0,0.0,0.0,1.0,,2016-09-30 11:22:46
282,strains_tax_PNU,status_fam,Taxonomical status of family name,Taxonomical status of family name,Status of family name (taxonomic rank) according Prokaryotic Nomenclature Up-to-date,C,family name status,{text},1,309.0,309.0,taxonomy_name,1,0,0,1.0,1.0,1.0,,2017-10-18 13:36:21
283,strains_tax_PNU,status_gen,Taxonomical status of genus name,Taxonomical status of genus name,Status of genus name (taxonomic rank),C,genus name status,{text},1,314.0,314.0,taxonomy_name,1,0,0,1.0,1.0,1.0,,2017-10-18 13:36:21
284,strains_tax_PNU,status_spec,Taxonomical status of species name,Taxonomical status of species name,Status of species name (taxonomic rank),C,species name status,{text},1,319.0,319.0,taxonomy_name,1,0,0,1.0,1.0,1.0,,2017-10-18 13:36:21
285,strains_tax_PNU,PNU_ID_spec,PNU_ID_spec,PNU_ID_spec,,1,identification number,{integer},1,,,data administration,0,0,0,0.0,0.0,1.0,ID for internal use,2016-09-30 11:22:46
286,strains_tax_PNU,PNU_ID_gen,PNU_ID_gen,PNU_ID_gen,,1,identification number,{integer},1,,,data administration,0,0,0,0.0,0.0,1.0,ID for internal use,2016-09-30 11:22:46
287,strains_tax_PNU,IJSEM_ref_class,Literature reference of class (IJSEM),Literature reference of class (IJSEM),literature reference: International Journal of Systematic and Evolutionary Microbiology (IJSEM).,X,"PMID,DOI,url or free text",{PMID|DOI|URL},m,304.0,304.0,taxonomy_name,1,0,0,0.0,0.0,0.0,,2017-10-18 13:36:21
288,strains_tax_PNU,IJSEM_ref_fam,Literature reference of family (IJSEM),Literature reference of family (IJSEM),literature reference: International Journal of Systematic and Evolutionary Microbiology (IJSEM).,X,"PMID,DOI,url or free text",{PMID|DOI|URL},m,310.0,310.0,taxonomy_name,1,0,0,0.0,0.0,0.0,,2017-10-18 13:36:21
289,strains_tax_PNU,IJSEM_ref_gen,Literature reference of genus (IJSEM),Literature reference of genus (IJSEM),literature reference: International Journal of Systematic and Evolutionary Microbiology (IJSEM).,X,"PMID,DOI,url or free text",{PMID|DOI|URL},m,315.0,315.0,taxonomy_name,1,0,0,0.0,0.0,0.0,,2017-10-18 13:36:21
290,strains_tax_PNU,IJSEM_ref_spec,Literature reference of species (IJSEM),Literature reference of species (IJSEM),literature reference: International Journal of Systematic and Evolutionary Microbiology (IJSEM).,X,"PMID,DOI,url or free text",{PMID|DOI|URL},m,320.0,320.0,taxonomy_name,1,0,0,0.0,0.0,0.0,,2017-10-18 13:36:21
291,strains_tax_PNU,PNU_literature,PNU_literature,PNU_literature,Literature entries of PNU,M,"PMID,DOI,url or free text",{text},1,,,data administration,0,0,0,0.0,0.0,1.0,,2016-09-30 11:22:46
292,strains_tax_PNU,PNU_comment,PNU_comment,PNU_comment,comment on PNU entry,M,"PMID,DOI,url or free text",{text},1,,,data administration,0,0,0,0.0,0.0,1.0,,2016-09-30 11:22:46
296,strains_tax_PNU,PNU_synonyms,PNU_synonyms,PNU_synonyms,Known synonyms of name in PNU.,M,name,{text},1,,,data administration,0,0,0,0.0,0.0,1.0,,2016-09-30 11:22:46
297,straininfo_link,straininfo_strainnumber,Associated Passport(s) in StrainInfo,Associated Passport(s) in StrainInfo,"Strain passport(s) associated to the strain at StrainInfo.net and its number(s) given by a public culture collection or bioresource center, where applicable more than one per strain",C,identifiers for StrainInfo ,{PMID|DOI|URL|text},1,4.0,4.0,strain_availability,0,1,1,1.0,1.0,1.0,,2017-10-18 13:38:14
298,straininfo_link,URL,Associated Passport(s) in StrainInfo,Associated Passport(s) in StrainInfo,"Strain passport(s) associated to the strain at StrainInfo.net and its number(s) given by a public culture collection or bioresource center, where applicable more than one per strain",C,identifiers for StrainInfo ,{PMID|DOI|URL|text},1,4.0,4.0,strain_availability,1,0,0,0.0,1.0,1.0,,2017-10-18 13:38:14
299,multicellular_morphology,medium_name,Medium Name (multicellularity),Medium Name (multicellularity),Name of the cultivation medium used for observing (potential) ability of multicellular complex formation.,X,medium name,{text},m,223.0,223.0,morphology_physiology,1,0,1,1.0,1.0,1.0,,2017-10-18 13:37:04
300,kit_api_20NE,ID_kit_api_20NE,ID_kit_api_20NE,ID_kit_api_20NE,,1,identification number,{integer},1,,,data administration,0,0,0,0.0,0.0,1.0,ID for internal use,2016-09-30 11:22:46
301,kit_api_20NE,cupule_1,cupule_1,cupule_1,Api Kit test cupule,1,enumeration,[-|+|+/-],1,,,morphology_physiology,1,0,0,1.0,0.0,1.0,Name of cupule is given by table kit_api_20NE_meta,2017-12-14 13:18:18
302,kit_api_20NE,cupule_2,cupule_2,cupule_2,Api Kit test cupule,1,enumeration,[-|+|+/-],1,,,morphology_physiology,1,0,0,1.0,0.0,1.0,Name of cupule is given by table kit_api_20NE_meta,2017-12-14 13:18:18
303,kit_api_20NE,cupule_3,cupule_3,cupule_3,Api Kit test cupule,1,enumeration,[-|+|+/-],1,,,morphology_physiology,1,0,0,1.0,0.0,1.0,Name of cupule is given by table kit_api_20NE_meta,2017-12-14 13:18:18
304,kit_api_20NE,cupule_4,cupule_4,cupule_4,Api Kit test cupule,1,enumeration,[-|+|+/-],1,,,morphology_physiology,1,0,0,1.0,0.0,1.0,Name of cupule is given by table kit_api_20NE_meta,2017-12-14 13:18:18
305,kit_api_20NE,cupule_5,cupule_5,cupule_5,Api Kit test cupule,1,enumeration,[-|+|+/-],1,,,morphology_physiology,1,0,0,1.0,0.0,1.0,Name of cupule is given by table kit_api_20NE_meta,2017-12-14 13:18:18
306,kit_api_20NE,cupule_6,cupule_6,cupule_6,Api Kit test cupule,1,enumeration,[-|+|+/-],1,,,morphology_physiology,1,0,0,1.0,0.0,1.0,Name of cupule is given by table kit_api_20NE_meta,2017-12-14 13:18:18
307,kit_api_20NE,cupule_7,cupule_7,cupule_7,Api Kit test cupule,1,enumeration,[-|+|+/-],1,,,morphology_physiology,1,0,0,1.0,0.0,1.0,Name of cupule is given by table kit_api_20NE_meta,2017-12-14 13:18:18
308,kit_api_20NE,cupule_8,cupule_8,cupule_8,Api Kit test cupule,1,enumeration,[-|+|+/-],1,,,morphology_physiology,1,0,0,1.0,0.0,1.0,Name of cupule is given by table kit_api_20NE_meta,2017-12-14 13:18:18
309,kit_api_20NE,cupule_9,cupule_9,cupule_9,Api Kit test cupule,1,enumeration,[-|+|+/-],1,,,morphology_physiology,1,0,0,1.0,0.0,1.0,Name of cupule is given by table kit_api_20NE_meta,2017-12-14 13:18:18
310,kit_api_20NE,cupule_10,cupule_10,cupule_10,Api Kit test cupule,1,enumeration,[-|+|+/-],1,,,morphology_physiology,1,0,0,1.0,0.0,1.0,Name of cupule is given by table kit_api_20NE_meta,2017-12-14 13:18:18
311,kit_api_20NE,cupule_11,cupule_11,cupule_11,Api Kit test cupule,1,enumeration,[-|+|+/-],1,,,morphology_physiology,1,0,0,1.0,0.0,1.0,Name of cupule is given by table kit_api_20NE_meta,2017-12-14 13:18:18
312,kit_api_20NE,cupule_12,cupule_12,cupule_12,Api Kit test cupule,1,enumeration,[-|+|+/-],1,,,morphology_physiology,1,0,0,1.0,0.0,1.0,Name of cupule is given by table kit_api_20NE_meta,2017-12-14 13:18:18
313,kit_api_20NE,cupule_13,cupule_13,cupule_13,Api Kit test cupule,1,enumeration,[-|+|+/-],1,,,morphology_physiology,1,0,0,1.0,0.0,1.0,Name of cupule is given by table kit_api_20NE_meta,2017-12-14 13:18:18
314,kit_api_20NE,cupule_14,cupule_14,cupule_14,Api Kit test cupule,1,enumeration,[-|+|+/-],1,,,morphology_physiology,1,0,0,1.0,0.0,1.0,Name of cupule is given by table kit_api_20NE_meta,2017-12-14 13:18:18
315,kit_api_20NE,cupule_15,cupule_15,cupule_15,Api Kit test cupule,1,enumeration,[-|+|+/-],1,,,morphology_physiology,1,0,0,1.0,0.0,1.0,Name of cupule is given by table kit_api_20NE_meta,2017-12-14 13:18:18
316,kit_api_20NE,cupule_16,cupule_16,cupule_16,Api Kit test cupule,1,enumeration,[-|+|+/-],1,,,morphology_physiology,1,0,0,1.0,0.0,1.0,Name of cupule is given by table kit_api_20NE_meta,2017-12-14 13:18:18
317,kit_api_20NE,cupule_17,cupule_17,cupule_17,Api Kit test cupule,1,enumeration,[-|+|+/-],1,,,morphology_physiology,1,0,0,1.0,0.0,1.0,Name of cupule is given by table kit_api_20NE_meta,2017-12-14 13:18:18
318,kit_api_20NE,cupule_18,cupule_18,cupule_18,Api Kit test cupule,1,enumeration,[-|+|+/-],1,,,morphology_physiology,1,0,0,1.0,0.0,1.0,Name of cupule is given by table kit_api_20NE_meta,2017-12-14 13:18:18
319,kit_api_20NE,cupule_19,cupule_19,cupule_19,Api Kit test cupule,1,enumeration,[-|+|+/-],1,,,morphology_physiology,1,0,0,1.0,0.0,1.0,Name of cupule is given by table kit_api_20NE_meta,2017-12-14 13:18:18
320,kit_api_20NE,cupule_20,cupule_20,cupule_20,Api Kit test cupule,1,enumeration,[-|+|+/-],1,,,morphology_physiology,1,0,0,1.0,0.0,1.0,Name of cupule is given by table kit_api_20NE_meta,2017-12-14 13:18:18
321,kit_api_20NE,cupule_21,cupule_21,cupule_21,Api Kit test cupule,1,enumeration,[-|+|+/-],1,,,morphology_physiology,1,0,0,1.0,0.0,1.0,Name of cupule is given by table kit_api_20NE_meta,2017-12-14 13:18:18
322,kit_api_20NE,manual_annotation,Manually annotated,Manually annotated,Is set true if manual annotation/curation has been conducted for a reference,X,true or false,{boolean},1,,,data administration,0,0,0,0.0,0.0,1.0,,2016-09-30 11:22:46
323,kit_api_20NE_meta,ID_kit_api_20NE_meta,ID_kit_api_20NE_meta,ID_kit_api_20NE_meta,,1,identification number,{integer},1,,,data administration,0,0,0,0.0,0.0,1.0,ID for internal use,2016-09-30 11:22:46
324,kit_api_20NE_meta,cupule,Position of cupule,Position of cupule,Number/Position of cupule in the test kit.,1,Position of cupule,{int},1,,,data administration,0,0,0,0.0,1.0,1.0,Combined field. Special treatment necessary.,2017-05-23 16:08:03
325,kit_api_20NE_meta,cupule_Name_Kit,Test kit cupule name,Test kit cupule name,Name of cupule in the test kit.,1,reaction name,{text},1,,,data administration,0,0,0,0.0,0.0,1.0,Combined field. Special treatment necessary.,2017-12-14 13:18:18
326,kit_api_20NE_meta,reaction_name,Tested enzyme/reaction,Tested enzyme/reaction,Name of the tested enzyme or type and capability of reaction.,1,name,{text},1,,,data administration,0,0,0,0.0,0.0,1.0,Combined field. Special treatment necessary.,2016-09-30 11:22:46
327,kit_api_20NE_meta,Link,Link to external ressource,Link to external ressource,Link to external ressource or data base.,1,URL,{text},1,,,data administration,0,0,0,0.0,0.0,1.0,Combined field. Special treatment necessary.,2016-09-30 11:22:46
328,origin,procedure_origin,Isolation/enrichment procedure,Isolation/enrichment procedure,Further describtion on enrichment or isolation precedure,X,description,{text},m,13.0,13.0,environment_sampling_isolation_source,1,0,0,0.0,1.0,1.0,,2017-10-18 13:36:42
329,sequence,NCBI_Gi,Associated INSDC GI number,Associated INSDC GI number,The GI number has been used for many years by INSDC to track sequence histories in GenBank and the other INSDC sequence databases.,X,INSDC GI,{integer},m,10.0,10.0,molecular_biology,0,0,0,0.0,1.0,1.0,,2017-10-18 13:37:26
330,sequence,NCBI_tax_ID,Associated NCBI tax ID,Associated NCBI tax ID,NCBI tax ID Associated which is associated to the refering INSDC accession number.,X,NCBI tax ID,{integer},m,7.0,7.0,molecular_biology,1,1,0,0.0,1.0,1.0,,2019-05-27 13:05:44
331,sequence,Sequence_accession_title,Sequence accession description,Sequence accession description,Given title of this accession number in the INSDC sequence database.,X,database entry title,{text},m,2.0,3.0,molecular_biology,1,1,1,1.0,1.0,1.0,,2017-10-18 13:37:26
332,strains_tax_PNU,IJSEM_class_pubmed_ID,PMID for class (IJSEM) ,PMID for class (IJSEM) ,Pubmed ID for class in IJSEM,1,PMID,{PMID},1,305.0,305.0,taxonomy_name,0,0,0,0.0,0.0,0.0,,2017-10-18 13:36:21
333,strains_tax_PNU,IJSEM_family_pubmed_ID,PMID for family (IJSEM),PMID for family (IJSEM),Pubmed ID for family in IJSEM,1,PMID,{PMID},1,311.0,311.0,taxonomy_name,0,0,0,0.0,0.0,0.0,,2017-10-18 13:36:21
334,strains_tax_PNU,IJSEM_genus_pubmed_ID,PMID for genus (IJSEM),PMID for genus (IJSEM),Pubmed ID for genus in IJSEM,1,PMID,{PMID},1,316.0,316.0,taxonomy_name,0,0,0,0.0,0.0,0.0,,2017-10-18 13:36:21
335,strains_tax_PNU,IJSEM_species_pubmed_ID,PMID for species (IJSEM),PMID for species (IJSEM),Pubmed ID for species in IJSEM,1,PMID,{PMID},1,321.0,321.0,taxonomy_name,0,0,0,0.0,0.0,0.0,,2017-10-18 13:36:21
336,strains_tax_PNU,IJSEM_class_DOI,DOI for class (IJSEM),DOI for class (IJSEM),DOI for class in IJSEM,1,DOI,{DOI},1,306.0,306.0,taxonomy_name,0,0,0,0.0,0.0,0.0,,2017-10-18 13:36:21
337,strains_tax_PNU,IJSEM_family_DOI,DOI for family (IJSEM),DOI for family (IJSEM),DOI for family in IJSEM,1,DOI,{DOI},1,312.0,312.0,taxonomy_name,0,0,0,0.0,0.0,0.0,,2017-10-18 13:36:21
338,strains_tax_PNU,IJSEM_genus_DOI,DOI for genus (IJSEM),DOI for genus (IJSEM),DOI for genus in IJSEM,1,DOI,{DOI},1,0.0,0.0,taxonomy_name,0,0,0,0.0,0.0,0.0,,2017-10-18 13:36:21
339,strains_tax_PNU,IJSEM_species_DOI,DOI for species (IJSEM),DOI for species (IJSEM),DOI for species in IJSEM,1,DOI,{DOI},1,322.0,322.0,taxonomy_name,0,0,0,0.0,0.0,0.0,,2017-10-18 13:36:21
900,culture_medium,ID_culture_medium,ID_culture_medium,ID_culture_medium,,1,identification number,{integer},1,,,data administration,0,0,0,0.0,0.0,1.0,ID for internal use,2016-09-30 11:22:46
341,colony_morphology,hemolysis_type,Type of hemolysis,Hemolysis,"alpha-, beta or gamma-hemolysis",X,enumeration,[alpha|beta|gamma|alpha/beta|CAMP test],m,206.0,206.0,morphology_physiology,1,1,0,1.0,1.0,0.0,gamma = no hemolysis,2017-10-18 13:37:04
342,colony_morphology,hemolysis_ability,Hemolysis ability,Hemolysis ability,positive (+) or negative (-),X,enumeration,[+|-],m,207.0,207.0,morphology_physiology,1,0,0,1.0,1.0,0.0,related to the type of hemolysis,2017-10-18 13:37:04
