ID_met_antibiotica,metabolite_antib,MET_group_ID,is_antibiotic,ab_sensitive,ab_sensitivity_conc,rgStart_sens,rgEnd_sens,ab_sensitivity_unit,ab_intermediate,ab_intermediate_conc,rgStart_int,rgEnd_int,ab_intermediate_unit,ab_resistant,ab_resistance_conc,rgStart_res,rgEnd_res,ab_resistance_unit,chebi_ID,FK_metabolites,ID_strains,ID_reference,manual_annotation,last_change
12611,Cycloheximide,3.0,1,,,,,,,,,,,1.0,25,25.0,25.0,µg/mL,27641.0,2107.0,20314,18281,0,2017-02-10 09:57:45
12612,Kanamycin,3.0,1,,,,,,,,,,,1.0,250,250.0,250.0,µg/mL,6104.0,2109.0,20313,18281,0,2017-02-10 09:57:45
12613,Cycloheximide,3.0,1,,,,,,,,,,,1.0,25,25.0,25.0,µg/mL,27641.0,2108.0,20313,18281,0,2017-02-10 09:57:45
12614,Kanamycin,0.0,1,,,,,,,,,,,1.0,250,250.0,250.0,µg/mL,6104.0,2109.0,20313,18281,0,2017-02-10 09:57:45
12615,Kanamycin,3.0,1,,,,,,,,,,,1.0,250,250.0,250.0,µg/mL,6104.0,2111.0,20416,18281,0,2017-02-10 09:57:45
12616,Cycloheximide,3.0,1,,,,,,,,,,,1.0,25,25.0,25.0,µg/mL,27641.0,2110.0,20416,18281,0,2017-02-10 09:57:45
12617,Kanamycin,0.0,1,,,,,,,,,,,1.0,250,250.0,250.0,µg/mL,6104.0,2111.0,20416,18281,0,2017-02-10 09:57:45
12618,Kanamycin,0.0,1,,,,,,,,,,,1.0,250,250.0,250.0,µg/mL,6104.0,2112.0,20415,18281,0,2017-02-10 09:57:45
12619,Kanamycin,3.0,1,,,,,,,,,,,1.0,250,250.0,250.0,µg/mL,6104.0,2114.0,20413,18281,0,2017-02-10 09:57:45
12620,Cycloheximide,3.0,1,,,,,,,,,,,1.0,25,25.0,25.0,µg/mL,27641.0,2113.0,20413,18281,0,2017-02-10 09:57:45
12621,Kanamycin,0.0,1,,,,,,,,,,,1.0,250,250.0,250.0,µg/mL,6104.0,2114.0,20413,18281,0,2017-02-10 09:57:45
12622,Kanamycin,3.0,1,,,,,,,,,,,1.0,250,250.0,250.0,µg/mL,6104.0,2116.0,20411,18281,0,2017-02-10 09:57:45
12623,Cycloheximide,3.0,1,,,,,,,,,,,1.0,25,25.0,25.0,µg/mL,27641.0,2115.0,20411,18281,0,2017-02-10 09:57:45
12624,Kanamycin,0.0,1,,,,,,,,,,,1.0,250,250.0,250.0,µg/mL,6104.0,2116.0,20411,18281,0,2017-02-10 09:57:45
12625,Kanamycin,0.0,1,,,,,,,,,,,1.0,250,250.0,250.0,µg/mL,6104.0,2117.0,20412,18281,0,2017-02-10 09:57:45
12626,Kanamycin,0.0,1,,,,,,,,,,,1.0,250,250.0,250.0,µg/mL,6104.0,2118.0,20445,18281,0,2017-02-10 09:57:45
12627,Kanamycin,0.0,1,,,,,,,,,,,1.0,250,250.0,250.0,µg/mL,6104.0,2119.0,20444,18281,0,2017-02-10 09:57:45
12628,Kanamycin,0.0,1,,,,,,,,,,,1.0,250,250.0,250.0,µg/mL,6104.0,2120.0,20443,18281,0,2017-02-10 09:57:45
12629,Kanamycin,0.0,1,,,,,,,,,,,1.0,250,250.0,250.0,µg/mL,6104.0,2121.0,20442,18281,0,2017-02-10 09:57:45
12630,Kanamycin,3.0,1,,,,,,,,,,,1.0,250,250.0,250.0,µg/mL,6104.0,2121.0,20442,18281,0,2017-02-10 09:57:45
12631,Cycloheximide,3.0,1,,,,,,,,,,,1.0,25,25.0,25.0,µg/mL,27641.0,2122.0,20442,18281,0,2017-02-10 09:57:45
12632,Kanamycin,3.0,1,,,,,,,,,,,1.0,250,250.0,250.0,µg/mL,6104.0,2123.0,20440,18281,0,2017-02-10 09:57:45
12633,Cycloheximide,3.0,1,,,,,,,,,,,1.0,25,25.0,25.0,µg/mL,27641.0,2124.0,20440,18281,0,2017-02-10 09:57:45
12634,Kanamycin,3.0,1,,,,,,,,,,,1.0,250,250.0,250.0,µg/mL,6104.0,2126.0,20441,18281,0,2017-02-10 09:57:45
12635,Cycloheximide,3.0,1,,,,,,,,,,,1.0,25,25.0,25.0,µg/mL,27641.0,2125.0,20441,18281,0,2017-02-10 09:57:45
12636,Kanamycin,0.0,1,,,,,,,,,,,1.0,250,250.0,250.0,µg/mL,6104.0,2126.0,20441,18281,0,2017-02-10 09:57:45
12637,Kanamycin,0.0,1,,,,,,,,,,,1.0,250,250.0,250.0,µg/mL,6104.0,2127.0,20438,18281,0,2017-02-10 09:57:45
12638,Kanamycin,3.0,1,,,,,,,,,,,1.0,250,250.0,250.0,µg/mL,6104.0,2129.0,20436,18281,0,2017-02-10 09:57:45
12639,Cycloheximide,3.0,1,,,,,,,,,,,1.0,25,25.0,25.0,µg/mL,27641.0,2128.0,20436,18281,0,2017-02-10 09:57:45
12640,Kanamycin,0.0,1,,,,,,,,,,,1.0,250,250.0,250.0,µg/mL,6104.0,2129.0,20436,18281,0,2017-02-10 09:57:45
12641,Kanamycin,0.0,1,,,,,,,,,,,1.0,250,250.0,250.0,µg/mL,6104.0,2130.0,20437,18281,0,2017-02-10 09:57:45
12642,Kanamycin,0.0,1,,,,,,,,,,,1.0,250,250.0,250.0,µg/mL,6104.0,2131.0,20356,18281,0,2017-02-10 09:57:45
12643,Kanamycin,3.0,1,,,,,,,,,,,1.0,250,250.0,250.0,µg/mL,6104.0,2133.0,20353,18281,0,2017-02-10 09:57:45
12644,Cycloheximide,3.0,1,,,,,,,,,,,1.0,25,25.0,25.0,µg/mL,27641.0,2132.0,20353,18281,0,2017-02-10 09:57:45
12645,Kanamycin,0.0,1,,,,,,,,,,,1.0,250,250.0,250.0,µg/mL,6104.0,2133.0,20353,18281,0,2017-02-10 09:57:45
12646,Kanamycin,0.0,1,,,,,,,,,,,1.0,250,250.0,250.0,µg/mL,6104.0,2134.0,20354,18281,0,2017-02-10 09:57:45
12647,Kanamycin,3.0,1,,,,,,,,,,,1.0,250,250.0,250.0,µg/mL,6104.0,2134.0,20354,18281,0,2017-02-10 09:57:45
12648,Cycloheximide,3.0,1,,,,,,,,,,,1.0,25,25.0,25.0,µg/mL,27641.0,2135.0,20354,18281,0,2017-02-10 09:57:45
12649,Kanamycin,0.0,1,,,,,,,,,,,1.0,250,250.0,250.0,µg/mL,6104.0,2136.0,20355,18281,0,2017-02-10 09:57:45
12650,Kanamycin,3.0,1,,,,,,,,,,,1.0,250,250.0,250.0,µg/mL,6104.0,2136.0,20355,18281,0,2017-02-10 09:57:45
12651,Cycloheximide,3.0,1,,,,,,,,,,,1.0,25,25.0,25.0,µg/mL,27641.0,2137.0,20355,18281,0,2017-02-10 09:57:45
12652,Kanamycin,0.0,1,,,,,,,,,,,1.0,250,250.0,250.0,µg/mL,6104.0,2138.0,20389,18281,0,2017-02-10 09:57:45
12653,Kanamycin,0.0,1,,,,,,,,,,,1.0,250,250.0,250.0,µg/mL,6104.0,2139.0,20388,18281,0,2017-02-10 09:57:45
12654,Kanamycin,0.0,1,,,,,,,,,,,1.0,250,250.0,250.0,µg/mL,6104.0,2140.0,20383,18281,0,2017-02-10 09:57:45
12655,Kanamycin,0.0,1,,,,,,,,,,,1.0,250,250.0,250.0,µg/mL,6104.0,2141.0,20384,18281,0,2017-02-10 09:57:45
12656,Kanamycin,0.0,1,,,,,,,,,,,1.0,250,250.0,250.0,µg/mL,6104.0,2142.0,20381,18281,0,2017-02-10 09:57:45
12657,Kanamycin,0.0,1,,,,,,,,,,,1.0,250,250.0,250.0,µg/mL,6104.0,2143.0,20382,18281,0,2017-02-10 09:57:45
12658,Kanamycin,3.0,1,,,,,,,,,,,1.0,250,250.0,250.0,µg/mL,6104.0,2143.0,20382,18281,0,2017-02-10 09:57:45
12659,Cycloheximide,3.0,1,,,,,,,,,,,1.0,25,25.0,25.0,µg/mL,27641.0,2144.0,20382,18281,0,2017-02-10 09:57:45
12660,Kanamycin,0.0,1,,,,,,,,,,,1.0,250,250.0,250.0,µg/mL,6104.0,2145.0,20386,18281,0,2017-02-10 09:57:45
12661,Kanamycin,3.0,1,,,,,,,,,,,1.0,250,250.0,250.0,µg/mL,6104.0,2145.0,20386,18281,0,2017-02-10 09:57:45
12662,Cycloheximide,3.0,1,,,,,,,,,,,1.0,25,25.0,25.0,µg/mL,27641.0,2146.0,20386,18281,0,2017-02-10 09:57:45
12663,Kanamycin,3.0,1,,,,,,,,,,,1.0,250,250.0,250.0,µg/mL,6104.0,2148.0,20387,18281,0,2017-02-10 09:57:45
12664,Cycloheximide,3.0,1,,,,,,,,,,,1.0,25,25.0,25.0,µg/mL,27641.0,2147.0,20387,18281,0,2017-02-10 09:57:45
12665,Kanamycin,0.0,1,,,,,,,,,,,1.0,250,250.0,250.0,µg/mL,6104.0,2148.0,20387,18281,0,2017-02-10 09:57:45
12666,Kanamycin,0.0,1,,,,,,,,,,,1.0,250,250.0,250.0,µg/mL,6104.0,2149.0,20385,18281,0,2017-02-10 09:57:45
12667,Kanamycin,3.0,1,,,,,,,,,,,1.0,250,250.0,250.0,µg/mL,6104.0,2151.0,20501,18281,0,2017-02-10 09:57:45
12668,Cycloheximide,3.0,1,,,,,,,,,,,1.0,25,25.0,25.0,µg/mL,27641.0,2150.0,20501,18281,0,2017-02-10 09:57:45
12669,Kanamycin,0.0,1,,,,,,,,,,,1.0,250,250.0,250.0,µg/mL,6104.0,2151.0,20501,18281,0,2017-02-10 09:57:45
12670,Kanamycin,0.0,1,,,,,,,,,,,1.0,250,250.0,250.0,µg/mL,6104.0,2152.0,20508,18281,0,2017-02-10 09:57:45
12671,Kanamycin,3.0,1,,,,,,,,,,,1.0,250,250.0,250.0,µg/mL,6104.0,2154.0,20507,18281,0,2017-02-10 09:57:45
12672,Cycloheximide,3.0,1,,,,,,,,,,,1.0,25,25.0,25.0,µg/mL,27641.0,2153.0,20507,18281,0,2017-02-10 09:57:45
12673,Kanamycin,0.0,1,,,,,,,,,,,1.0,250,250.0,250.0,µg/mL,6104.0,2154.0,20507,18281,0,2017-02-10 09:57:45
12674,Kanamycin,3.0,1,,,,,,,,,,,1.0,250,250.0,250.0,µg/mL,6104.0,2156.0,20506,18281,0,2017-02-10 09:57:45
12675,Cycloheximide,3.0,1,,,,,,,,,,,1.0,25,25.0,25.0,µg/mL,27641.0,2155.0,20506,18281,0,2017-02-10 09:57:45
12676,Kanamycin,0.0,1,,,,,,,,,,,1.0,250,250.0,250.0,µg/mL,6104.0,2156.0,20506,18281,0,2017-02-10 09:57:45
12677,Kanamycin,3.0,1,,,,,,,,,,,1.0,250,250.0,250.0,µg/mL,6104.0,2158.0,20505,18281,0,2017-02-10 09:57:45
12678,Cycloheximide,3.0,1,,,,,,,,,,,1.0,25,25.0,25.0,µg/mL,27641.0,2157.0,20505,18281,0,2017-02-10 09:57:45
12679,Kanamycin,0.0,1,,,,,,,,,,,1.0,250,250.0,250.0,µg/mL,6104.0,2158.0,20505,18281,0,2017-02-10 09:57:45
12680,Kanamycin,3.0,1,,,,,,,,,,,1.0,250,250.0,250.0,µg/mL,6104.0,2160.0,20504,18281,0,2017-02-10 09:57:45
12681,Cycloheximide,3.0,1,,,,,,,,,,,1.0,25,25.0,25.0,µg/mL,27641.0,2159.0,20504,18281,0,2017-02-10 09:57:45
12682,Kanamycin,0.0,1,,,,,,,,,,,1.0,250,250.0,250.0,µg/mL,6104.0,2160.0,20504,18281,0,2017-02-10 09:57:45
12683,Kanamycin,0.0,1,,,,,,,,,,,1.0,250,250.0,250.0,µg/mL,6104.0,2161.0,20503,18281,0,2017-02-10 09:57:45
12684,Kanamycin,3.0,1,,,,,,,,,,,1.0,250,250.0,250.0,µg/mL,6104.0,2161.0,20503,18281,0,2017-02-10 09:57:45
12685,Cycloheximide,3.0,1,,,,,,,,,,,1.0,25,25.0,25.0,µg/mL,27641.0,2162.0,20503,18281,0,2017-02-10 09:57:45
12686,Kanamycin,0.0,1,,,,,,,,,,,1.0,250,250.0,250.0,µg/mL,6104.0,2163.0,20502,18281,0,2017-02-10 09:57:45
12687,Kanamycin,3.0,1,,,,,,,,,,,1.0,250,250.0,250.0,µg/mL,6104.0,2163.0,20502,18281,0,2017-02-10 09:57:45
12688,Cycloheximide,3.0,1,,,,,,,,,,,1.0,25,25.0,25.0,µg/mL,27641.0,2164.0,20502,18281,0,2017-02-10 09:57:45
12689,Kanamycin,3.0,1,,,,,,,,,,,1.0,250,250.0,250.0,µg/mL,6104.0,2166.0,20521,18281,0,2017-02-10 09:57:45
12690,Cycloheximide,3.0,1,,,,,,,,,,,1.0,25,25.0,25.0,µg/mL,27641.0,2165.0,20521,18281,0,2017-02-10 09:57:45
12691,Kanamycin,0.0,1,,,,,,,,,,,1.0,250,250.0,250.0,µg/mL,6104.0,2166.0,20521,18281,0,2017-02-10 09:57:45
12692,Kanamycin,3.0,1,,,,,,,,,,,1.0,250,250.0,250.0,µg/mL,6104.0,2168.0,20530,18281,0,2017-02-10 09:57:45
12693,Cycloheximide,3.0,1,,,,,,,,,,,1.0,25,25.0,25.0,µg/mL,27641.0,2167.0,20530,18281,0,2017-02-10 09:57:45
12694,Kanamycin,0.0,1,,,,,,,,,,,1.0,250,250.0,250.0,µg/mL,6104.0,2168.0,20530,18281,0,2017-02-10 09:57:45
12695,Kanamycin,3.0,1,,,,,,,,,,,1.0,250,250.0,250.0,µg/mL,6104.0,2170.0,20525,18281,0,2017-02-10 09:57:45
12696,Cycloheximide,3.0,1,,,,,,,,,,,1.0,25,25.0,25.0,µg/mL,27641.0,2169.0,20525,18281,0,2017-02-10 09:57:45
12697,Kanamycin,0.0,1,,,,,,,,,,,1.0,250,250.0,250.0,µg/mL,6104.0,2170.0,20525,18281,0,2017-02-10 09:57:45
12698,Kanamycin,0.0,1,,,,,,,,,,,1.0,250,250.0,250.0,µg/mL,6104.0,2171.0,20526,18281,0,2017-02-10 09:57:45
12699,Kanamycin,3.0,1,,,,,,,,,,,1.0,250,250.0,250.0,µg/mL,6104.0,2171.0,20526,18281,0,2017-02-10 09:57:45
12700,Cycloheximide,3.0,1,,,,,,,,,,,1.0,25,25.0,25.0,µg/mL,27641.0,2172.0,20526,18281,0,2017-02-10 09:57:45
12701,Kanamycin,3.0,1,,,,,,,,,,,1.0,250,250.0,250.0,µg/mL,6104.0,2174.0,20522,18281,0,2017-02-10 09:57:45
12702,Cycloheximide,3.0,1,,,,,,,,,,,1.0,25,25.0,25.0,µg/mL,27641.0,2173.0,20522,18281,0,2017-02-10 09:57:45
12703,Kanamycin,0.0,1,,,,,,,,,,,1.0,250,250.0,250.0,µg/mL,6104.0,2174.0,20522,18281,0,2017-02-10 09:57:45
12704,Kanamycin,0.0,1,,,,,,,,,,,1.0,250,250.0,250.0,µg/mL,6104.0,2175.0,20524,18281,0,2017-02-10 09:57:45
12705,Kanamycin,3.0,1,,,,,,,,,,,1.0,250,250.0,250.0,µg/mL,6104.0,2175.0,20524,18281,0,2017-02-10 09:57:45
12706,Cycloheximide,3.0,1,,,,,,,,,,,1.0,25,25.0,25.0,µg/mL,27641.0,2176.0,20524,18281,0,2017-02-10 09:57:45
12708,Kanamycin,3.0,1,,,,,,,,,,,1.0,250,250.0,250.0,µg/mL,6104.0,2188.0,22286,18281,0,2017-02-10 09:57:45
12709,Cycloheximide,3.0,1,,,,,,,,,,,1.0,25,25.0,25.0,µg/mL,27641.0,2177.0,22286,18281,0,2017-02-10 09:57:45
12710,Kanamycin,0.0,1,,,,,,,,,,,1.0,250,250.0,250.0,µg/mL,6104.0,2178.0,20469,18281,0,2017-02-10 09:57:45
12711,Kanamycin,3.0,1,,,,,,,,,,,1.0,250,250.0,250.0,µg/mL,6104.0,2178.0,20469,18281,0,2017-02-10 09:57:45
12712,Cycloheximide,3.0,1,,,,,,,,,,,1.0,25,25.0,25.0,µg/mL,27641.0,2179.0,20469,18281,0,2017-02-10 09:57:45
12713,Kanamycin,0.0,1,,,,,,,,,,,1.0,250,250.0,250.0,µg/mL,6104.0,2180.0,20467,18281,0,2017-02-10 09:57:45
12714,Kanamycin,3.0,1,,,,,,,,,,,1.0,250,250.0,250.0,µg/mL,6104.0,2180.0,20467,18281,0,2017-02-10 09:57:45
12715,Cycloheximide,3.0,1,,,,,,,,,,,1.0,25,25.0,25.0,µg/mL,27641.0,2181.0,20467,18281,0,2017-02-10 09:57:45
12716,Kanamycin,0.0,1,,,,,,,,,,,1.0,250,250.0,250.0,µg/mL,6104.0,2182.0,20466,18281,0,2017-02-10 09:57:45
12717,Kanamycin,3.0,1,,,,,,,,,,,1.0,250,250.0,250.0,µg/mL,6104.0,2182.0,20466,18281,0,2017-02-10 09:57:45
12718,Cycloheximide,3.0,1,,,,,,,,,,,1.0,25,25.0,25.0,µg/mL,27641.0,2183.0,20466,18281,0,2017-02-10 09:57:45
12719,Kanamycin,0.0,1,,,,,,,,,,,1.0,250,250.0,250.0,µg/mL,6104.0,2184.0,20465,18281,0,2017-02-10 09:57:45
12720,Kanamycin,3.0,1,,,,,,,,,,,1.0,250,250.0,250.0,µg/mL,6104.0,2184.0,20465,18281,0,2017-02-10 09:57:45
12721,Cycloheximide,3.0,1,,,,,,,,,,,1.0,25,25.0,25.0,µg/mL,27641.0,2185.0,20465,18281,0,2017-02-10 09:57:45
12722,Kanamycin,3.0,1,,,,,,,,,,,1.0,250,250.0,250.0,µg/mL,6104.0,2187.0,20468,18281,0,2017-02-10 09:57:45
12723,Cycloheximide,3.0,1,,,,,,,,,,,1.0,25,25.0,25.0,µg/mL,27641.0,2186.0,20468,18281,0,2017-02-10 09:57:45
12724,Kanamycin,0.0,1,,,,,,,,,,,1.0,250,250.0,250.0,µg/mL,6104.0,2187.0,20468,18281,0,2017-02-10 09:57:45
12725,Kanamycin,0.0,1,,,,,,,,,,,1.0,250,250.0,250.0,µg/mL,6104.0,2188.0,22286,18281,0,2017-02-10 09:57:45
12726,Kanamycin,3.0,1,,,,,,,,,,,1.0,250,250.0,250.0,µg/mL,6104.0,2190.0,20488,18281,0,2017-02-10 09:57:45
12727,Cycloheximide,3.0,1,,,,,,,,,,,1.0,25,25.0,25.0,µg/mL,27641.0,2189.0,20488,18281,0,2017-02-10 09:57:45
12728,Kanamycin,0.0,1,,,,,,,,,,,1.0,250,250.0,250.0,µg/mL,6104.0,2190.0,20488,18281,0,2017-02-10 09:57:45
12729,Kanamycin,3.0,1,,,,,,,,,,,1.0,250,250.0,250.0,µg/mL,6104.0,2192.0,20491,18281,0,2017-02-10 09:57:45
12730,Cycloheximide,3.0,1,,,,,,,,,,,1.0,25,25.0,25.0,µg/mL,27641.0,2191.0,20491,18281,0,2017-02-10 09:57:45
12731,Kanamycin,0.0,1,,,,,,,,,,,1.0,250,250.0,250.0,µg/mL,6104.0,2192.0,20491,18281,0,2017-02-10 09:57:45
12732,Kanamycin,0.0,1,,,,,,,,,,,1.0,250,250.0,250.0,µg/mL,6104.0,2193.0,20490,18281,0,2017-02-10 09:57:45
12733,Kanamycin,3.0,1,,,,,,,,,,,1.0,250,250.0,250.0,µg/mL,6104.0,2193.0,20490,18281,0,2017-02-10 09:57:45
12734,Cycloheximide,3.0,1,,,,,,,,,,,1.0,25,25.0,25.0,µg/mL,27641.0,2194.0,20490,18281,0,2017-02-10 09:57:45
12735,Kanamycin,3.0,1,,,,,,,,,,,1.0,250,250.0,250.0,µg/mL,6104.0,2196.0,20484,18281,0,2017-02-10 09:57:45
12736,Cycloheximide,3.0,1,,,,,,,,,,,1.0,25,25.0,25.0,µg/mL,27641.0,2195.0,20484,18281,0,2017-02-10 09:57:45
12737,Kanamycin,0.0,1,,,,,,,,,,,1.0,250,250.0,250.0,µg/mL,6104.0,2196.0,20484,18281,0,2017-02-10 09:57:45
12738,Kanamycin,3.0,1,,,,,,,,,,,1.0,250,250.0,250.0,µg/mL,6104.0,2198.0,20485,18281,0,2017-02-10 09:57:45
12739,Cycloheximide,3.0,1,,,,,,,,,,,1.0,25,25.0,25.0,µg/mL,27641.0,2197.0,20485,18281,0,2017-02-10 09:57:45
12740,Kanamycin,0.0,1,,,,,,,,,,,1.0,250,250.0,250.0,µg/mL,6104.0,2198.0,20485,18281,0,2017-02-10 09:57:45
12741,Kanamycin,3.0,1,,,,,,,,,,,1.0,250,250.0,250.0,µg/mL,6104.0,2200.0,20487,18281,0,2017-02-10 09:57:45
12742,Cycloheximide,3.0,1,,,,,,,,,,,1.0,25,25.0,25.0,µg/mL,27641.0,2199.0,20487,18281,0,2017-02-10 09:57:45
12743,Kanamycin,0.0,1,,,,,,,,,,,1.0,250,250.0,250.0,µg/mL,6104.0,2200.0,20487,18281,0,2017-02-10 09:57:45
12744,Kanamycin,3.0,1,,,,,,,,,,,1.0,250,250.0,250.0,µg/mL,6104.0,2202.0,20486,18281,0,2017-02-10 09:57:45
12745,Cycloheximide,3.0,1,,,,,,,,,,,1.0,25,25.0,25.0,µg/mL,27641.0,2201.0,20486,18281,0,2017-02-10 09:57:45
12746,Kanamycin,0.0,1,,,,,,,,,,,1.0,250,250.0,250.0,µg/mL,6104.0,2202.0,20486,18281,0,2017-02-10 09:57:45
12747,Kanamycin,3.0,1,,,,,,,,,,,1.0,250,250.0,250.0,µg/mL,6104.0,2204.0,20534,18281,0,2017-02-10 09:57:45
12748,Cycloheximide,3.0,1,,,,,,,,,,,1.0,25,25.0,25.0,µg/mL,27641.0,2203.0,20534,18281,0,2017-02-10 09:57:45
12749,Kanamycin,0.0,1,,,,,,,,,,,1.0,250,250.0,250.0,µg/mL,6104.0,2204.0,20534,18281,0,2017-02-10 09:57:45
12750,Kanamycin,3.0,1,,,,,,,,,,,1.0,250,250.0,250.0,µg/mL,6104.0,2206.0,20535,18281,0,2017-02-10 09:57:45
12751,Cycloheximide,3.0,1,,,,,,,,,,,1.0,25,25.0,25.0,µg/mL,27641.0,2205.0,20535,18281,0,2017-02-10 09:57:45
12752,Kanamycin,0.0,1,,,,,,,,,,,1.0,250,250.0,250.0,µg/mL,6104.0,2206.0,20535,18281,0,2017-02-10 09:57:45
12753,Kanamycin,3.0,1,,,,,,,,,,,1.0,250,250.0,250.0,µg/mL,6104.0,2208.0,20540,18281,0,2017-02-10 09:57:45
12754,Cycloheximide,3.0,1,,,,,,,,,,,1.0,25,25.0,25.0,µg/mL,27641.0,2207.0,20540,18281,0,2017-02-10 09:57:45
12755,Kanamycin,0.0,1,,,,,,,,,,,1.0,250,250.0,250.0,µg/mL,6104.0,2208.0,20540,18281,0,2017-02-10 09:57:45
12756,Kanamycin,3.0,1,,,,,,,,,,,1.0,250,250.0,250.0,µg/mL,6104.0,2210.0,20539,18281,0,2017-02-10 09:57:45
12757,Cycloheximide,3.0,1,,,,,,,,,,,1.0,25,25.0,25.0,µg/mL,27641.0,2209.0,20539,18281,0,2017-02-10 09:57:45
12758,Kanamycin,0.0,1,,,,,,,,,,,1.0,250,250.0,250.0,µg/mL,6104.0,2210.0,20539,18281,0,2017-02-10 09:57:45
12759,Kanamycin,0.0,1,,,,,,,,,,,1.0,250,250.0,250.0,µg/mL,6104.0,2211.0,20538,18281,0,2017-02-10 09:57:45
12760,Kanamycin,3.0,1,,,,,,,,,,,1.0,250,250.0,250.0,µg/mL,6104.0,2211.0,20538,18281,0,2017-02-10 09:57:45
12761,Cycloheximide,3.0,1,,,,,,,,,,,1.0,25,25.0,25.0,µg/mL,27641.0,2212.0,20538,18281,0,2017-02-10 09:57:45
12762,Kanamycin,3.0,1,,,,,,,,,,,1.0,250,250.0,250.0,µg/mL,6104.0,2214.0,20039,18281,0,2017-02-10 09:57:45
12763,Cycloheximide,3.0,1,,,,,,,,,,,1.0,25,25.0,25.0,µg/mL,27641.0,2213.0,20039,18281,0,2017-02-10 09:57:45
12764,Kanamycin,0.0,1,,,,,,,,,,,1.0,250,250.0,250.0,µg/mL,6104.0,2214.0,20039,18281,0,2017-02-10 09:57:45
12765,Kanamycin,3.0,1,,,,,,,,,,,1.0,250,250.0,250.0,µg/mL,6104.0,2216.0,20038,18281,0,2017-02-10 09:57:45
12766,Cycloheximide,3.0,1,,,,,,,,,,,1.0,25,25.0,25.0,µg/mL,27641.0,2215.0,20038,18281,0,2017-02-10 09:57:45
12767,Kanamycin,0.0,1,,,,,,,,,,,1.0,250,250.0,250.0,µg/mL,6104.0,2216.0,20038,18281,0,2017-02-10 09:57:45
12768,Kanamycin,3.0,1,,,,,,,,,,,1.0,250,250.0,250.0,µg/mL,6104.0,2218.0,20050,18281,0,2017-02-10 09:57:45
12769,Cycloheximide,3.0,1,,,,,,,,,,,1.0,25,25.0,25.0,µg/mL,27641.0,2217.0,20050,18281,0,2017-02-10 09:57:45
12770,Kanamycin,0.0,1,,,,,,,,,,,1.0,250,250.0,250.0,µg/mL,6104.0,2218.0,20050,18281,0,2017-02-10 09:57:45
12771,Kanamycin,0.0,1,,,,,,,,,,,1.0,250,250.0,250.0,µg/mL,6104.0,2219.0,20051,18281,0,2017-02-10 09:57:45
12772,Kanamycin,3.0,1,,,,,,,,,,,1.0,250,250.0,250.0,µg/mL,6104.0,2219.0,20051,18281,0,2017-02-10 09:57:45
12773,Cycloheximide,3.0,1,,,,,,,,,,,1.0,25,25.0,25.0,µg/mL,27641.0,2220.0,20051,18281,0,2017-02-10 09:57:45
12774,Kanamycin,3.0,1,,,,,,,,,,,1.0,250,250.0,250.0,µg/mL,6104.0,2222.0,20052,18281,0,2017-02-10 09:57:45
12775,Cycloheximide,3.0,1,,,,,,,,,,,1.0,25,25.0,25.0,µg/mL,27641.0,2221.0,20052,18281,0,2017-02-10 09:57:45
12776,Kanamycin,0.0,1,,,,,,,,,,,1.0,250,250.0,250.0,µg/mL,6104.0,2222.0,20052,18281,0,2017-02-10 09:57:45
12777,Kanamycin,3.0,1,,,,,,,,,,,1.0,250,250.0,250.0,µg/mL,6104.0,2224.0,20054,18281,0,2017-02-10 09:57:45
12778,Cycloheximide,3.0,1,,,,,,,,,,,1.0,25,25.0,25.0,µg/mL,27641.0,2223.0,20054,18281,0,2017-02-10 09:57:45
12779,Kanamycin,0.0,1,,,,,,,,,,,1.0,250,250.0,250.0,µg/mL,6104.0,2224.0,20054,18281,0,2017-02-10 09:57:45
12780,Kanamycin,0.0,1,,,,,,,,,,,1.0,250,250.0,250.0,µg/mL,6104.0,2225.0,20055,18281,0,2017-02-10 09:57:45
12781,Kanamycin,0.0,1,,,,,,,,,,,1.0,250,250.0,250.0,µg/mL,6104.0,2226.0,20049,18281,0,2017-02-10 09:57:45
12782,Kanamycin,3.0,1,,,,,,,,,,,1.0,250,250.0,250.0,µg/mL,6104.0,2226.0,20049,18281,0,2017-02-10 09:57:45
12783,Cycloheximide,3.0,1,,,,,,,,,,,1.0,25,25.0,25.0,µg/mL,27641.0,2227.0,20049,18281,0,2017-02-10 09:57:45
12784,Kanamycin,0.0,1,,,,,,,,,,,1.0,250,250.0,250.0,µg/mL,6104.0,2228.0,20048,18281,0,2017-02-10 09:57:45
12785,Kanamycin,3.0,1,,,,,,,,,,,1.0,250,250.0,250.0,µg/mL,6104.0,2228.0,20048,18281,0,2017-02-10 09:57:45
12786,Cycloheximide,3.0,1,,,,,,,,,,,1.0,25,25.0,25.0,µg/mL,27641.0,2229.0,20048,18281,0,2017-02-10 09:57:45
12787,Kanamycin,3.0,1,,,,,,,,,,,1.0,250,250.0,250.0,µg/mL,6104.0,2230.0,20073,18281,0,2017-02-10 09:57:45
12788,Cycloheximide,3.0,1,,,,,,,,,,,1.0,25,25.0,25.0,µg/mL,27641.0,2231.0,20073,18281,0,2017-02-10 09:57:45
12789,Kanamycin,0.0,1,,,,,,,,,,,1.0,250,250.0,250.0,µg/mL,6104.0,2232.0,20074,18281,0,2017-02-10 09:57:45
