ID_colony_morphology,medium_name,medium_composition,colony_len,rgStart_len,rgEnd_len,colony_len_unit,colony_width,rgStart_wid,rgEnd_wid,colony_width_unit,colony_shape,colony_color,incubation_period,rgStart,rgEnd,hemolysis_type,hemolysis_ability,ID_strains,ID_reference,manual_annotation,last_change
2243,ISP 4,"Name: ISP 4; DSM 547Solution I:Difco soluble starch, 10.0 g. Make a paste of the starch with a small amount of cold distilled water and bring to a volume of 500 ml.Solution II:CaCO3	2.0	gK2HPO4 (anhydrous)	1.0	gMgSO4 x 7 H2O	1.0	gNaCl	1.0	g(NH4)2SO4	2.0	gDistilled water	500.0 mlTrace salt solution (see below)	1.0	mlThe pH should be between 7.0 and 7.4. Do not adjust if it is within this range. Mix solutions I and II together. Add 20.0 g agar. Liquify agar by steaming at 100°C for 10 to 20 min.Trace element solution:FeSO4 x 7 H2O	0.1	gMnCl2 x 4 H2O	0.1	gZnSO4 x 7 H2O	0.1	gDistilled water	100.0 ml",,,,,,,,,,Beige (1001),10-14 days,10.0,14.0,,,7622,18324,1,2016-10-11 09:38:49
2244,ISP 5,Name: ISP 5 (5323)Composition L-Asparagine 1.0 g/lGlycerol 10.0 g/lK2HPO4 1.0 g/lSalt solution (see preparation) 1.0 ml/lAgar 20.0 g/lPreparation:Salt solution1.0 g FeSO4 x 7 H2O 1.0 g MnCl2 x 4 H2O1.0 g ZNSO4 x 7 H2O in 100 ml waterSterilisation:20 minutes at 121°CpH before sterilisation:7.2Usage:Maintenance and taxonomyOrganisms:All Actinomycetes,,,,,,,,,,Beige (1001),10-14 days,10.0,14.0,,,7622,18324,1,2016-10-11 09:38:49
2245,ISP 6,Name: ISP 6 (5318)CompositionPeptone 15.0 g/lProteose peptose 5.0 g/lFerric ammonium citrate 0.5 g/lSodium glycerophosphate 1.0 g/lSodium thiosulfate 0.08 g/lYeast extract 1.0 g/lAgar 15.0 g/lSterilisation:20 minutes at 121°CpH before sterilisation:Usage: Production of melanoid pigmentsOrganisms:All Actinomycetes,,,,,,,,,,Beige (1001),10-14 days,10.0,14.0,,,7622,18324,1,2016-10-11 09:38:49
2246,ISP 7,Name: ISP 7 (5322)Composition Glycerol 15.0 g/lL-Tyrosine 0.5 g/lL-Asparagine 1.0 g/lK2HPO4 0.5 g/lNaCl 0.5 g/lFeSO4 x 7 H2O 0.01 g/lTrace element solution 5343 1.0 ml/lAgar 20.0Sterilisation:20 minutes at 121°CpH before sterilisation:7.3Usage:Production of melanoid pigmentsOrganisms:All Actinomycetes,,,,,,,,,,Beige (1001),10-14 days,10.0,14.0,,,7622,18324,1,2016-10-11 09:38:49
2247,ISP 3,"Name: ISP 3; 5315Composition Dog oat flakes 20.0 g/lTrace element solution (5314) 2.5 ml/l Agar 18.0 g/lPreparation: Oat flakes are cooked for 20 minutes, trace element solution and agar are added (in the case of non rolled oat flakes the suspension has to bee filtrated).Sterilisation: 20 minutes at 121°CpH before sterilisation: 7.8Usage: Maintenance and taxonomy (e.g. SEM As liquid medium for metabolite production)Organisms: All ActinomycetesTrace element solution 5314Name:  Trace element solution 5314; 5314                CompositionCaCl2 x H2O    3.0 g/lFe-III-citrate    1.0 g/lMnSO4    0.2 g/lZnCl2     0.1 g/lCuSO4 x 5 H2O 0.025 g/lSodium tetra borate  0.2 g/lCoCl2 x 6 H2O 0.004 g/lSodium molybdate   0.01 g/lPreparation: Use double destillated water. Sterilisation: 20 minutes at 121°C pH before sterilisation: Usage: Trace element solution for different media Organisms:",,,,,,,,,,Sulfur yellow (1016),10-14 days,10.0,14.0,,,7623,18351,1,2016-10-11 09:38:49
2248,ISP 4,"Name: ISP 4; DSM 547Solution I:Difco soluble starch, 10.0 g. Make a paste of the starch with a small amount of cold distilled water and bring to a volume of 500 ml.Solution II:CaCO3	2.0	gK2HPO4 (anhydrous)	1.0	gMgSO4 x 7 H2O	1.0	gNaCl	1.0	g(NH4)2SO4	2.0	gDistilled water	500.0 mlTrace salt solution (see below)	1.0	mlThe pH should be between 7.0 and 7.4. Do not adjust if it is within this range. Mix solutions I and II together. Add 20.0 g agar. Liquify agar by steaming at 100°C for 10 to 20 min.Trace element solution:FeSO4 x 7 H2O	0.1	gMnCl2 x 4 H2O	0.1	gZnSO4 x 7 H2O	0.1	gDistilled water	100.0 ml",,,,,,,,,,Sulfur yellow (1016),10-14 days,10.0,14.0,,,7623,18351,1,2016-10-11 09:38:49
2249,ISP 5,Name: ISP 5 (5323)Composition L-Asparagine 1.0 g/lGlycerol 10.0 g/lK2HPO4 1.0 g/lSalt solution (see preparation) 1.0 ml/lAgar 20.0 g/lPreparation:Salt solution1.0 g FeSO4 x 7 H2O 1.0 g MnCl2 x 4 H2O1.0 g ZNSO4 x 7 H2O in 100 ml waterSterilisation:20 minutes at 121°CpH before sterilisation:7.2Usage:Maintenance and taxonomyOrganisms:All Actinomycetes,,,,,,,,,,Green beige (1000)/ Sulfur yellow (1016),10-14 days,10.0,14.0,,,7623,18351,1,2016-10-11 09:38:49
2250,ISP 6,Name: ISP 6 (5318)CompositionPeptone 15.0 g/lProteose peptose 5.0 g/lFerric ammonium citrate 0.5 g/lSodium glycerophosphate 1.0 g/lSodium thiosulfate 0.08 g/lYeast extract 1.0 g/lAgar 15.0 g/lSterilisation:20 minutes at 121°CpH before sterilisation:Usage: Production of melanoid pigmentsOrganisms:All Actinomycetes,,,,,,,,,,Sulfur yellow (1016),10-14 days,10.0,14.0,,,7623,18351,1,2016-10-11 09:38:49
2251,ISP 7,Name: ISP 7 (5322)Composition Glycerol 15.0 g/lL-Tyrosine 0.5 g/lL-Asparagine 1.0 g/lK2HPO4 0.5 g/lNaCl 0.5 g/lFeSO4 x 7 H2O 0.01 g/lTrace element solution 5343 1.0 ml/lAgar 20.0Sterilisation:20 minutes at 121°CpH before sterilisation:7.3Usage:Production of melanoid pigmentsOrganisms:All Actinomycetes,,,,,,,,,,Green beige (1000)/ Sulfur yellow (1016),10-14 days,10.0,14.0,,,7623,18351,1,2016-10-11 09:38:49
2252,ISP 2,Name: ISP 2 / Yeast Malt Agar (5265); 5265Composition Malt extract 10.0 g/lYeast extract 4.0 g/lGlucose 4.0 g/lAgar 15.0 g/lPreparation:Sterilisation: 20 minutes at 121°CpH before sterilisation: 7.0Usage: Maintenance and TaxonomyOrganisms: All Actinomycetes,,,,,,,,,,Lemon yellow (1012),10-14 days,10.0,14.0,,,7631,18382,1,2016-10-11 09:38:49
2253,ISP 3,"Name: ISP 3; 5315Composition Dog oat flakes 20.0 g/lTrace element solution (5314) 2.5 ml/l Agar 18.0 g/lPreparation: Oat flakes are cooked for 20 minutes, trace element solution and agar are added (in the case of non rolled oat flakes the suspension has to bee filtrated).Sterilisation: 20 minutes at 121°CpH before sterilisation: 7.8Usage: Maintenance and taxonomy (e.g. SEM As liquid medium for metabolite production)Organisms: All ActinomycetesTrace element solution 5314Name:  Trace element solution 5314; 5314                CompositionCaCl2 x H2O    3.0 g/lFe-III-citrate    1.0 g/lMnSO4    0.2 g/lZnCl2     0.1 g/lCuSO4 x 5 H2O 0.025 g/lSodium tetra borate  0.2 g/lCoCl2 x 6 H2O 0.004 g/lSodium molybdate   0.01 g/lPreparation: Use double destillated water. Sterilisation: 20 minutes at 121°C pH before sterilisation: Usage: Trace element solution for different media Organisms:",,,,,,,,,,Lemon yellow (1012),10-14 days,10.0,14.0,,,7631,18382,1,2016-10-11 09:38:49
2254,ISP 4,"Name: ISP 4; DSM 547Solution I:Difco soluble starch, 10.0 g. Make a paste of the starch with a small amount of cold distilled water and bring to a volume of 500 ml.Solution II:CaCO3	2.0	gK2HPO4 (anhydrous)	1.0	gMgSO4 x 7 H2O	1.0	gNaCl	1.0	g(NH4)2SO4	2.0	gDistilled water	500.0 mlTrace salt solution (see below)	1.0	mlThe pH should be between 7.0 and 7.4. Do not adjust if it is within this range. Mix solutions I and II together. Add 20.0 g agar. Liquify agar by steaming at 100°C for 10 to 20 min.Trace element solution:FeSO4 x 7 H2O	0.1	gMnCl2 x 4 H2O	0.1	gZnSO4 x 7 H2O	0.1	gDistilled water	100.0 ml",,,,,,,,,,Lemon yellow (1012),10-14 days,10.0,14.0,,,7631,18382,1,2016-10-11 09:38:49
2255,ISP 5,Name: ISP 5 (5323)Composition L-Asparagine 1.0 g/lGlycerol 10.0 g/lK2HPO4 1.0 g/lSalt solution (see preparation) 1.0 ml/lAgar 20.0 g/lPreparation:Salt solution1.0 g FeSO4 x 7 H2O 1.0 g MnCl2 x 4 H2O1.0 g ZNSO4 x 7 H2O in 100 ml waterSterilisation:20 minutes at 121°CpH before sterilisation:7.2Usage:Maintenance and taxonomyOrganisms:All Actinomycetes,,,,,,,,,,Lemon yellow (1012),10-14 days,10.0,14.0,,,7631,18382,1,2016-10-11 09:38:49
2256,ISP 6,Name: ISP 6 (5318)CompositionPeptone 15.0 g/lProteose peptose 5.0 g/lFerric ammonium citrate 0.5 g/lSodium glycerophosphate 1.0 g/lSodium thiosulfate 0.08 g/lYeast extract 1.0 g/lAgar 15.0 g/lSterilisation:20 minutes at 121°CpH before sterilisation:Usage: Production of melanoid pigmentsOrganisms:All Actinomycetes,,,,,,,,,,Lemon yellow (1012),10-14 days,10.0,14.0,,,7631,18382,1,2016-10-11 09:38:49
2257,ISP 7,Name: ISP 7 (5322)Composition Glycerol 15.0 g/lL-Tyrosine 0.5 g/lL-Asparagine 1.0 g/lK2HPO4 0.5 g/lNaCl 0.5 g/lFeSO4 x 7 H2O 0.01 g/lTrace element solution 5343 1.0 ml/lAgar 20.0Sterilisation:20 minutes at 121°CpH before sterilisation:7.3Usage:Production of melanoid pigmentsOrganisms:All Actinomycetes,,,,,,,,,,Lemon yellow (1012),10-14 days,10.0,14.0,,,7631,18382,1,2016-10-11 09:38:49
2258,ISP 2,Name: ISP 2 / Yeast Malt Agar (5265); 5265Composition Malt extract 10.0 g/lYeast extract 4.0 g/lGlucose 4.0 g/lAgar 15.0 g/lPreparation:Sterilisation: 20 minutes at 121°CpH before sterilisation: 7.0Usage: Maintenance and TaxonomyOrganisms: All Actinomycetes,,,,,,,,,,Zinc yellow (1018),10-14 days,10.0,14.0,,,7634,21374,1,2016-10-11 09:38:49
2259,ISP 3,"Name: ISP 3; 5315Composition Dog oat flakes 20.0 g/lTrace element solution (5314) 2.5 ml/l Agar 18.0 g/lPreparation: Oat flakes are cooked for 20 minutes, trace element solution and agar are added (in the case of non rolled oat flakes the suspension has to bee filtrated).Sterilisation: 20 minutes at 121°CpH before sterilisation: 7.8Usage: Maintenance and taxonomy (e.g. SEM As liquid medium for metabolite production)Organisms: All ActinomycetesTrace element solution 5314Name:  Trace element solution 5314; 5314                CompositionCaCl2 x H2O    3.0 g/lFe-III-citrate    1.0 g/lMnSO4    0.2 g/lZnCl2     0.1 g/lCuSO4 x 5 H2O 0.025 g/lSodium tetra borate  0.2 g/lCoCl2 x 6 H2O 0.004 g/lSodium molybdate   0.01 g/lPreparation: Use double destillated water. Sterilisation: 20 minutes at 121°C pH before sterilisation: Usage: Trace element solution for different media Organisms:",,,,,,,,,,,10-14 days,10.0,14.0,,,7634,21374,1,2016-10-11 09:38:49
2260,ISP 4,"Name: ISP 4; DSM 547Solution I:Difco soluble starch, 10.0 g. Make a paste of the starch with a small amount of cold distilled water and bring to a volume of 500 ml.Solution II:CaCO3	2.0	gK2HPO4 (anhydrous)	1.0	gMgSO4 x 7 H2O	1.0	gNaCl	1.0	g(NH4)2SO4	2.0	gDistilled water	500.0 mlTrace salt solution (see below)	1.0	mlThe pH should be between 7.0 and 7.4. Do not adjust if it is within this range. Mix solutions I and II together. Add 20.0 g agar. Liquify agar by steaming at 100°C for 10 to 20 min.Trace element solution:FeSO4 x 7 H2O	0.1	gMnCl2 x 4 H2O	0.1	gZnSO4 x 7 H2O	0.1	gDistilled water	100.0 ml",,,,,,,,,,,10-14 days,10.0,14.0,,,7634,21374,1,2016-10-11 09:38:49
2261,ISP 5,Name: ISP 5 (5323)Composition L-Asparagine 1.0 g/lGlycerol 10.0 g/lK2HPO4 1.0 g/lSalt solution (see preparation) 1.0 ml/lAgar 20.0 g/lPreparation:Salt solution1.0 g FeSO4 x 7 H2O 1.0 g MnCl2 x 4 H2O1.0 g ZNSO4 x 7 H2O in 100 ml waterSterilisation:20 minutes at 121°CpH before sterilisation:7.2Usage:Maintenance and taxonomyOrganisms:All Actinomycetes,,,,,,,,,,Zinc yellow (1018),10-14 days,10.0,14.0,,,7634,21374,1,2016-10-11 09:38:49
2262,suter with tyrosine,"Name: Synthetically suter medium (5337) with and without tyrosine - see Kutzner,H.J., R. M. Kroppensted and F. Korn-Wendisch. (1986)Composition:      Glycerol 15.0 g/lTyrosine 1.0 (optional, see preparation comment)L-arginine 5.0 g/lL-glutamic acid 5.0 g/lL-methionine    0.3 g/lL-isoleucine    0.3 g/lK2HPO4    0.5 g/lMgSO4 x 7 H2O 0.2 g/l Agar 20.0  g/l    Trace element solution (5341) 1.0 mlComposition of Trace element solution (5341):CuSO4 x 5 H2O 10.0 g/lCaCl2 x 2 H2O 10.0 g/l FeSO4 x 7 H2O 10.0 g/l ZnSO4 x 7 H2O 10.0 g/l MnSO4 x 7 H2O 40.0 g/lPreparation: Control medium is prepared without tyrosine Sterilisation: 20 minutes at 121°C pH before sterilisation: Usage: Production of melanoid pigment Organisms: All Actinomycetes",,,,,,,,,,Lemon yellow (1012),10-14 days,10.0,14.0,,,7634,21374,1,2016-10-11 09:38:49
2263,suter without tyrosine,"Name: Synthetically suter medium (5337) with and without tyrosine - see Kutzner,H.J., R. M. Kroppensted and F. Korn-Wendisch. (1986)Composition:      Glycerol 15.0 g/lTyrosine 1.0 (optional, see preparation comment)L-arginine 5.0 g/lL-glutamic acid 5.0 g/lL-methionine    0.3 g/lL-isoleucine    0.3 g/lK2HPO4    0.5 g/lMgSO4 x 7 H2O 0.2 g/l Agar 20.0  g/l    Trace element solution (5341) 1.0 mlComposition of Trace element solution (5341):CuSO4 x 5 H2O 10.0 g/lCaCl2 x 2 H2O 10.0 g/l FeSO4 x 7 H2O 10.0 g/l ZnSO4 x 7 H2O 10.0 g/l MnSO4 x 7 H2O 40.0 g/lPreparation: Control medium is prepared without tyrosine Sterilisation: 20 minutes at 121°C pH before sterilisation: Usage: Production of melanoid pigment Organisms: All Actinomycetes",,,,,,,,,,Zinc yellow (1018),10-14 days,10.0,14.0,,,7634,21374,1,2016-10-11 09:38:49
2264,5006,"Medium: 5006Name:              Composition      (g/l)Sucrose	3,0Dextrin	15,0Meat extract	1,0Yeast extract	2,0Tryptone soy broth (Oxoid)	5,0NaCl	0,5K2HPO4    0,5MgSO4 x 7 H2O	0,5FeSO4 x 7 H2O	0,01Agar    20,0 Preparation: Sterilisation:            20 minutes at 121°C  pH before sterilisation:  7,3 Usage: Maintenance Organisms:All Actinomycetes",,,,,,,,,,Cream (9001),10-14 days,10.0,14.0,,,7637,18416,1,2016-10-11 09:38:49
2265,5425,"Name: Brain Heart Infusion (BHI) Agar; 5425Composition:Calf brain infusion 200.0 g/lBeef heart infusion 250.0 g/lCasein (meat) peptone 10.0 g/lGlucose 2.0 g/lNaCl 5.0 g/lNa2HPO4 2.5 g/lAgar 15.0 g/l Preparation: Sterilisation: 20 minutes at 121°C pH before sterilisation: 7.4 Usage: Maintenance and revitalization Organisms: Dermatophilus congolensis, Nocardia brasieliensis, N. asteroides, Rhodococcus equi, R. fascians, R. rhodochrous, Streptomyces thermoviol aceus subsp. apingens, Coryneform species",,,,,,,,,,Cream (9001),10-14 days,10.0,14.0,,,7637,18416,1,2016-10-11 09:38:49
2266,5428,,,,,,,,,,,Cream (9001),10-14 days,10.0,14.0,,,7637,18416,1,2016-10-11 09:38:49
2267,5530,,,,,,,,,,,Cream (9001),10-14 days,10.0,14.0,,,7637,18416,1,2016-10-11 09:38:49
2268,ISP 2,Name: ISP 2 / Yeast Malt Agar (5265); 5265Composition Malt extract 10.0 g/lYeast extract 4.0 g/lGlucose 4.0 g/lAgar 15.0 g/lPreparation:Sterilisation: 20 minutes at 121°CpH before sterilisation: 7.0Usage: Maintenance and TaxonomyOrganisms: All Actinomycetes,,,,,,,,,,Cream (9001),10-14 days,10.0,14.0,,,7637,18416,1,2016-10-11 09:38:49
2269,5006,"Medium: 5006Name:              Composition      (g/l)Sucrose	3,0Dextrin	15,0Meat extract	1,0Yeast extract	2,0Tryptone soy broth (Oxoid)	5,0NaCl	0,5K2HPO4    0,5MgSO4 x 7 H2O	0,5FeSO4 x 7 H2O	0,01Agar    20,0 Preparation: Sterilisation:            20 minutes at 121°C  pH before sterilisation:  7,3 Usage: Maintenance Organisms:All Actinomycetes",,,,,,,,,,Salmon orange,10-14 days,10.0,14.0,,,7641,18746,1,2016-10-11 09:38:49
2270,5425,"Name: Brain Heart Infusion (BHI) Agar; 5425Composition:Calf brain infusion 200.0 g/lBeef heart infusion 250.0 g/lCasein (meat) peptone 10.0 g/lGlucose 2.0 g/lNaCl 5.0 g/lNa2HPO4 2.5 g/lAgar 15.0 g/l Preparation: Sterilisation: 20 minutes at 121°C pH before sterilisation: 7.4 Usage: Maintenance and revitalization Organisms: Dermatophilus congolensis, Nocardia brasieliensis, N. asteroides, Rhodococcus equi, R. fascians, R. rhodochrous, Streptomyces thermoviol aceus subsp. apingens, Coryneform species",,,,,,,,,,Salmon orange,10-14 days,10.0,14.0,,,7641,18746,1,2016-10-11 09:38:49
2271,5428,,,,,,,,,,,Salmon orange,10-14 days,10.0,14.0,,,7641,18746,1,2016-10-11 09:38:49
2272,5530,,,,,,,,,,,Salmon orange,10-14 days,10.0,14.0,,,7641,18746,1,2016-10-11 09:38:49
2273,ISP 2,Name: ISP 2 / Yeast Malt Agar (5265); 5265Composition Malt extract 10.0 g/lYeast extract 4.0 g/lGlucose 4.0 g/lAgar 15.0 g/lPreparation:Sterilisation: 20 minutes at 121°CpH before sterilisation: 7.0Usage: Maintenance and TaxonomyOrganisms: All Actinomycetes,,,,,,,,,,Salmon orange,10-14 days,10.0,14.0,,,7641,18746,1,2016-10-11 09:38:49
2274,5006,"Medium: 5006Name:              Composition      (g/l)Sucrose	3,0Dextrin	15,0Meat extract	1,0Yeast extract	2,0Tryptone soy broth (Oxoid)	5,0NaCl	0,5K2HPO4    0,5MgSO4 x 7 H2O	0,5FeSO4 x 7 H2O	0,01Agar    20,0 Preparation: Sterilisation:            20 minutes at 121°C  pH before sterilisation:  7,3 Usage: Maintenance Organisms:All Actinomycetes",,,,,,,,,,Lemon yellow (1012),10-14 days,10.0,14.0,,,7642,18619,1,2016-10-11 09:38:49
2275,5425,"Name: Brain Heart Infusion (BHI) Agar; 5425Composition:Calf brain infusion 200.0 g/lBeef heart infusion 250.0 g/lCasein (meat) peptone 10.0 g/lGlucose 2.0 g/lNaCl 5.0 g/lNa2HPO4 2.5 g/lAgar 15.0 g/l Preparation: Sterilisation: 20 minutes at 121°C pH before sterilisation: 7.4 Usage: Maintenance and revitalization Organisms: Dermatophilus congolensis, Nocardia brasieliensis, N. asteroides, Rhodococcus equi, R. fascians, R. rhodochrous, Streptomyces thermoviol aceus subsp. apingens, Coryneform species",,,,,,,,,,Lemon yellow (1012),10-14 days,10.0,14.0,,,7642,18619,1,2016-10-11 09:38:49
2276,5428,,,,,,,,,,,Lemon yellow (1012),10-14 days,10.0,14.0,,,7642,18619,1,2016-10-11 09:38:49
2277,5530,,,,,,,,,,,Lemon yellow (1012),10-14 days,10.0,14.0,,,7642,18619,1,2016-10-11 09:38:49
2278,ISP 2,Name: ISP 2 / Yeast Malt Agar (5265); 5265Composition Malt extract 10.0 g/lYeast extract 4.0 g/lGlucose 4.0 g/lAgar 15.0 g/lPreparation:Sterilisation: 20 minutes at 121°CpH before sterilisation: 7.0Usage: Maintenance and TaxonomyOrganisms: All Actinomycetes,,,,,,,,,,Lemon yellow (1012),10-14 days,10.0,14.0,,,7642,18619,1,2016-10-11 09:38:49
2279,ISP 2,Name: ISP 2 / Yeast Malt Agar (5265); 5265Composition Malt extract 10.0 g/lYeast extract 4.0 g/lGlucose 4.0 g/lAgar 15.0 g/lPreparation:Sterilisation: 20 minutes at 121°CpH before sterilisation: 7.0Usage: Maintenance and TaxonomyOrganisms: All Actinomycetes,,,,,,,,,,Beige (1001),10-14 days,10.0,14.0,,,7643,18437,1,2016-10-11 09:38:49
2280,ISP 3,"Name: ISP 3; 5315Composition Dog oat flakes 20.0 g/lTrace element solution (5314) 2.5 ml/l Agar 18.0 g/lPreparation: Oat flakes are cooked for 20 minutes, trace element solution and agar are added (in the case of non rolled oat flakes the suspension has to bee filtrated).Sterilisation: 20 minutes at 121°CpH before sterilisation: 7.8Usage: Maintenance and taxonomy (e.g. SEM As liquid medium for metabolite production)Organisms: All ActinomycetesTrace element solution 5314Name:  Trace element solution 5314; 5314                CompositionCaCl2 x H2O    3.0 g/lFe-III-citrate    1.0 g/lMnSO4    0.2 g/lZnCl2     0.1 g/lCuSO4 x 5 H2O 0.025 g/lSodium tetra borate  0.2 g/lCoCl2 x 6 H2O 0.004 g/lSodium molybdate   0.01 g/lPreparation: Use double destillated water. Sterilisation: 20 minutes at 121°C pH before sterilisation: Usage: Trace element solution for different media Organisms:",,,,,,,,,,Colorless,10-14 days,10.0,14.0,,,7643,18437,1,2016-10-11 09:38:49
2281,ISP 4,"Name: ISP 4; DSM 547Solution I:Difco soluble starch, 10.0 g. Make a paste of the starch with a small amount of cold distilled water and bring to a volume of 500 ml.Solution II:CaCO3	2.0	gK2HPO4 (anhydrous)	1.0	gMgSO4 x 7 H2O	1.0	gNaCl	1.0	g(NH4)2SO4	2.0	gDistilled water	500.0 mlTrace salt solution (see below)	1.0	mlThe pH should be between 7.0 and 7.4. Do not adjust if it is within this range. Mix solutions I and II together. Add 20.0 g agar. Liquify agar by steaming at 100°C for 10 to 20 min.Trace element solution:FeSO4 x 7 H2O	0.1	gMnCl2 x 4 H2O	0.1	gZnSO4 x 7 H2O	0.1	gDistilled water	100.0 ml",,,,,,,,,,Beige (1001),10-14 days,10.0,14.0,,,7643,18437,1,2016-10-11 09:38:49
2282,ISP 5,Name: ISP 5 (5323)Composition L-Asparagine 1.0 g/lGlycerol 10.0 g/lK2HPO4 1.0 g/lSalt solution (see preparation) 1.0 ml/lAgar 20.0 g/lPreparation:Salt solution1.0 g FeSO4 x 7 H2O 1.0 g MnCl2 x 4 H2O1.0 g ZNSO4 x 7 H2O in 100 ml waterSterilisation:20 minutes at 121°CpH before sterilisation:7.2Usage:Maintenance and taxonomyOrganisms:All Actinomycetes,,,,,,,,,,Sulfur yellow (1016),10-14 days,10.0,14.0,,,7643,18437,1,2016-10-11 09:38:49
2283,ISP 6,Name: ISP 6 (5318)CompositionPeptone 15.0 g/lProteose peptose 5.0 g/lFerric ammonium citrate 0.5 g/lSodium glycerophosphate 1.0 g/lSodium thiosulfate 0.08 g/lYeast extract 1.0 g/lAgar 15.0 g/lSterilisation:20 minutes at 121°CpH before sterilisation:Usage: Production of melanoid pigmentsOrganisms:All Actinomycetes,,,,,,,,,,Sulfur yellow (1016),10-14 days,10.0,14.0,,,7643,18437,1,2016-10-11 09:38:49
2284,ISP 7,Name: ISP 7 (5322)Composition Glycerol 15.0 g/lL-Tyrosine 0.5 g/lL-Asparagine 1.0 g/lK2HPO4 0.5 g/lNaCl 0.5 g/lFeSO4 x 7 H2O 0.01 g/lTrace element solution 5343 1.0 ml/lAgar 20.0Sterilisation:20 minutes at 121°CpH before sterilisation:7.3Usage:Production of melanoid pigmentsOrganisms:All Actinomycetes,,,,,,,,,,Sulfur yellow (1016),10-14 days,10.0,14.0,,,7643,18437,1,2016-10-11 09:38:49
2285,ISP 2,Name: ISP 2 / Yeast Malt Agar (5265); 5265Composition Malt extract 10.0 g/lYeast extract 4.0 g/lGlucose 4.0 g/lAgar 15.0 g/lPreparation:Sterilisation: 20 minutes at 121°CpH before sterilisation: 7.0Usage: Maintenance and TaxonomyOrganisms: All Actinomycetes,,,,,,,,,,Sulfur yellow (1016),10-14 days,10.0,14.0,,,7647,18361,1,2016-10-11 09:38:49
2286,ISP 3,"Name: ISP 3; 5315Composition Dog oat flakes 20.0 g/lTrace element solution (5314) 2.5 ml/l Agar 18.0 g/lPreparation: Oat flakes are cooked for 20 minutes, trace element solution and agar are added (in the case of non rolled oat flakes the suspension has to bee filtrated).Sterilisation: 20 minutes at 121°CpH before sterilisation: 7.8Usage: Maintenance and taxonomy (e.g. SEM As liquid medium for metabolite production)Organisms: All ActinomycetesTrace element solution 5314Name:  Trace element solution 5314; 5314                CompositionCaCl2 x H2O    3.0 g/lFe-III-citrate    1.0 g/lMnSO4    0.2 g/lZnCl2     0.1 g/lCuSO4 x 5 H2O 0.025 g/lSodium tetra borate  0.2 g/lCoCl2 x 6 H2O 0.004 g/lSodium molybdate   0.01 g/lPreparation: Use double destillated water. Sterilisation: 20 minutes at 121°C pH before sterilisation: Usage: Trace element solution for different media Organisms:",,,,,,,,,,Sulfur yellow (1016),10-14 days,10.0,14.0,,,7647,18361,1,2016-10-11 09:38:49
2287,ISP 4,"Name: ISP 4; DSM 547Solution I:Difco soluble starch, 10.0 g. Make a paste of the starch with a small amount of cold distilled water and bring to a volume of 500 ml.Solution II:CaCO3	2.0	gK2HPO4 (anhydrous)	1.0	gMgSO4 x 7 H2O	1.0	gNaCl	1.0	g(NH4)2SO4	2.0	gDistilled water	500.0 mlTrace salt solution (see below)	1.0	mlThe pH should be between 7.0 and 7.4. Do not adjust if it is within this range. Mix solutions I and II together. Add 20.0 g agar. Liquify agar by steaming at 100°C for 10 to 20 min.Trace element solution:FeSO4 x 7 H2O	0.1	gMnCl2 x 4 H2O	0.1	gZnSO4 x 7 H2O	0.1	gDistilled water	100.0 ml",,,,,,,,,,Sulfur yellow (1016),10-14 days,10.0,14.0,,,7647,18361,1,2016-10-11 09:38:49
2288,ISP 5,Name: ISP 5 (5323)Composition L-Asparagine 1.0 g/lGlycerol 10.0 g/lK2HPO4 1.0 g/lSalt solution (see preparation) 1.0 ml/lAgar 20.0 g/lPreparation:Salt solution1.0 g FeSO4 x 7 H2O 1.0 g MnCl2 x 4 H2O1.0 g ZNSO4 x 7 H2O in 100 ml waterSterilisation:20 minutes at 121°CpH before sterilisation:7.2Usage:Maintenance and taxonomyOrganisms:All Actinomycetes,,,,,,,,,,Sulfur yellow (1016),10-14 days,10.0,14.0,,,7647,18361,1,2016-10-11 09:38:49
2289,ISP 6,Name: ISP 6 (5318)CompositionPeptone 15.0 g/lProteose peptose 5.0 g/lFerric ammonium citrate 0.5 g/lSodium glycerophosphate 1.0 g/lSodium thiosulfate 0.08 g/lYeast extract 1.0 g/lAgar 15.0 g/lSterilisation:20 minutes at 121°CpH before sterilisation:Usage: Production of melanoid pigmentsOrganisms:All Actinomycetes,,,,,,,,,,Sulfur yellow (1016),10-14 days,10.0,14.0,,,7647,18361,1,2016-10-11 09:38:49
2290,ISP 7,Name: ISP 7 (5322)Composition Glycerol 15.0 g/lL-Tyrosine 0.5 g/lL-Asparagine 1.0 g/lK2HPO4 0.5 g/lNaCl 0.5 g/lFeSO4 x 7 H2O 0.01 g/lTrace element solution 5343 1.0 ml/lAgar 20.0Sterilisation:20 minutes at 121°CpH before sterilisation:7.3Usage:Production of melanoid pigmentsOrganisms:All Actinomycetes,,,,,,,,,,Sulfur yellow (1016),10-14 days,10.0,14.0,,,7647,18361,1,2016-10-11 09:38:49
