ID_strain_history,history,ID_strains,ID_reference,manual_annotation,last_change
40682,"<- W.-R. Abraham, GBF <- J. Smit; MCS 6",6209,6260,1,2019-11-08 07:31:45
40681,<- J.-H. Yoon; SW154,397,6257,1,2019-11-08 07:31:45
40679,<- J.-H. Yoon; SW-125,396,6255,1,2019-11-08 07:31:45
40680,<- J.-H. Yoon; SW145,481,6256,1,2019-11-08 07:31:45
40678,<- J.-H. Yoon; SW26,17697,6254,1,2019-11-08 07:31:45
40676,<- J.-H. Yoon; JG102,8190,6252,1,2019-11-08 07:31:45
40677,<- J.-H. Yoon; SW2,17696,6253,1,2019-11-08 07:31:45
40673,<- J.-H. Yoon; CM2104,6263,6249,1,2019-11-08 07:31:45
40674,<- J.-H. Yoon; CM 2110 <- J.-E. Choi,6264,6250,1,2019-11-08 07:31:45
40675,<- J.-H. Yoon; JG100,8189,6251,1,2019-11-08 07:31:45
40672,"<- M. Magot, Université de Pau et des Pays de l'Adour, IBEAS, Pau, France; B7-43 <- M. Magot {1999}",4148,6245,1,2019-11-08 07:31:45
40671,"<- M. Magot, Université de Pau et des Pays de l'Adour, IBEAS, Pau, France; SRL 4225 <- M. Magot {1991}",4147,6244,1,2019-11-08 07:31:45
40670,"<- L. Margulis, University of Massachusetts, Department of Geosciences, Amherst, USA; BA-2 <- ATCC <- S. P. Fracek and J. F. Stolz, Boston University, Department of Biology, Boston, USA",14336,6243,1,2019-11-08 07:31:45
40669,<- S. Roos; Kx293C1,6620,6240,1,2019-11-08 07:31:45
40668,<- S. Roos; Kx146C1,6619,6163,1,2019-11-08 07:31:45
40667,<- S. Roos; Kx293C4,6618,6162,1,2019-11-08 07:31:45
40666,<- S. Roos; Kx156A7,6617,6161,1,2019-11-08 07:31:45
40665,<- S. Roos; Kx146C2,6616,6160,1,2019-11-08 07:31:45
40664,<- S. Roos; Kx127A2,6615,6159,1,2019-11-08 07:31:45
40662,<- S. Roos; Kx146A4,6613,6157,1,2019-11-08 07:31:45
40663,<- S. Roos; Kx329A2,6614,6158,1,2019-11-08 07:31:45
40661,"<- S. Nair, M.S.Swaminathan Research Foundation, India; MSSRF10",17294,7603,1,2019-11-08 07:31:45
40660,<- W. Y. Shieh; VR1 <- Y.-W. Chen,17293,6407,1,2019-11-08 07:31:45
40659,"<- D. Stopar, Food Technology, Univ. Ljubljana; VG <- Lab. of Microbiology, Ljubljana",17292,5329,1,2019-11-08 07:31:45
40658,"<- JCM <- P. Zhou, Chinese Acad. Sci. (CAS), Inst. Microbiol., Beijing, China; XF10",5892,6169,1,2019-11-08 07:31:45
40657,"<- JCM/RIKEN <- I. Yumoto, Hokkaido Natl. Industrial Res. Inst., Sapporo, Japan; ABE-1",2876,6168,1,2019-11-08 07:31:45
40656,<- S. Roos; GDA154,6612,6241,1,2019-11-08 07:31:45
40655,<- S. Roos; GDA 164,6611,6165,1,2019-11-08 07:31:45
40654,<- J. M. Brown; W6122 <- University Colorado,12581,6147,1,2019-11-08 07:31:45
40653,"<- S. Kato, University of Tokyo, Grad. School of Agricult. and Life Scs., Japan; CSK1 <- S. Kato {2002}",2827,6145,1,2019-11-08 07:31:45
40652,"<- Y. A. Trotsenko, Inst. Biochem. Physiol. Microorg., RAS, Pushchino, Russia; F31 <- N. V. Doronina",7236,6144,1,2019-11-08 07:31:45
40651,"<- Y. A. Trotsenko, Inst. Biochem. Physiol. Microorg., RAS, Pushchino, Russia; F31 <- N. V. Doronina",131099,22391,1,2019-11-08 07:31:45
40650,"<- Y. A. Trotsenko, Inst. Biochem. Physiol. Microorg., RAS, Pushchino, Russia; KUK <- N. V. Doronina",7245,6143,1,2019-11-08 07:31:45
40649,"<- S. Wushke, University of Manitoba, Canada; GB1",132132,23922,1,2019-11-08 07:31:45
40648,<- I. M. Banat <- R. Marchant and I. M. Banat; Tf,1324,6154,1,2019-11-08 07:31:45
40646,<- P. Scheldeman,1221,6152,1,2019-11-08 07:31:45
40647,"<- A. L. Pometto III, Iowa State University of Science and Technology, Ames; L-10997",139883,42491,1,2019-11-08 07:31:45
40644,<- P. Scheldeman; R-6514,1219,6150,1,2019-11-08 07:31:45
40645,<- P. Scheldeman; R-6540,1220,6151,1,2019-11-08 07:31:45
40643,"<- P. F. Dunfield, MPI Inst. Terrestrial Microbiol., Marburg, Germany; 10Ki <- J. Heyer",7205,6149,1,2019-11-08 07:31:45
40642,<- JCM <- W. Zhang; T8,14428,6148,1,2019-11-08 07:31:45
40641,"<- JCM/RIKEN <- A. Hiraishi, Dept. Ecological Engineering, Toyohashi Univ. Technol., Japan; HS-AP3",67,6239,1,2019-11-08 07:31:45
40640,"<- M. Vaneechoutte; AFG1 <- Torry Research Station (including NCBI), United Kingdom (<I>Alcaligenes</I> sp.) <-  Caselitz",2930,6164,1,2019-11-08 07:31:45
40639,<- CCUG <- U. B. Stolt,440,6167,1,2019-11-08 07:31:45
40638,"<- K. Mori, National Institute of Advanced Industrial Science and Technology (AIST), Tsukuba, Ibaraki, Japan; Na82 <- K. Mori {2001}",16898,5549,1,2019-11-08 07:31:45
40637,<- KCTC <- S. D. Lee; LM 141,13391,11984,1,2019-11-08 07:31:45
40636,<- KCTC <- J. S. Lee <- J. Chun,13313,11983,1,2019-11-08 07:31:45
40634,"<- NBRC <- ATCC <- Kowa Co., Ltd. <- T. Mori",13459,11982,1,2019-11-08 07:31:45
40635,<- JCM <- J. Zhang; W12,13470,17642,1,2019-11-08 07:31:45
40633,"<- NBRC <- IFO <- M. Hayakawa, Yamanashi Univ.; Yu 438-5",8036,11981,1,2019-11-08 07:31:45
40632,"<- NBRC <- IFO <- M. Hayokawa, Yamanashi Univ.; Yu-655-43",8035,11980,1,2019-11-08 07:31:45
40631,"<- CCUG <- E. Burjasot, CECT <- J. F. Fernández-Garayzábal; 38",3212,11979,1,2019-11-08 07:31:45
40630,"<- CCUG <- F. Uruburu, CECT <- J. F. Fernández-Garayzábal <- J. Goyache",3211,11978,1,2019-11-08 07:31:45
40629,"<- P. Rettberg, Deutsches Zentrum Für Luft- und Raumfahrt <- A. Frühling, DSMZ; E13",8136,17859,1,2019-11-08 07:31:45
40628,"<- LMG <- A. Nemec, Natl. Inst. Pub. Health, Prague <- E. Stranska",8135,6155,1,2019-11-08 07:31:45
40627,"<- LMG <- A. Nemec, Natl. Inst. Pub. Health, Prague <- P. Jezek",8134,6156,1,2019-11-08 07:31:45
40626,<- C. Jeanthon; CR,10427,5669,1,2019-11-08 07:31:45
40625,<- D. Y. Sorokin; ALEN2,4296,5541,1,2019-11-08 07:31:45
40624,<- M. S. da Costa; CLN-1,17944,5566,1,2019-11-08 07:31:45
40622,<- A. Gambacorta; M8,11962,5693,1,2019-11-08 07:31:45
40623,"<- S. N. Parshina, Russian Academy of Sciences, Inst. of Microbiology, Moscow, Russia; BOR-Y <- S. N. Parshina {1998}",18010,4848,1,2019-11-08 07:31:45
40621,"<- O. I. Nedashkovskaya, KMM; M-2Alg 33-2",5616,5875,1,2019-11-08 07:31:45
40620,"<- S. N. Parshina, Russian Academy of Sciences, Inst. of Microbiology, Moscow, Russia; BR-10 <- S. N. Parshina {1998}",2826,4847,1,2019-11-08 07:31:45
40618,"<- R. Li, Nanjing Agric. Univ., China; DDB-1",139882,42490,1,2019-11-08 07:31:45
40619,"<- Y. Sekiguchi, AIST; UNI-1 <- H. Takahashi and Y. Sekiguchi {2000}",501,5283,1,2019-11-08 07:31:45
40617,<- L. A. Romanenko; R7,8188,5890,1,2019-11-08 07:31:45
40616,"<- V. A. Shcherbakova, Inst. Biochem. Physiol. Microorg., RAS, Pushchino, Russia; 3ps",132786,24575,1,2019-11-08 07:31:45
40615,<- L. A. Romanenko; Pi 2-25,24228,20757,1,2019-11-08 07:31:45
40614,<- L. A. Romanenko; Pi 2-20,8187,5888,1,2019-11-08 07:31:45
40612,<- L. A. Romanenko; R 65,479,5895,1,2019-11-08 07:31:45
40613,<- L. A. Romanenko; 114-50-11,480,5896,1,2019-11-08 07:31:45
40611,<- P. Kämpfer; BSB 31-8 <- R. Schulze,2971,5857,1,2019-11-08 07:31:45
40610,<- P. Kämpfer; BSB 9.5 <- R. Schulze,2970,5856,1,2019-11-08 07:31:45
40608,<- IFO <- Fujisawa Pharmaceutical Co.,14865,10430,1,2019-11-08 07:31:45
40609,"<- I. Groth, HKI, 07745 Jena, Germany; 2122-022 <- Ch. Weigel",14866,11977,1,2019-11-08 07:31:45
40607,"<- I. Groth, HKI, 07745 Jena, Germany; 2293-012 <- Ch. Weigel",14864,11976,1,2019-11-08 07:31:45
40606,"<- I. Groth, HKI, 07745 Jena, Germany; 2292-041 <- Ch. Weigel",14863,11975,1,2019-11-08 07:31:45
40605,"<- I. Groth, HKI, 07745 Jena, Germany; 2148-013 <- Ch. Weigel",14862,12091,1,2019-11-08 07:31:45
40604,"<- I. Groth, HKI; 2050-015 <- Ch. Weigel",14861,12090,1,2019-11-08 07:31:45
40603,"<- I. Groth, HKI, 07745 Jena, Germany; 2291-120 <- Ch. Weigel",14860,12089,1,2019-11-08 07:31:45
40601,<- JCM <- H. Matsuyama; Mb8,11037,12087,1,2019-11-08 07:31:45
40602,<- NRRL <- S. Omura; K97-0003,7881,12088,1,2019-11-08 07:31:45
40599,<- JCM <- S. Omura; SK-3406,14859,12086,1,2019-11-08 07:31:45
40600,<- I. Yumoto; ILA-1,4254,12116,1,2019-11-08 07:31:45
40598,<- JCM <- S. Omura; SK-3255,14858,12085,1,2019-11-08 07:31:45
40597,<- JCM <- S. Iinuma; AL-23456,16616,12084,1,2019-11-08 07:31:45
40596,<- I. Wagner-Döbler; Hel45,13684,5583,1,2019-11-08 07:31:45
40595,<- H. Amir; SBHs Strp1 <- D. Saintpierre-Bonaccio,13253,12081,1,2019-11-08 07:31:45
40594,<- CGMCC <- Z. Liu; 6330,13390,12079,1,2019-11-08 07:31:45
40593,<- CGMCC <- C.-L. Jiang; Y-14860,13389,12078,1,2019-11-08 07:31:45
40592,<- CGMCC,16988,12077,1,2019-11-08 07:31:45
40591,<- CGMCC <- Z. Liu; 07,13458,12076,1,2019-11-08 07:31:45
40590,<- CGMCC <- G. Zhang,16987,12075,1,2019-11-08 07:31:45
40589,"<- R. Wallace, University of Texas Health Science Center, Dept. of Microbiology and Immunology; MC 779",8525,17738,1,2019-11-08 07:31:45
40588,"<- CCUG <- V. Vincent, Inst. Pasteur, Paris <- R. J. Wallace",8524,12071,1,2019-11-08 07:31:45
40587,"<- CCUG <- M. D. Collins, Univ. of Reading <- J. F. Fernández-Garayzábal",3210,12066,1,2019-11-08 07:31:45
40586,<- KCTC <- S. Kang,16397,10623,1,2019-11-08 07:31:45
40585,<- NCIMB <- C. Stapp and H. Bortels,12710,6234,1,2019-11-08 07:31:45
40583,<- CCUG <- LMG <- P. Vandamme <- T. Coenye,13941,6233,1,2019-11-08 07:31:45
40584,"<- P. Schröttner, Institut f. Medizinische Mikrobiologie und Hygiene, TU Dresden, Germany",139881,42489,1,2019-11-08 07:31:45
40581,<- CCUG <- M. Bisgaard <- Baxter-Jones,5625,6230,1,2019-11-08 07:31:45
40582,"<- X. Dong, State Key Lab. Microbial Resources, Inst. Microbiol., Chinese Academy of Sciences, Beijing, China <- K. Ma {2002}",6947,6232,1,2019-11-08 07:31:45
40580,"<- Nestlé Research Centre, Lausanne, Switzerland; NCC725",6610,6229,1,2019-11-08 07:31:45
40579,<- M. G. Fortina; TP 1.5 <- G. Ricci,5342,6206,1,2019-11-08 07:31:45
40578,"<- D. Janssens, LMG <- P. Vandamme <- J. Bjorkroth; TB1-10",6838,6204,1,2019-11-08 07:31:45
40577,"<- D. Janssens, LMG <- M. Vancanneyt <- L. Devriese, Univ. Ghent, Belgium; KR3",6609,6203,1,2019-11-08 07:31:45
40576,<- P. Niamsup; G35,6608,5545,1,2019-11-08 07:31:45
40575,"<- D. Janssens, LMG <- B. Liu and X. Dong",6607,6202,1,2019-11-08 07:31:45
40574,"<- D. Janssens, LMG <- T. M. Cogan; DPC 5286 <- N. M. Brennan",7381,6201,1,2019-11-08 07:31:45
40573,<- P. Kämpfer <- H. J. Busse <- C. Zlamala,12603,6200,1,2019-11-08 07:31:45
40572,<- P. Kämpfer; V-45 <- H. J. Busse <- C. Zlamala,12602,6199,1,2019-11-08 07:31:45
40570,<- P. C. Y. Woo; HKU15,23337,6209,1,2019-11-08 07:31:45
40571,"<- F. Loeffler, Georgia Inst. Technology, School of Civil and Environmental Engineering, Atlanta, USA; BB1 <- F. Loeffler {1996}",4237,6198,1,2019-11-08 07:31:45
40569,<- E. Martínez-Romero; F2R9 <- L. Martinez,4966,6208,1,2019-11-08 07:31:45
40568,<- J. Loubinoux,6262,6207,1,2019-11-08 07:31:45
40567,"<- B. P. Lomans, University of Nijmegen, Department of Microbiology and Evolutionary Biology, Nijmegen, Netherlands; SYR1 <- B. P. Lomans {1994}",6361,6210,1,2019-11-08 07:31:45
40566,"<- JCM/RIKEN <- Y. Yamada, Dept. Applied Biology and Chemistry, Tokyo Univ. Agriculture, Setagaya-ku, Japan; S60-1",34,6211,1,2019-11-08 07:31:45
40565,"<- B. P. Lomans, University of Nijmegen, Department of Microbiology and Evolutionary Biology, Nijmegen, Netherlands; DMS1 <- B. P. Lomans {1994}",7053,6214,1,2019-11-08 07:31:45
40564,<- J.-C. Cho,13687,6220,1,2019-11-08 07:31:45
40561,<- A. Hiraishi; NA10B,2956,6221,1,2019-11-08 07:31:45
40562,<- J.-C. Cho,13685,6218,1,2019-11-08 07:31:45
40563,<- J.-C. Cho,13686,6219,1,2019-11-08 07:31:45
40560,<- LMG <- J. Mergaert; R-10710,17695,6222,1,2019-11-08 07:31:45
40557,<- J.-C. Cho,5636,6225,1,2019-11-08 07:31:45
40558,<- J.-C. Cho,5637,6226,1,2019-11-08 07:31:45
40559,"<- H. Stan-Lotter, Univ. Salzburg, Inst. Genetics; A1 <- H. Stan-Lotter and C. Gruber",5915,6223,1,2019-11-08 07:31:45
40556,<- S. Shivaji; CMS 64,13095,5843,1,2019-11-08 07:31:45
40555,<- S. Shivaji; CMS 45,13094,5842,1,2019-11-08 07:31:45
40554,<- S. Shivaji; CMS 35,13093,5841,1,2019-11-08 07:31:45
40553,<- W.-J. Li <- CCTCC <- YIM,3209,11998,1,2019-11-08 07:31:45
40552,"<- CCUG <- PHLS, Sweden",186,5989,1,2019-11-08 07:31:45
40551,"<- M. Goodfellow, Univ. Newcastle; AFI-626",16559,11829,1,2019-11-08 07:31:45
40550,"<- T. L. Miller, New York State Department of Health, Albany, New York, USA; I-52 <- T. L. Miller and M. J. Wolin {1988}",6374,5367,1,2019-11-08 07:31:45
40549,"<- E.B. Shirling, ISP (<I>Streptoverticillium luteoreticuli</I>) <- T. Arai, IFM KS 2-74",16396,9608,1,2019-11-08 07:31:45
40548,"<- E. Sargenton, IFREMER; NE1206 <- K. Alain {2002}",17642,5762,1,2019-11-08 07:31:45
40547,"<- European Space Agency (ESA), Noordwijk, Netherlands <- C. Moissl-Eichinger, Medical University Graz; Stevenage150518_C16",158041,64615,1,2019-11-08 07:31:45
40546,"<- K.H. Schleifer <- D. Nzuambe, PA 207",14663,8997,1,2019-11-08 07:31:45
40544,"<- CCM <- M.S. Pokja, 150 (<I>Staphylococcus lactis</I>)",14661,8438,1,2019-11-08 07:31:45
40545,"<- K.H. Schleifer <- D. Nzuambe, PA 231",14662,8996,1,2019-11-08 07:31:45
40543,"<- R. Place, ETH; RP29 <- R. Place",14651,5709,1,2019-11-08 07:31:45
40542,"<- A. S. Ouattara, IRD; AMX 51 <- S. Thierry",1787,4903,1,2019-11-08 07:31:45
40541,"<- H. I. Boga, Universität Konstanz, Fakultät für Biologie, Konstanz, Germany; TmAO3 <- H. I. Boga {1997}",17201,4995,1,2019-11-08 07:31:45
40540,"<- H. P. Goorissen, Univ. Wageningen; V21 <- H. P. Goorissen {1996}",11827,5625,1,2019-11-08 07:31:45
40539,"<- B. Ollivier, IRD, Marseille; MET79 <- E. Miranda-Tello {2000}",5451,5713,1,2019-11-08 07:31:45
40538,<- L. Toffin; LT13a,14072,6176,1,2019-11-08 07:31:45
40537,<- JCM <- Y. Benno; RCA14-39,5366,6175,1,2019-11-08 07:31:45
40535,<- JCM <- K. Itoh; A40,1606,6174,1,2019-11-08 07:31:45
40536,"<- T. Clavel, TU Munich, Freising-Weihenstephan, Germany; JJM0207_2 <- J.F. Baines, Max Planck Institute for Evolutionary Biology, Plön, Germany; JJM0207_2",131098,22390,1,2019-11-08 07:31:45
40533,"<- D. Janssens, LMG; XIL07 <- E. Velázquez <- P. Rivas",12611,6172,1,2019-11-08 07:31:45
40534,<- JCM <- J.-H. Yoon; JG-07,11971,6173,1,2019-11-08 07:31:45
40531,<- W.-J. Li <- W.-J. Li and C.-L. Jiang,11377,6139,1,2019-11-08 07:31:45
40532,<- LMG <- F. L. Thompson,17216,6171,1,2019-11-08 07:31:45
40529,<- H. J. Kurtz; HDK201 <- H. Hurtz,132824,24612,1,2019-11-08 07:31:45
40530,<- R. S. Tanner; NRS1 <- T. D. Allen,5504,6138,1,2019-11-08 07:31:45
40527,"<- I. Brettar, GBF; BA134 <- I. Brettar",17716,6137,1,2019-11-08 07:31:45
40528,<- H. J. Kurtz; HDK666 <- H. Hurtz,132825,24613,1,2019-11-08 07:31:45
40525,<- JCM <- K. Goto; UR-7,7600,6135,1,2019-11-08 07:31:45
40526,"<- I. Brettar, GBF; BA1 <- I. Brettar",17715,6136,1,2019-11-08 07:31:45
40524,<- JCM <- CCUG <- NCIMB <- D. Pilcher; 280/80 <- K. Mohan,1855,6134,1,2019-11-08 07:31:45
40523,"<- D. Janssens, LMG <- G. Rusal <- J. J. Leisner; II-I-59",6857,6132,1,2019-11-08 07:31:45
40521,"<- S. Shivaji, CCMB; U1",11271,6131,1,2019-11-08 07:31:45
40522,<- Y.-R. Pyun; CHJ3,6856,5305,1,2019-11-08 07:31:45
40520,<- LMG <- CCUG <- N. Hagen <- ATCC <- D. W. Bruner,5632,6130,1,2019-11-08 07:31:45
40519,"<- D. Janssens, LMG <- E. De Clerck, Univ. Ghent, Belgium; R-16222",554,6128,1,2019-11-08 07:31:45
40518,"<- D. Janssens, LMG <- E. De Clerck; R-13853",1218,6127,1,2019-11-08 07:31:45
40516,<- JCM <- IAM <- S.-Y. An et al.; 5B73C,1483,15843,1,2019-11-08 07:31:45
40517,"<- H. Seiler, TU Munich, (ZIEL), Freising-Weihenstephan, Germany; WS 4627 <- M. Wenning <- J. Hüfner, Milchwirtschaftliches Institut Dr. Hüfner, Hergatz, Germany",23745,21072,1,2019-11-08 07:31:45
40515,"<- X.-L. Cui, YIM; JSM 07177",130200,21601,1,2019-11-08 07:31:45
40514,"<- X.-L. Cui, Yunnan Univ., Yunnan Inst. Microbiol. (YIM), Kunming, China; YIM kkny15",158040,64614,1,2019-11-08 07:31:45
40513,"<- W.-J. Li, Yunnan Institute of Microbiology, Kunming, China; YIM 70104",132743,24533,1,2019-11-08 07:31:45
40512,<- F. Fahmy; MA 17,1336,2383,1,2019-11-08 07:31:45
40511,"<- D. Y. Sorokin, Winogradsky Inst. Microbiol., RAS, Moscow, Russia; HLD1 <- D. Y. Sorokin {2002}",24760,20871,1,2019-11-08 07:31:45
40510,"<- D. Y. Sorokin, Russian Academy of Sciences, Inst. of Microbiology, Moscow, Russia; HLD 2 <- D. Y. Sorokin {2003}",17895,6052,1,2019-11-08 07:31:45
40508,<- JCM <- Z. Liu; J18,7782,6051,1,2019-11-08 07:31:45
40509,"<- European Space Agency, Noordwijk, Netherlands <- P. Rettberg, Deutsches Zentrum für Luft- und Raumfahrt, Köln; SP2-3",131097,22389,1,2019-11-08 07:31:45
40507,<- JCM <- M. D. Collins; F.98.3HR.69 <- C. R. Osorio and J. L. Barja,132694,24484,1,2019-11-08 07:31:45
40505,<- JCM <- S. Tanasupawat; FS60-1,6606,6049,1,2019-11-08 07:31:45
40506,<- JCM <- X. Dong; 36,1735,6050,1,2019-11-08 07:31:45
40504,<- CIP <- CCUG <- P.A. Lawson <- P. Papademas and R. Robinson; LMK3 (<I>Lactobacillus halloumi</I>),6605,5868,1,2019-11-08 07:31:45
40503,"<- U. Behrendt, ZALF Müncheberg; P 513/18",13092,6048,1,2019-11-08 07:31:45
40502,<- JCM <- M. Morotomi; YIT 0455,6604,6047,1,2019-11-08 07:31:45
40501,<- JCM <- S. Tanasupawat; FS61-1,6855,6046,1,2019-11-08 07:31:45
40500,<- CCUG <- G. Klein and G. Reuter (redeposition of the type strain),6603,6092,1,2019-11-08 07:31:45
40498,<- JCM <- J. S. Lee; S-5623,6854,6042,1,2019-11-08 07:31:45
40499,<- JCM <- G. Klein <- G. Reuter,6602,6043,1,2019-11-08 07:31:45
40497,<- CCUG <- I. Mattsby,3043,6041,1,2019-11-08 07:31:45
40496,<- CCUG <- M. D. Collins <- L. Hoxles <- G. Foster,18122,6040,1,2019-11-08 07:31:45
40495,<- CCUG <- M. D. Collins <- G. Foster,2276,6039,1,2019-11-08 07:31:45
40494,"<- CCUG <- B. Claesson, PHL, Sweden",12623,6038,1,2019-11-08 07:31:45
40493,<- K. Nakamura; BLxT,1325,6037,1,2019-11-08 07:31:45
40491,<- CCUG <- K. Bernard,12657,6122,1,2019-11-08 07:31:45
40492,"<- E. Falsen, CCUG <- L. K. Rabe",226,6123,1,2019-11-08 07:31:45
40490,"<- E. Falsen, CCUG <- M. D. Collins, Univ. of Reading <- R. Higgins",2248,6121,1,2019-11-08 07:31:45
40489,<- R. Warthmann; LVform1,4146,6120,1,2019-11-08 07:31:45
40488,<- A. Corsetii; CS1,6601,6119,1,2019-11-08 07:31:45
40487,"<- P. Juteau, Université du Québec, INRS-Institut Armand-Frappier, Quebec, Canada; LR7.2 <- L. Racine {2000}",11760,6118,1,2019-11-08 07:31:45
40486,"<- G. Barbier, IFREMER; DV1140 <- V. Cueff-Gauchard and L. Urios {2002}",17057,6117,1,2019-11-08 07:31:45
40485,"<- E. Falsen, CCUG <- M. D. Collins, Univ. of Reading <- V. Hall",210,6116,1,2019-11-08 07:31:45
40484,<- CCUG <- V. Hall,146,6115,1,2019-11-08 07:31:45
40482,"<- CCUG <- D. M. Collins, Univ. of Reading <- V. Hall",184,6113,1,2019-11-08 07:31:45
40483,"<- CCUG <- V. Hall, PHLS",185,6114,1,2019-11-08 07:31:45
40481,"<- ATCC <- S. Okada, X-94",6600,8980,1,2019-11-08 07:31:45
40480,"<- D. Janssens, LMG <- M. Vancanneyt, Univ. Ghent, Belgium <- J. J. Leisner",6599,6112,1,2019-11-08 07:31:45
40479,<- A. Schramm; ED1 <- M. Horn <- J. Ihssen,13895,6142,1,2019-11-08 07:31:45
40478,<- M. Horn; MH72,11577,6141,1,2019-11-08 07:31:45
40477,"<- European Space Agency, Noordwijk, Netherlands; ES-MS40 <- C. Moissl-Eichinger, Univ. Regensburg, Germany",11576,17131,1,2019-11-08 07:31:45
40476,<- M. Horn; MH21,11575,6140,1,2019-11-08 07:31:45
40475,"<- D. Janssens, LMG <- M. Vancanneyt <- P. Svec; Svec 440",5341,6184,1,2019-11-08 07:31:45
40474,<- LMG <- M. Vancanneyt <- P. Svec; Svec 330,5340,6183,1,2019-11-08 07:31:45
40472,<- E. P. Ivanova,14071,6181,1,2019-11-08 07:31:45
40473,<- JCM <- T. Shintani; Lg2,12632,6182,1,2019-11-08 07:31:45
40471,"<- E. P. Ivanova, Swinburne Univ. Technol., IRIS, Hawthorn, Australia; KMM 426 <- O. I. Nedashkovskaya, Pacific Inst. Bioorg. Chem., RAS, Vladivostok",5481,6180,1,2019-11-08 07:31:45
40470,"<- E. P. Ivanova, Pacific Inst. Bioorg. Chem., RAS, Vladivostok, Russia; KMM 636 <- L. S. Shevchenko, Institute of Biochemistry and Physiology of Microorganisms, Russian Academy of Science, Pushchino, Russia",131096,22388,1,2019-11-08 07:31:45
40469,<- M. Martinez-Canovas; Al12 <- A. Valera,6042,6179,1,2019-11-08 07:31:45
40468,<- P. Kämpfer <- I. R. McDonald; IMB-1,11861,6995,1,2019-11-08 07:31:45
40467,"<- L. G. Miller, US Geological Survey, Menlo Park, USA; IMB-1 <- T. L. Connell Hancock",139880,42488,1,2019-11-08 07:31:45
40466,"<- T. Itoh, JCM; IC-154 <- T. Itoh and P. C. Sanchez {1996}",2090,6178,1,2019-11-08 07:31:45
40465,"<- K. Sasikala, J.N.T. Univ., Inst. Sci. Technol., Hyderabad, India; JA100 <- K. Arunasri , C. Sasikala, J.N.T. Univ. Hyderabad, Inst. Sci. Technol. and C. V. Ramana, Univ. Hyderabad, School Life Sci., India",2451,6177,1,2019-11-08 07:31:45
40463,"<- S. Kudo, JCM <- C. Kaneuchi; Q-1",14034,6185,1,2019-11-08 07:31:45
40464,<- JCM <- Y. Benno; RCA1-24,23017,18807,1,2019-11-08 07:31:45
40462,"<- JCM/RIKEN; JCM 11022 <- E. Hoshino, Niigata Univ.; S-7",3064,6186,1,2019-11-08 07:31:45
40461,<- E. P. Ivanova; KMM 231 <- L. A. Romanenko,6230,6187,1,2019-11-08 07:31:45
40460,"<- E. P. Ivanova, Swinburne Univ. Technol., IRIS, Hawthorn, Australia; KMM 3549",12696,6188,1,2019-11-08 07:31:45
40459,<- Y. Nogi; T6 <- T. Sawai et al.,7599,6189,1,2019-11-08 07:31:45
40458,"<- H. P. Klenk; DSMZ, Klenk-S11g <- K. A. Malik",23105,18890,1,2019-11-08 07:31:45
40457,"<- L. I. Evtushenko, VKM <- L. V. Dorofeeva",7487,6192,1,2019-11-08 07:31:45
40456,"<- L. I. Evtushenko, VKM <- L. V. Dorofeeva",7486,6193,1,2019-11-08 07:31:45
40455,"<- L. I. Evtushenko, VKM <- L. V. Dorofeeva",7271,6194,1,2019-11-08 07:31:45
40454,<- A. Schramm; ED5 <- J. Ihssen,5539,6195,1,2019-11-08 07:31:45
40453,<- Y. Nogi; KUC-1 <- K. Soda,5538,6196,1,2019-11-08 07:31:45
40452,"<- M. L. Miroshnichenko, Russian Academy of Sciences, Inst. of Microbiology, Moscow, Russia; JR <- M. L. Miroshnichenko {2001}",3844,5590,1,2019-11-08 07:31:45
40450,"<- H. Reichenbach, GBF; An m26",8654,14178,1,2019-11-08 07:31:45
40451,"<- M. L. Miroshnichenko, Russian Academy of Sciences, Inst. of Microbiology, Moscow, Russia; DR",3843,5450,1,2019-11-08 07:31:45
40449,"<- H. Reichenbach, GBF; An m25",8653,14177,1,2019-11-08 07:31:45
40448,"<- H. Reichenbach, GBF; An m24",8652,14176,1,2019-11-08 07:31:45
40445,"<- H. Reichenbach, GBF; An m19",8649,14173,1,2019-11-08 07:31:45
40446,"<- H. Reichenbach, GBF; An m21",8650,14174,1,2019-11-08 07:31:45
40447,"<- H. Reichenbach, GBF; An m22",8651,14175,1,2019-11-08 07:31:45
40444,"<- H. Reichenbach, GBF; An m18",8648,14172,1,2019-11-08 07:31:45
40443,"<- H. Reichenbach, GBF; An m17",8647,14171,1,2019-11-08 07:31:45
40442,"<- H. Reichenbach, GBF; An m16",8646,14170,1,2019-11-08 07:31:45
40441,"<- H. Reichenbach, GBF; An m15",8645,14169,1,2019-11-08 07:31:45
40440,"<- H. Reichenbach, GBF; An m13",8644,14168,1,2019-11-08 07:31:45
40439,"<- H. Reichenbach, GBF; An m12",8643,14167,1,2019-11-08 07:31:45
40438,"<- H. Reichenbach, GBF; An m11",8642,14166,1,2019-11-08 07:31:45
40437,"<- H. Reichenbach, GBF; An m10",8641,14165,1,2019-11-08 07:31:45
40435,"<- H. Reichenbach, GBF; An m7",8639,14163,1,2019-11-08 07:31:45
40436,"<- H. Reichenbach, GBF; An m8",8640,14164,1,2019-11-08 07:31:45
40434,"<- H. Reichenbach, GBF; An m6",8638,14162,1,2019-11-08 07:31:45
