halophily,salt,salt_concentration,salt_concentration_unit,ability,test_type
NULL,NaCl,0-12,%,positive,growth
NULL,NaCl,0-12,%,positive,growth
NULL,NaCl,0-12,%,positive,growth
NULL,NaCl,0-12,%,positive,growth
NULL,NaCl,0-12,%,positive,growth
NULL,NaCl,0-12,%,positive,growth
NULL,NaCl,0-12,%,positive,growth
NULL,NaCl,0-12,%,positive,growth
NULL,NaCl,0-12,%,positive,growth
NULL,NaCl,0-12,%,positive,growth
NULL,NaCl,0-12,%,positive,growth
NULL,NaCl,0-12,%,positive,growth
NULL,NaCl,0-12,%,positive,growth
NULL,NaCl,0-12,%,positive,growth
NULL,NaCl,0-12,%,positive,growth
NULL,NaCl,0-12,%,positive,growth
NULL,NaCl,0-12,%,positive,growth
NULL,NaCl,0-12,%,positive,growth
NULL,NaCl,0-12,%,positive,growth
NULL,NaCl,0-12,%,positive,growth
NULL,NaCl,0-12,%,positive,growth
NULL,NaCl,0-12,%,positive,growth
NULL,NaCl,0-12,%,positive,growth
NULL,NaCl,0-12,%,positive,growth
NULL,NaCl,0-12,%,positive,growth
NULL,NaCl,0-12,%,positive,growth
NULL,NaCl,0-12,%,positive,growth
NULL,NaCl,0-12,%,positive,growth
NULL,NaCl,0-12,%,positive,growth
NULL,NaCl,0-12,%,positive,growth
NULL,NaCl,0-13,%,positive,growth
NULL,NaCl,0-13,%,positive,growth
NULL,NaCl,0-13,%,positive,growth
NULL,NaCl,0-13,%,positive,growth
NULL,NaCl,0-13,%,positive,growth
NULL,NaCl,0-13,%,positive,growth
NULL,NaCl,0-13,%,positive,growth
NULL,NaCl,0-13,%,positive,growth
NULL,NaCl,0-13,%,positive,growth
NULL,NaCl,0-13,%,positive,growth
NULL,NaCl,0-13,%,positive,growth
NULL,NaCl,0-13,%,positive,growth
NULL,NaCl,0-13,%,positive,growth
NULL,NaCl,0-14,%,positive,growth
NULL,NaCl,0-14,%,positive,growth
NULL,NaCl,0-14,%,positive,growth
NULL,NaCl,0-14,%,positive,growth
NULL,NaCl,0-14,%,positive,growth
NULL,NaCl,0-14,%,positive,growth
NULL,NaCl,0-14,%,positive,growth
NULL,NaCl,0-14,%,positive,growth
NULL,NaCl,0-14,%,positive,growth
NULL,NaCl,0-14,%,positive,growth
NULL,NaCl,0-14,%,positive,growth
NULL,NaCl,0-14,%,positive,growth
NULL,NaCl,0-14,%,positive,growth
NULL,NaCl,0-14,%,positive,growth
NULL,NaCl,0-14,%,positive,growth
NULL,NaCl,0-14,%,positive,growth
NULL,NaCl,0-15,%,positive,growth
NULL,NaCl,0-15,%,positive,growth
NULL,NaCl,0-15,%,positive,growth
NULL,NaCl,0-15,%,positive,growth
NULL,NaCl,0-15,%,positive,growth
NULL,NaCl,0-15,%,positive,growth
NULL,NaCl,0-15,%,positive,growth
NULL,NaCl,0-15,%,positive,growth
NULL,NaCl,0-15,%,positive,growth
NULL,NaCl,0-15,%,positive,growth
NULL,NaCl,0-15,%,positive,growth
NULL,NaCl,0-15,%,positive,growth
NULL,NaCl,0-15,%,positive,growth
NULL,NaCl,0-15,%,positive,growth
NULL,NaCl,0-15,%,positive,growth
NULL,NaCl,0-15,%,positive,growth
NULL,NaCl,0-15,%,positive,growth
NULL,NaCl,0-15,%,positive,growth
NULL,NaCl,0-15,%,positive,growth
NULL,NaCl,0-15,%,positive,growth
NULL,NaCl,0-15,%,positive,growth
NULL,NaCl,0-15,%,positive,growth
NULL,NaCl,0-15,%,positive,growth
NULL,NaCl,0-15,%,positive,growth
NULL,NaCl,0-15,%,positive,growth
NULL,NaCl,0-15,%,positive,growth
NULL,NaCl,0-15,%,positive,growth
NULL,NaCl,0-15,%,positive,growth
NULL,NaCl,0-15,%,positive,growth
NULL,NaCl,0-15,%,positive,growth
NULL,NaCl,0-15,%,positive,growth
NULL,NaCl,0-15,%,positive,growth
NULL,NaCl,0-15,%,positive,growth
NULL,NaCl,0-15,%,positive,growth
NULL,NaCl,0-15,%,positive,growth
NULL,NaCl,0-15,%,positive,growth
NULL,NaCl,0-15,%,positive,growth
NULL,NaCl,0-16,%,positive,growth
NULL,NaCl,0-16,%,positive,growth
NULL,NaCl,0-16,%,positive,growth
NULL,NaCl,0-16,%,positive,growth
NULL,NaCl,0-16,%,positive,growth
NULL,NaCl,0-17,%,positive,growth
NULL,NaCl,0-17,%,positive,growth
NULL,NaCl,0-17,%,positive,growth
NULL,NaCl,0-17.5,%,positive,growth
NULL,NaCl,0-18,%,positive,growth
NULL,NaCl,0-18,%,positive,growth
NULL,NaCl,0-18,%,positive,growth
NULL,NaCl,0-18,%,positive,growth
NULL,NaCl,0-18,%,positive,growth
NULL,NaCl,0-18,%,positive,growth
NULL,NaCl,0-18,%,positive,growth
NULL,NaCl,0-18,%,positive,growth
NULL,NaCl,0-19,%,positive,growth
NULL,NaCl,0-19,%,positive,growth
NULL,NaCl,0-2,%,positive,growth
NULL,NaCl,0-2,%,positive,growth
NULL,NaCl,0-2,%,positive,growth
NULL,NaCl,0-2,%,positive,growth
NULL,NaCl,0-2,%,positive,growth
NULL,NaCl,0-2,%,positive,growth
NULL,NaCl,0-2,%,positive,growth
NULL,NaCl,0-2,%,positive,growth
NULL,NaCl,0-2,%,positive,growth
NULL,NaCl,0-2,%,positive,growth
NULL,NaCl,0-2,%,positive,growth
NULL,NaCl,0-2,%,positive,growth
NULL,NaCl,0-2,%,positive,growth
NULL,NaCl,0-2,%,positive,growth
NULL,NaCl,0-2,%,positive,growth
NULL,NaCl,0-2,%,positive,growth
NULL,NaCl,0-2,%,positive,growth
NULL,NaCl,0-2,%,positive,growth
NULL,NaCl,0-2,%,positive,growth
NULL,NaCl,0-2,%,positive,growth
NULL,NaCl,0-2,%,positive,growth
NULL,NaCl,0-2,%,positive,growth
NULL,NaCl,0-2,%,positive,growth
NULL,NaCl,0-2,%,positive,growth
NULL,NaCl,0-2,%,positive,growth
NULL,NaCl,0-2,%,positive,growth
NULL,NaCl,0-2,%,positive,growth
NULL,NaCl,0-2,%,positive,growth
NULL,NaCl,0-2,%,positive,growth
NULL,NaCl,0-2,%,positive,growth
NULL,NaCl,0-2,%,positive,growth
NULL,NaCl,0-2,%,positive,growth
NULL,NaCl,0-2,%,positive,growth
NULL,NaCl,0-2,%,positive,growth
NULL,NaCl,0-2,%,positive,growth
NULL,NaCl,0-2,%,positive,growth
NULL,NaCl,0-2,%,positive,growth
NULL,NaCl,0-2,%,positive,growth
NULL,NaCl,0-2,%,positive,growth
NULL,NaCl,0-2,%,positive,growth
NULL,NaCl,0-2,%,positive,growth
NULL,NaCl,0-2,%,positive,growth
NULL,NaCl,0-2,%,positive,growth
NULL,NaCl,0-2,%,positive,growth
NULL,NaCl,0-2,%,positive,growth
NULL,NaCl,0-2,%,positive,growth
NULL,NaCl,0-2,%,positive,growth
NULL,NaCl,0-2,%,positive,growth
NULL,NaCl,0-2,%,positive,growth
NULL,NaCl,0-2,%,positive,growth
NULL,NaCl,0-2,%,positive,growth
NULL,NaCl,0-2,%,positive,growth
NULL,NaCl,0-2,%,positive,growth
NULL,NaCl,0-2,%,positive,growth
NULL,NaCl,0-2,%,positive,growth
NULL,NaCl,0-2,%,positive,growth
NULL,NaCl,0-2,%,positive,growth
NULL,NaCl,0-2,%,positive,growth
NULL,NaCl,0-2,%,positive,growth
NULL,NaCl,0-2,%,positive,growth
NULL,NaCl,0-2,%,positive,growth
NULL,NaCl,0-2,%,positive,growth
NULL,NaCl,0-2,%,positive,growth
NULL,NaCl,0-2,%,positive,growth
NULL,NaCl,0-2,%,positive,growth
NULL,NaCl,0-2,%,positive,growth
NULL,NaCl,0-2,%,positive,growth
NULL,NaCl,0-2,%,positive,growth
NULL,NaCl,0-2,%,positive,growth
NULL,NaCl,0-2,%,positive,growth
NULL,NaCl,0-2,%,positive,growth
NULL,NaCl,0-2,%,positive,growth
NULL,NaCl,0-2,%,positive,growth
NULL,NaCl,0-2,%,positive,growth
NULL,NaCl,0-2,%,positive,growth
NULL,NaCl,0-2,%,positive,growth
NULL,NaCl,0-2,%,positive,growth
NULL,NaCl,0-2,%,positive,growth
NULL,NaCl,0-2,%,positive,growth
NULL,NaCl,0-2,%,positive,growth
NULL,NaCl,0-2,%,positive,growth
NULL,NaCl,0-2,%,positive,growth
NULL,NaCl,0-2,%,positive,growth
NULL,NaCl,0-2,%,positive,growth
NULL,NaCl,0-2,%,positive,growth
NULL,NaCl,0-2,%,positive,growth
NULL,NaCl,0-2,%,positive,growth
NULL,NaCl,0-2,%,positive,growth
NULL,NaCl,0-2,%,positive,growth
NULL,NaCl,0-2,%,positive,growth
NULL,NaCl,0-2,%,positive,growth
NULL,NaCl,0-2,%,positive,growth
NULL,NaCl,0-2,%,positive,growth
NULL,NaCl,0-2,%,positive,growth
NULL,NaCl,0-2,%,positive,growth
NULL,NaCl,0-2,%,positive,growth
NULL,NaCl,0-2,%,positive,growth
NULL,NaCl,0-2,%,positive,growth
NULL,NaCl,0-2,%,positive,growth
NULL,NaCl,0-2,%,positive,growth
NULL,NaCl,0-2,%,positive,growth
NULL,NaCl,0-2,%,positive,growth
NULL,NaCl,0-2,%,positive,growth
NULL,NaCl,0-2,%,positive,growth
NULL,NaCl,0-2,%,positive,growth
NULL,NaCl,0-2,%,positive,growth
NULL,NaCl,0-2,%,positive,growth
NULL,NaCl,0-2,%,positive,growth
NULL,NaCl,0-2,%,positive,growth
NULL,NaCl,0-2,%,positive,growth
NULL,NaCl,0-2,%,positive,growth
NULL,NaCl,0-2,%,positive,growth
NULL,NaCl,0-2,%,positive,growth
NULL,NaCl,0-2,%,positive,growth
NULL,NaCl,0-2,%,positive,growth
NULL,NaCl,0-2,%,positive,growth
NULL,NaCl,0-2,%,positive,growth
NULL,NaCl,0-2,%,positive,growth
NULL,NaCl,0-2,%,positive,growth
NULL,NaCl,0-2,%,positive,growth
NULL,NaCl,0-2,%,positive,growth
NULL,NaCl,0-2,%,positive,growth
NULL,NaCl,0-2,%,positive,growth
NULL,NaCl,0-2,%,positive,growth
NULL,NaCl,0-2,%,positive,growth
NULL,NaCl,0-2,%,positive,growth
NULL,NaCl,0-2,%,positive,growth
NULL,NaCl,0-2,%,positive,growth
NULL,NaCl,0-2,%,positive,growth
NULL,NaCl,0-2,%,positive,growth
NULL,NaCl,0-2,%,positive,growth
NULL,NaCl,0-2,%,positive,growth
NULL,NaCl,0-2,%,positive,growth
NULL,NaCl,0-2,%,positive,growth
NULL,NaCl,0-2,%,positive,growth
NULL,NaCl,0-2,%,positive,growth
NULL,NaCl,0-2,%,positive,growth
NULL,NaCl,0-2,%,positive,growth
NULL,NaCl,0-2,%,positive,growth
NULL,NaCl,0-2,%,positive,growth
NULL,NaCl,0-2,%,positive,growth
NULL,NaCl,0-2,%,positive,growth
NULL,NaCl,0-2,%,positive,growth
NULL,NaCl,0-2,%,positive,growth
NULL,NaCl,0-2,%,positive,growth
NULL,NaCl,0-2,%,positive,growth
NULL,NaCl,0-2,%,positive,growth
NULL,NaCl,0-2,%,positive,growth
NULL,NaCl,0-2,%,positive,growth
NULL,NaCl,0-2,%,positive,growth
NULL,NaCl,0-2,%,positive,growth
NULL,NaCl,0-2,%,positive,growth
NULL,NaCl,0-2,%,positive,growth
NULL,NaCl,0-2,%,positive,growth
NULL,NaCl,0-2,%,positive,growth
NULL,NaCl,0-2,%,positive,growth
NULL,NaCl,0-2,%,positive,growth
NULL,NaCl,0-2,%,positive,growth
NULL,NaCl,0-2,%,positive,growth
NULL,NaCl,0-2,%,positive,growth
NULL,NaCl,0-2,%,positive,growth
NULL,NaCl,0-2,%,positive,growth
NULL,NaCl,0-2,%,positive,growth
NULL,NaCl,0-2,%,positive,growth
NULL,NaCl,0-2,%,positive,growth
NULL,NaCl,0-2,%,positive,growth
NULL,NaCl,0-2,%,positive,growth
NULL,NaCl,0-2,%,positive,growth
NULL,NaCl,0-2,%,positive,growth
NULL,NaCl,0-2,%,positive,growth
NULL,NaCl,0-2,%,positive,growth
NULL,NaCl,0-2.5,%,positive,growth
NULL,NaCl,0-2.5,%,positive,growth
NULL,NaCl,0-2.5,%,positive,growth
NULL,NaCl,0-2.5,%,positive,growth
NULL,NaCl,0-2.5,%,positive,growth
NULL,NaCl,0-2.5,%,positive,growth
NULL,NaCl,0-2.5,%,positive,growth
NULL,NaCl,0-2.5,%,positive,growth
NULL,NaCl,0-2.5,%,positive,growth
NULL,NaCl,0-2.5,%,positive,growth
NULL,NaCl,0-2.5,%,positive,growth
NULL,NaCl,0-2.5,%,positive,growth
NULL,NaCl,0-2.5,%,positive,growth
NULL,NaCl,0-2.5,%,positive,growth
NULL,NaCl,0-2.5,%,positive,growth
NULL,NaCl,0-2.5,%,positive,growth
NULL,NaCl,0-2.5,%,positive,growth
NULL,NaCl,0-2.5,%,positive,growth
NULL,NaCl,0-2.5,%,positive,growth
NULL,NaCl,0-2.5,%,positive,growth
NULL,NaCl,0-2.9,%,positive,growth
NULL,NaCl,0-20,%,positive,growth
NULL,NaCl,0-20,%,positive,growth
NULL,NaCl,0-20,%,positive,growth
NULL,NaCl,0-20,%,positive,growth
NULL,NaCl,0-20,%,positive,growth
NULL,NaCl,0-20,%,positive,growth
NULL,NaCl,0-20,%,positive,growth
NULL,NaCl,0-20,%,positive,growth
NULL,NaCl,0-20,%,positive,growth
NULL,NaCl,0-20,%,positive,growth
NULL,NaCl,0-20,%,positive,growth
NULL,NaCl,0-20,%,positive,growth
NULL,NaCl,0-20,%,positive,growth
NULL,NaCl,0-20,%,positive,growth
NULL,NaCl,0-20,%,positive,growth
NULL,NaCl,0-20,%,positive,growth
NULL,NaCl,0-20,%,positive,growth
NULL,NaCl,0-20,%,positive,growth
NULL,NaCl,0-20,%,positive,growth
NULL,NaCl,0-20,%,positive,growth
NULL,NaCl,0-21,%,positive,growth
NULL,NaCl,0-21,%,positive,growth
NULL,NaCl,0-22,%,positive,growth
NULL,NaCl,0-22,%,positive,growth
NULL,NaCl,0-23,%,positive,growth
NULL,NaCl,0-24,%,positive,growth
NULL,NaCl,0-25,%,positive,growth
NULL,NaCl,0-25,%,positive,growth
NULL,NaCl,0-25,%,positive,growth
NULL,NaCl,0-25,%,positive,growth
NULL,NaCl,0-25,%,positive,growth
NULL,NaCl,0-25,%,positive,growth
NULL,NaCl,0-25,%,positive,growth
NULL,NaCl,0-25,%,positive,growth
NULL,NaCl,0-25,%,positive,growth
NULL,NaCl,0-25,%,positive,growth
NULL,NaCl,0-25,%,positive,growth
NULL,NaCl,0-25,%,positive,growth
NULL,NaCl,0-25,%,positive,growth
NULL,NaCl,0-3,%,positive,growth
NULL,NaCl,0-3,%,positive,growth
NULL,NaCl,0-3,%,positive,growth
NULL,NaCl,0-3,%,positive,growth
NULL,NaCl,0-3,%,positive,growth
NULL,NaCl,0-3,%,positive,growth
NULL,NaCl,0-3,%,positive,growth
NULL,NaCl,0-3,%,positive,growth
NULL,NaCl,0-3,%,positive,growth
NULL,NaCl,0-3,%,positive,growth
NULL,NaCl,0-3,%,positive,growth
NULL,NaCl,0-3,%,positive,growth
NULL,NaCl,0-3,%,positive,growth
NULL,NaCl,0-3,%,positive,growth
NULL,NaCl,0-3,%,positive,growth
NULL,NaCl,0-3,%,positive,growth
NULL,NaCl,0-3,%,positive,growth
NULL,NaCl,0-3,%,positive,growth
NULL,NaCl,0-3,%,positive,growth
NULL,NaCl,0-3,%,positive,growth
NULL,NaCl,0-3,%,positive,growth
NULL,NaCl,0-3,%,positive,growth
NULL,NaCl,0-3,%,positive,growth
NULL,NaCl,0-3,%,positive,growth
NULL,NaCl,0-3,%,positive,growth
NULL,NaCl,0-3,%,positive,growth
NULL,NaCl,0-3,%,positive,growth
NULL,NaCl,0-3,%,positive,growth
NULL,NaCl,0-3,%,positive,growth
NULL,NaCl,0-3,%,positive,growth
NULL,NaCl,0-3,%,positive,growth
NULL,NaCl,0-3,%,positive,growth
NULL,NaCl,0-3,%,positive,growth
NULL,NaCl,0-3,%,positive,growth
NULL,NaCl,0-3,%,positive,growth
NULL,NaCl,0-3,%,positive,growth
NULL,NaCl,0-3,%,positive,growth
NULL,NaCl,0-3,%,positive,growth
NULL,NaCl,0-3,%,positive,growth
NULL,NaCl,0-3,%,positive,growth
NULL,NaCl,0-3,%,positive,growth
NULL,NaCl,0-3,%,positive,growth
NULL,NaCl,0-3,%,positive,growth
NULL,NaCl,0-3,%,positive,growth
NULL,NaCl,0-3,%,positive,growth
NULL,NaCl,0-3,%,positive,growth
NULL,NaCl,0-3,%,positive,growth
NULL,NaCl,0-3,%,positive,growth
NULL,NaCl,0-3,%,positive,growth
NULL,NaCl,0-3,%,positive,growth
NULL,NaCl,0-3,%,positive,growth
NULL,NaCl,0-3,%,positive,growth
NULL,NaCl,0-3,%,positive,growth
NULL,NaCl,0-3,%,positive,growth
NULL,NaCl,0-3,%,positive,growth
NULL,NaCl,0-3,%,positive,growth
NULL,NaCl,0-3,%,positive,growth
NULL,NaCl,0-3,%,positive,growth
NULL,NaCl,0-3,%,positive,growth
NULL,NaCl,0-3,%,positive,growth
NULL,NaCl,0-3,%,positive,growth
NULL,NaCl,0-3,%,positive,growth
NULL,NaCl,0-3,%,positive,growth
NULL,NaCl,0-3,%,positive,growth
NULL,NaCl,0-3,%,positive,growth
NULL,NaCl,0-3,%,positive,growth
NULL,NaCl,0-3,%,positive,growth
NULL,NaCl,0-3,%,positive,growth
NULL,NaCl,0-3,%,positive,growth
NULL,NaCl,0-3,%,positive,growth
NULL,NaCl,0-3,%,positive,growth
NULL,NaCl,0-3,%,positive,growth
NULL,NaCl,0-3,%,positive,growth
NULL,NaCl,0-3,%,positive,growth
NULL,NaCl,0-3,%,positive,growth
NULL,NaCl,0-3,%,positive,growth
NULL,NaCl,0-3,%,positive,growth
NULL,NaCl,0-3,%,positive,growth
NULL,NaCl,0-3,%,positive,growth
NULL,NaCl,0-3,%,positive,growth
NULL,NaCl,0-3,%,positive,growth
NULL,NaCl,0-3,%,positive,growth
NULL,NaCl,0-3,%,positive,growth
NULL,NaCl,0-3,%,positive,growth
NULL,NaCl,0-3,%,positive,growth
NULL,NaCl,0-3,%,positive,growth
NULL,NaCl,0-3,%,positive,growth
NULL,NaCl,0-3,%,positive,growth
NULL,NaCl,0-3,%,positive,growth
NULL,NaCl,0-3,%,positive,growth
NULL,NaCl,0-3,%,positive,growth
NULL,NaCl,0-3,%,positive,growth
NULL,NaCl,0-3,%,positive,growth
NULL,NaCl,0-3,%,positive,growth
NULL,NaCl,0-3,%,positive,growth
NULL,NaCl,0-3,%,positive,growth
NULL,NaCl,0-3,%,positive,growth
NULL,NaCl,0-3,%,positive,growth
NULL,NaCl,0-3,%,positive,growth
NULL,NaCl,0-3,%,positive,growth
NULL,NaCl,0-3,%,positive,growth
NULL,NaCl,0-3,%,positive,growth
NULL,NaCl,0-3,%,positive,growth
NULL,NaCl,0-3,%,positive,growth
NULL,NaCl,0-3,%,positive,growth
NULL,NaCl,0-3,%,positive,growth
NULL,NaCl,0-3,%,positive,growth
NULL,NaCl,0-3,%,positive,growth
NULL,NaCl,0-3,%,positive,growth
NULL,NaCl,0-3,%,positive,growth
NULL,NaCl,0-3,%,positive,growth
NULL,NaCl,0-3,%,positive,growth
NULL,NaCl,0-3,%,positive,growth
NULL,NaCl,0-3,%,positive,growth
NULL,NaCl,0-3,%,positive,growth
NULL,NaCl,0-3,%,positive,growth
NULL,NaCl,0-3,%,positive,growth
NULL,NaCl,0-3,%,positive,growth
NULL,NaCl,0-3,%,positive,growth
NULL,NaCl,0-3,%,positive,growth
NULL,NaCl,0-3,%,positive,growth
NULL,NaCl,0-3,%,positive,growth
NULL,NaCl,0-3,%,positive,growth
NULL,NaCl,0-3,%,positive,growth
NULL,NaCl,0-3,%,positive,growth
NULL,NaCl,0-3,%,positive,growth
NULL,NaCl,0-3,%,positive,growth
NULL,NaCl,0-3,%,positive,growth
NULL,NaCl,0-3,%,positive,growth
NULL,NaCl,0-3,%,positive,growth
NULL,NaCl,0-3,%,positive,growth
NULL,NaCl,0-3,%,positive,growth
NULL,NaCl,0-3,%,positive,growth
NULL,NaCl,0-3,%,positive,growth
NULL,NaCl,0-3,%,positive,growth
NULL,NaCl,0-3,%,positive,growth
NULL,NaCl,0-3,%,positive,growth
NULL,NaCl,0-3,%,positive,growth
NULL,NaCl,0-3,%,positive,growth
NULL,NaCl,0-3,%,positive,growth
NULL,NaCl,0-3,%,positive,growth
NULL,NaCl,0-3,%,positive,growth
NULL,NaCl,0-3,%,positive,growth
NULL,NaCl,0-3,%,positive,growth
NULL,NaCl,0-3,%,positive,growth
NULL,NaCl,0-3,%,positive,growth
NULL,NaCl,0-3,%,positive,growth
NULL,NaCl,0-3,%,positive,growth
NULL,NaCl,0-3,%,positive,growth
NULL,NaCl,0-3,%,positive,growth
NULL,NaCl,0-3,%,positive,growth
NULL,NaCl,0-3,%,positive,growth
NULL,NaCl,0-3,%,positive,growth
NULL,NaCl,0-3,%,positive,growth
NULL,NaCl,0-3,%,positive,growth
NULL,NaCl,0-3,%,positive,growth
NULL,NaCl,0-3,%,positive,growth
NULL,NaCl,0-3,%,positive,growth
NULL,NaCl,0-3,%,positive,growth
NULL,NaCl,0-3,%,positive,growth
NULL,NaCl,0-3,%,positive,growth
NULL,NaCl,0-3,%,positive,growth
NULL,NaCl,0-3,%,positive,growth
NULL,NaCl,0-3,%,positive,growth
NULL,NaCl,0-3,%,positive,growth
NULL,NaCl,0-3,%,positive,growth
NULL,NaCl,0-3,%,positive,growth
NULL,NaCl,0-3,%,positive,growth
NULL,NaCl,0-3,%,positive,growth
NULL,NaCl,0-3,%,positive,growth
NULL,NaCl,0-3,%,positive,growth
NULL,NaCl,0-3,%,positive,growth
NULL,NaCl,0-3,%,positive,growth
NULL,NaCl,0-3.5,%,positive,growth
NULL,NaCl,0-3.5,%,positive,growth
NULL,NaCl,0-3.5,%,positive,growth
NULL,NaCl,0-3.5,%,positive,growth
NULL,NaCl,0-3.5,%,positive,growth
NULL,NaCl,0-3.5,%,positive,growth
NULL,NaCl,0-3.5,%,positive,growth
NULL,NaCl,0-3.5,%,positive,growth
NULL,NaCl,0-3.5,%,positive,growth
NULL,NaCl,0-3.5,%,positive,growth
NULL,NaCl,0-3.5,%,positive,growth
NULL,NaCl,0-30,%,positive,growth
NULL,NaCl,0-4,%,positive,growth
NULL,NaCl,0-4,%,positive,growth
NULL,NaCl,0-4,%,positive,growth
NULL,NaCl,0-4,%,positive,growth
NULL,NaCl,0-4,%,positive,growth
NULL,NaCl,0-4,%,positive,growth
NULL,NaCl,0-4,%,positive,growth
NULL,NaCl,0-4,%,positive,growth
NULL,NaCl,0-4,%,positive,growth
NULL,NaCl,0-4,%,positive,growth
NULL,NaCl,0-4,%,positive,growth
NULL,NaCl,0-4,%,positive,growth
NULL,NaCl,0-4,%,positive,growth
NULL,NaCl,0-4,%,positive,growth
NULL,NaCl,0-4,%,positive,growth
NULL,NaCl,0-4,%,positive,growth
NULL,NaCl,0-4,%,positive,growth
NULL,NaCl,0-4,%,positive,growth
NULL,NaCl,0-4,%,positive,growth
NULL,NaCl,0-4,%,positive,growth
NULL,NaCl,0-4,%,positive,growth
NULL,NaCl,0-4,%,positive,growth
NULL,NaCl,0-4,%,positive,growth
NULL,NaCl,0-4,%,positive,growth
NULL,NaCl,0-4,%,positive,growth
NULL,NaCl,0-4,%,positive,growth
NULL,NaCl,0-4,%,positive,growth
NULL,NaCl,0-4,%,positive,growth
NULL,NaCl,0-4,%,positive,growth
NULL,NaCl,0-4,%,positive,growth
NULL,NaCl,0-4,%,positive,growth
NULL,NaCl,0-4,%,positive,growth
NULL,NaCl,0-4,%,positive,growth
NULL,NaCl,0-4,%,positive,growth
NULL,NaCl,0-4,%,positive,growth
NULL,NaCl,0-4,%,positive,growth
NULL,NaCl,0-4,%,positive,growth
NULL,NaCl,0-4,%,positive,growth
NULL,NaCl,0-4,%,positive,growth
NULL,NaCl,0-4,%,positive,growth
NULL,NaCl,0-4,%,positive,growth
NULL,NaCl,0-4,%,positive,growth
NULL,NaCl,0-4,%,positive,growth
NULL,NaCl,0-4,%,positive,growth
NULL,NaCl,0-4,%,positive,growth
NULL,NaCl,0-4,%,positive,growth
NULL,NaCl,0-4,%,positive,growth
NULL,NaCl,0-4,%,positive,growth
NULL,NaCl,0-4,%,positive,growth
NULL,NaCl,0-4,%,positive,growth
NULL,NaCl,0-4,%,positive,growth
NULL,NaCl,0-4,%,positive,growth
NULL,NaCl,0-4,%,positive,growth
NULL,NaCl,0-4,%,positive,growth
NULL,NaCl,0-4,%,positive,growth
NULL,NaCl,0-4,%,positive,growth
NULL,NaCl,0-4,%,positive,growth
NULL,NaCl,0-4,%,positive,growth
NULL,NaCl,0-4,%,positive,growth
NULL,NaCl,0-4,%,positive,growth
NULL,NaCl,0-4,%,positive,growth
NULL,NaCl,0-4,%,positive,growth
NULL,NaCl,0-4,%,positive,growth
NULL,NaCl,0-4,%,positive,growth
NULL,NaCl,0-4,%,positive,growth
NULL,NaCl,0-4,%,positive,growth
NULL,NaCl,0-4,%,positive,growth
NULL,NaCl,0-4,%,positive,growth
NULL,NaCl,0-4,%,positive,growth
NULL,NaCl,0-4,%,positive,growth
NULL,NaCl,0-4,%,positive,growth
NULL,NaCl,0-4,%,positive,growth
NULL,NaCl,0-4,%,positive,growth
NULL,NaCl,0-4,%,positive,growth
NULL,NaCl,0-4,%,positive,growth
NULL,NaCl,0-4,%,positive,growth
NULL,NaCl,0-4,%,positive,growth
NULL,NaCl,0-4,%,positive,growth
NULL,NaCl,0-4,%,positive,growth
NULL,NaCl,0-4,%,positive,growth
NULL,NaCl,0-4,%,positive,growth
NULL,NaCl,0-4,%,positive,growth
NULL,NaCl,0-4,%,positive,growth
NULL,NaCl,0-4,%,positive,growth
NULL,NaCl,0-4,%,positive,growth
NULL,NaCl,0-4,%,positive,growth
NULL,NaCl,0-4,%,positive,growth
NULL,NaCl,0-4,%,positive,growth
NULL,NaCl,0-4,%,positive,growth
NULL,NaCl,0-4,%,positive,growth
NULL,NaCl,0-4,%,positive,growth
NULL,NaCl,0-4,%,positive,growth
NULL,NaCl,0-4,%,positive,growth
NULL,NaCl,0-4,%,positive,growth
NULL,NaCl,0-4,%,positive,growth
NULL,NaCl,0-4,%,positive,growth
NULL,NaCl,0-4,%,positive,growth
NULL,NaCl,0-4,%,positive,growth
NULL,NaCl,0-4,%,positive,growth
NULL,NaCl,0-4,%,positive,growth
NULL,NaCl,0-4,%,positive,growth
NULL,NaCl,0-4,%,positive,growth
NULL,NaCl,0-4,%,positive,growth
NULL,NaCl,0-4,%,positive,growth
NULL,NaCl,0-4,%,positive,growth
NULL,NaCl,0-4,%,positive,growth
NULL,NaCl,0-4,%,positive,growth
NULL,NaCl,0-4,%,positive,growth
NULL,NaCl,0-4,%,positive,growth
NULL,NaCl,0-4.06,%,positive,growth
NULL,NaCl,0-4.4,%,positive,growth
NULL,NaCl,0-4.5,%,positive,growth
NULL,NaCl,0-4.5,%,positive,growth
NULL,NaCl,0-4.5,%,positive,growth
NULL,NaCl,0-4.5,%,positive,growth
NULL,NaCl,0-4.5,%,positive,growth
NULL,NaCl,0-4.5,%,positive,growth
NULL,NaCl,0-4.64,%,positive,growth
NULL,NaCl,0-40,%,positive,growth
NULL,NaCl,0-5,%,positive,growth
NULL,NaCl,0-5,%,positive,growth
NULL,NaCl,0-5,%,positive,growth
NULL,NaCl,0-5,%,positive,growth
NULL,NaCl,0-5,%,positive,growth
NULL,NaCl,0-5,%,positive,growth
NULL,NaCl,0-5,%,positive,growth
NULL,NaCl,0-5,%,positive,growth
NULL,NaCl,0-5,%,positive,growth
NULL,NaCl,0-5,%,positive,growth
NULL,NaCl,0-5,%,positive,growth
