ID_met_antibiotica,metabolite_antib,is_antibiotic,ab_sensitive,ab_sensitivity_conc,ab_sensitivity_unit,ab_intermediate_unit,ab_resistant,ab_intermediate_conc,ab_resistance_unit,chebi_ID
13804,Cycloheximide,1,NULL,NULL,NULL,NULL,1,NULL,µg/mL,27641
13805,Kanamycin,1,NULL,NULL,NULL,NULL,1,NULL,µg/mL,6104
13806,Cycloheximide,1,NULL,NULL,NULL,NULL,1,NULL,µg/mL,27641
13807,Kanamycin,1,NULL,NULL,NULL,NULL,1,NULL,µg/mL,6104
13808,Kanamycin,1,NULL,NULL,NULL,NULL,1,NULL,µg/mL,6104
13809,Cycloheximide,1,NULL,NULL,NULL,NULL,1,NULL,µg/mL,27641
13810,Kanamycin,1,NULL,NULL,NULL,NULL,1,NULL,µg/mL,6104
13811,Kanamycin,1,NULL,NULL,NULL,NULL,1,NULL,µg/mL,6104
13812,Cycloheximide,1,NULL,NULL,NULL,NULL,1,NULL,µg/mL,27641
13813,Kanamycin,1,NULL,NULL,NULL,NULL,1,NULL,µg/mL,6104
13814,Kanamycin,1,NULL,NULL,NULL,NULL,1,NULL,µg/mL,6104
13815,Cycloheximide,1,NULL,NULL,NULL,NULL,1,NULL,µg/mL,27641
13816,Kanamycin,1,NULL,NULL,NULL,NULL,1,NULL,µg/mL,6104
13817,Kanamycin,1,NULL,NULL,NULL,NULL,1,NULL,µg/mL,6104
13818,Cycloheximide,1,NULL,NULL,NULL,NULL,1,NULL,µg/mL,27641
13819,Kanamycin,1,NULL,NULL,NULL,NULL,1,NULL,µg/mL,6104
13820,Cycloheximide,1,NULL,NULL,NULL,NULL,1,NULL,µg/mL,27641
13821,Kanamycin,1,NULL,NULL,NULL,NULL,1,NULL,µg/mL,6104
13822,Kanamycin,1,NULL,NULL,NULL,NULL,1,NULL,µg/mL,6104
13823,Kanamycin,1,NULL,NULL,NULL,NULL,1,NULL,µg/mL,6104
13824,Kanamycin,1,NULL,NULL,NULL,NULL,1,NULL,µg/mL,6104
13825,Cycloheximide,1,NULL,NULL,NULL,NULL,1,NULL,µg/mL,27641
13826,Kanamycin,1,NULL,NULL,NULL,NULL,1,NULL,µg/mL,6104
13827,Cycloheximide,1,NULL,NULL,NULL,NULL,1,NULL,µg/mL,27641
13828,Kanamycin,1,NULL,NULL,NULL,NULL,1,NULL,µg/mL,6104
13829,Kanamycin,1,NULL,NULL,NULL,NULL,1,NULL,µg/mL,6104
13830,Kanamycin,1,NULL,NULL,NULL,NULL,1,NULL,µg/mL,6104
13831,Kanamycin,1,NULL,NULL,NULL,NULL,1,NULL,µg/mL,6104
13832,Cycloheximide,1,NULL,NULL,NULL,NULL,1,NULL,µg/mL,27641
13833,Kanamycin,1,NULL,NULL,NULL,NULL,1,NULL,µg/mL,6104
13834,Kanamycin,1,NULL,NULL,NULL,NULL,1,NULL,µg/mL,6104
13835,Kanamycin,1,NULL,NULL,NULL,NULL,1,NULL,µg/mL,6104
13836,Cycloheximide,1,NULL,NULL,NULL,NULL,1,NULL,µg/mL,27641
13837,Kanamycin,1,NULL,NULL,NULL,NULL,1,NULL,µg/mL,6104
13838,Cycloheximide,1,NULL,NULL,NULL,NULL,1,NULL,µg/mL,27641
13839,Kanamycin,1,NULL,NULL,NULL,NULL,1,NULL,µg/mL,6104
13840,Cycloheximide,1,NULL,NULL,NULL,NULL,1,NULL,µg/mL,27641
13841,Kanamycin,1,NULL,NULL,NULL,NULL,1,NULL,µg/mL,6104
13842,Kanamycin,1,NULL,NULL,NULL,NULL,1,NULL,µg/mL,6104
13843,Kanamycin,1,NULL,NULL,NULL,NULL,1,NULL,µg/mL,6104
13844,Cycloheximide,1,NULL,NULL,NULL,NULL,1,NULL,µg/mL,27641
13845,Kanamycin,1,NULL,NULL,NULL,NULL,1,NULL,µg/mL,6104
13846,Kanamycin,1,NULL,NULL,NULL,NULL,1,NULL,µg/mL,6104
13847,Kanamycin,1,NULL,NULL,NULL,NULL,1,NULL,µg/mL,6104
13848,Kanamycin,1,NULL,NULL,NULL,NULL,1,NULL,µg/mL,6104
13849,Cycloheximide,1,NULL,NULL,NULL,NULL,1,NULL,µg/mL,27641
13850,Kanamycin,1,NULL,NULL,NULL,NULL,1,NULL,µg/mL,6104
13851,Cycloheximide,1,NULL,NULL,NULL,NULL,1,NULL,µg/mL,27641
13852,Kanamycin,1,NULL,NULL,NULL,NULL,1,NULL,µg/mL,6104
13853,Kanamycin,1,NULL,NULL,NULL,NULL,1,NULL,µg/mL,6104
13854,Kanamycin,1,NULL,NULL,NULL,NULL,1,NULL,µg/mL,6104
13855,Cycloheximide,1,NULL,NULL,NULL,NULL,1,NULL,µg/mL,27641
13856,Kanamycin,1,NULL,NULL,NULL,NULL,1,NULL,µg/mL,6104
13857,Cycloheximide,1,NULL,NULL,NULL,NULL,1,NULL,µg/mL,27641
13858,Kanamycin,1,NULL,NULL,NULL,NULL,1,NULL,µg/mL,6104
13859,Cycloheximide,1,NULL,NULL,NULL,NULL,1,NULL,µg/mL,27641
13860,Kanamycin,1,NULL,NULL,NULL,NULL,1,NULL,µg/mL,6104
13861,Cycloheximide,1,NULL,NULL,NULL,NULL,1,NULL,µg/mL,27641
13862,Kanamycin,1,NULL,NULL,NULL,NULL,1,NULL,µg/mL,6104
13863,Cycloheximide,1,NULL,NULL,NULL,NULL,1,NULL,µg/mL,27641
13864,Kanamycin,1,NULL,NULL,NULL,NULL,1,NULL,µg/mL,6104
13865,Cycloheximide,1,NULL,NULL,NULL,NULL,1,NULL,µg/mL,27641
13866,Kanamycin,1,NULL,NULL,NULL,NULL,1,NULL,µg/mL,6104
13867,Cycloheximide,1,NULL,NULL,NULL,NULL,1,NULL,µg/mL,27641
13868,Kanamycin,1,NULL,NULL,NULL,NULL,1,NULL,µg/mL,6104
13869,Cycloheximide,1,NULL,NULL,NULL,NULL,1,NULL,µg/mL,27641
13870,Kanamycin,1,NULL,NULL,NULL,NULL,1,NULL,µg/mL,6104
13871,Cycloheximide,1,NULL,NULL,NULL,NULL,1,NULL,µg/mL,27641
13872,Kanamycin,1,NULL,NULL,NULL,NULL,1,NULL,µg/mL,6104
13873,Cycloheximide,1,NULL,NULL,NULL,NULL,1,NULL,µg/mL,27641
13874,Kanamycin,1,NULL,NULL,NULL,NULL,1,NULL,µg/mL,6104
13875,Cycloheximide,1,NULL,NULL,NULL,NULL,1,NULL,µg/mL,27641
13876,Kanamycin,1,NULL,NULL,NULL,NULL,1,NULL,µg/mL,6104
13877,Cycloheximide,1,NULL,NULL,NULL,NULL,1,NULL,µg/mL,27641
13878,Kanamycin,1,NULL,NULL,NULL,NULL,1,NULL,µg/mL,6104
13879,Cycloheximide,1,NULL,NULL,NULL,NULL,1,NULL,µg/mL,27641
13880,Kanamycin,1,NULL,NULL,NULL,NULL,1,NULL,µg/mL,6104
13881,Cycloheximide,1,NULL,NULL,NULL,NULL,1,NULL,µg/mL,27641
13882,Kanamycin,1,NULL,NULL,NULL,NULL,1,NULL,µg/mL,6104
13883,Cycloheximide,1,NULL,NULL,NULL,NULL,1,NULL,µg/mL,27641
13884,Kanamycin,1,NULL,NULL,NULL,NULL,1,NULL,µg/mL,6104
13885,Kanamycin,1,NULL,NULL,NULL,NULL,1,NULL,µg/mL,6104
13886,Cycloheximide,1,NULL,NULL,NULL,NULL,1,NULL,µg/mL,27641
13887,Kanamycin,1,NULL,NULL,NULL,NULL,1,NULL,µg/mL,6104
13888,Cycloheximide,1,NULL,NULL,NULL,NULL,1,NULL,µg/mL,27641
13889,Kanamycin,1,NULL,NULL,NULL,NULL,1,NULL,µg/mL,6104
13890,Cycloheximide,1,NULL,NULL,NULL,NULL,1,NULL,µg/mL,27641
13891,Kanamycin,1,NULL,NULL,NULL,NULL,1,NULL,µg/mL,6104
13892,Cycloheximide,1,NULL,NULL,NULL,NULL,1,NULL,µg/mL,27641
13893,Kanamycin,1,NULL,NULL,NULL,NULL,1,NULL,µg/mL,6104
13894,Kanamycin,1,NULL,NULL,NULL,NULL,1,NULL,µg/mL,6104
13895,Kanamycin,1,NULL,NULL,NULL,NULL,1,NULL,µg/mL,6104
13896,Kanamycin,1,NULL,NULL,NULL,NULL,1,NULL,µg/mL,6104
13897,Kanamycin,1,NULL,NULL,NULL,NULL,1,NULL,µg/mL,6104
13898,Cycloheximide,1,NULL,NULL,NULL,NULL,1,NULL,µg/mL,27641
13899,Kanamycin,1,NULL,NULL,NULL,NULL,1,NULL,µg/mL,6104
13900,Cycloheximide,1,NULL,NULL,NULL,NULL,1,NULL,µg/mL,27641
13901,Kanamycin,1,NULL,NULL,NULL,NULL,1,NULL,µg/mL,6104
13902,Cycloheximide,1,NULL,NULL,NULL,NULL,1,NULL,µg/mL,27641
13903,Kanamycin,1,NULL,NULL,NULL,NULL,1,NULL,µg/mL,6104
13904,Cycloheximide,1,NULL,NULL,NULL,NULL,1,NULL,µg/mL,27641
13905,Kanamycin,1,NULL,NULL,NULL,NULL,1,NULL,µg/mL,6104
13906,Cycloheximide,1,NULL,NULL,NULL,NULL,1,NULL,µg/mL,27641
13907,Kanamycin,1,NULL,NULL,NULL,NULL,1,NULL,µg/mL,6104
13908,Cycloheximide,1,NULL,NULL,NULL,NULL,1,NULL,µg/mL,27641
13909,Kanamycin,1,NULL,NULL,NULL,NULL,1,NULL,µg/mL,6104
13910,Cycloheximide,1,NULL,NULL,NULL,NULL,1,NULL,µg/mL,27641
13911,Kanamycin,1,NULL,NULL,NULL,NULL,1,NULL,µg/mL,6104
13912,Cycloheximide,1,NULL,NULL,NULL,NULL,1,NULL,µg/mL,27641
13913,Kanamycin,1,NULL,NULL,NULL,NULL,1,NULL,µg/mL,6104
13914,Cycloheximide,1,NULL,NULL,NULL,NULL,1,NULL,µg/mL,27641
13915,Kanamycin,1,NULL,NULL,NULL,NULL,1,NULL,µg/mL,6104
13916,Cycloheximide,1,NULL,NULL,NULL,NULL,1,NULL,µg/mL,27641
13917,Kanamycin,1,NULL,NULL,NULL,NULL,1,NULL,µg/mL,6104
13918,Cycloheximide,1,NULL,NULL,NULL,NULL,1,NULL,µg/mL,27641
13919,Kanamycin,1,NULL,NULL,NULL,NULL,1,NULL,µg/mL,6104
13920,Cycloheximide,1,NULL,NULL,NULL,NULL,1,NULL,µg/mL,27641
13921,Kanamycin,1,NULL,NULL,NULL,NULL,1,NULL,µg/mL,6104
13922,Cycloheximide,1,NULL,NULL,NULL,NULL,1,NULL,µg/mL,27641
13923,Kanamycin,1,NULL,NULL,NULL,NULL,1,NULL,µg/mL,6104
13924,Kanamycin,1,NULL,NULL,NULL,NULL,1,NULL,µg/mL,6104
13925,Kanamycin,1,NULL,NULL,NULL,NULL,1,NULL,µg/mL,6104
13926,Cycloheximide,1,NULL,NULL,NULL,NULL,1,NULL,µg/mL,27641
13927,Kanamycin,1,NULL,NULL,NULL,NULL,1,NULL,µg/mL,6104
13928,Cycloheximide,1,NULL,NULL,NULL,NULL,1,NULL,µg/mL,27641
13929,Kanamycin,1,NULL,NULL,NULL,NULL,1,NULL,µg/mL,6104
13930,Kanamycin,1,NULL,NULL,NULL,NULL,1,NULL,µg/mL,6104
13931,Kanamycin,1,NULL,NULL,NULL,NULL,1,NULL,µg/mL,6104
13932,Kanamycin,1,NULL,NULL,NULL,NULL,1,NULL,µg/mL,6104
13933,Cycloheximide,1,NULL,NULL,NULL,NULL,1,NULL,µg/mL,27641
13934,Kanamycin,1,NULL,NULL,NULL,NULL,1,NULL,µg/mL,6104
13935,Cycloheximide,1,NULL,NULL,NULL,NULL,1,NULL,µg/mL,27641
13936,Kanamycin,1,NULL,NULL,NULL,NULL,1,NULL,µg/mL,6104
13937,Cycloheximide,1,NULL,NULL,NULL,NULL,1,NULL,µg/mL,27641
13938,Kanamycin,1,NULL,NULL,NULL,NULL,1,NULL,µg/mL,6104
13939,Kanamycin,1,NULL,NULL,NULL,NULL,1,NULL,µg/mL,6104
13940,Kanamycin,1,NULL,NULL,NULL,NULL,1,NULL,µg/mL,6104
13941,Kanamycin,1,NULL,NULL,NULL,NULL,1,NULL,µg/mL,6104
13942,Kanamycin,1,NULL,NULL,NULL,NULL,1,NULL,µg/mL,6104
13943,Cycloheximide,1,NULL,NULL,NULL,NULL,1,NULL,µg/mL,27641
13944,Kanamycin,1,NULL,NULL,NULL,NULL,1,NULL,µg/mL,6104
13945,Cycloheximide,1,NULL,NULL,NULL,NULL,1,NULL,µg/mL,27641
13946,Kanamycin,1,NULL,NULL,NULL,NULL,1,NULL,µg/mL,6104
13947,Cycloheximide,1,NULL,NULL,NULL,NULL,1,NULL,µg/mL,27641
13948,Kanamycin,1,NULL,NULL,NULL,NULL,1,NULL,µg/mL,6104
13949,Cycloheximide,1,NULL,NULL,NULL,NULL,1,NULL,µg/mL,27641
13950,Kanamycin,1,NULL,NULL,NULL,NULL,1,NULL,µg/mL,6104
13951,Kanamycin,1,NULL,NULL,NULL,NULL,1,NULL,µg/mL,6104
13952,Kanamycin,1,NULL,NULL,NULL,NULL,1,NULL,µg/mL,6104
13953,Kanamycin,1,NULL,NULL,NULL,NULL,1,NULL,µg/mL,6104
13954,Kanamycin,1,NULL,NULL,NULL,NULL,1,NULL,µg/mL,6104
13955,Kanamycin,1,NULL,NULL,NULL,NULL,1,NULL,µg/mL,6104
13956,Kanamycin,1,NULL,NULL,NULL,NULL,1,NULL,µg/mL,6104
13957,Kanamycin,1,NULL,NULL,NULL,NULL,1,NULL,µg/mL,6104
13958,Cycloheximide,1,NULL,NULL,NULL,NULL,1,NULL,µg/mL,27641
13959,Kanamycin,1,NULL,NULL,NULL,NULL,1,NULL,µg/mL,6104
13960,Cycloheximide,1,NULL,NULL,NULL,NULL,1,NULL,µg/mL,27641
13961,Kanamycin,1,NULL,NULL,NULL,NULL,1,NULL,µg/mL,6104
13962,Cycloheximide,1,NULL,NULL,NULL,NULL,1,NULL,µg/mL,27641
13963,Kanamycin,1,NULL,NULL,NULL,NULL,1,NULL,µg/mL,6104
13964,Kanamycin,1,NULL,NULL,NULL,NULL,1,NULL,µg/mL,6104
13965,Kanamycin,1,NULL,NULL,NULL,NULL,1,NULL,µg/mL,6104
13966,Kanamycin,1,NULL,NULL,NULL,NULL,1,NULL,µg/mL,6104
13967,Kanamycin,1,NULL,NULL,NULL,NULL,1,NULL,µg/mL,6104
13968,Kanamycin,1,NULL,NULL,NULL,NULL,1,NULL,µg/mL,6104
13969,Kanamycin,1,NULL,NULL,NULL,NULL,1,NULL,µg/mL,6104
13970,Kanamycin,1,NULL,NULL,NULL,NULL,1,NULL,µg/mL,6104
13971,Kanamycin,1,NULL,NULL,NULL,NULL,1,NULL,µg/mL,6104
13972,Kanamycin,1,NULL,NULL,NULL,NULL,1,NULL,µg/mL,6104
13973,Kanamycin,1,NULL,NULL,NULL,NULL,1,NULL,µg/mL,6104
13974,Kanamycin,1,NULL,NULL,NULL,NULL,1,NULL,µg/mL,6104
13975,Kanamycin,1,NULL,NULL,NULL,NULL,1,NULL,µg/mL,6104
13976,Kanamycin,1,NULL,NULL,NULL,NULL,1,NULL,µg/mL,6104
13977,Kanamycin,1,NULL,NULL,NULL,NULL,1,NULL,µg/mL,6104
13978,Kanamycin,1,NULL,NULL,NULL,NULL,1,NULL,µg/mL,6104
13979,Kanamycin,1,NULL,NULL,NULL,NULL,1,NULL,µg/mL,6104
13980,Kanamycin,1,NULL,NULL,NULL,NULL,1,NULL,µg/mL,6104
13981,Kanamycin,1,NULL,NULL,NULL,NULL,1,NULL,µg/mL,6104
13982,Kanamycin,1,NULL,NULL,NULL,NULL,1,NULL,µg/mL,6104
13983,Cycloheximide,1,NULL,NULL,NULL,NULL,1,NULL,µg/mL,27641
13984,Kanamycin,1,NULL,NULL,NULL,NULL,1,NULL,µg/mL,6104
13985,Kanamycin,1,NULL,NULL,NULL,NULL,1,NULL,µg/mL,6104
13986,Kanamycin,1,NULL,NULL,NULL,NULL,1,NULL,µg/mL,6104
13987,Kanamycin,1,NULL,NULL,NULL,NULL,1,NULL,µg/mL,6104
13988,Kanamycin,1,NULL,NULL,NULL,NULL,1,NULL,µg/mL,6104
13989,Kanamycin,1,NULL,NULL,NULL,NULL,1,NULL,µg/mL,6104
13990,Cycloheximide,1,NULL,NULL,NULL,NULL,1,NULL,µg/mL,27641
13991,Kanamycin,1,NULL,NULL,NULL,NULL,1,NULL,µg/mL,6104
13992,Cycloheximide,1,NULL,NULL,NULL,NULL,1,NULL,µg/mL,27641
13993,Ampicillin,1,NULL,NULL,NULL,NULL,1,NULL,µg/mL,28971
13994,Kanamycin,1,NULL,NULL,NULL,NULL,1,NULL,µg/mL,6104
13995,Kanamycin,1,NULL,NULL,NULL,NULL,1,NULL,µg/mL,6104
13996,Kanamycin,1,NULL,NULL,NULL,NULL,1,NULL,µg/mL,6104
13997,Kanamycin,1,NULL,NULL,NULL,NULL,1,NULL,µg/mL,6104
13998,Cycloheximide,1,NULL,NULL,NULL,NULL,1,NULL,µg/mL,27641
13999,Kanamycin,1,NULL,NULL,NULL,NULL,1,NULL,µg/mL,6104
14000,Cycloheximide,1,NULL,NULL,NULL,NULL,1,NULL,µg/mL,27641
14001,Kanamycin,1,NULL,NULL,NULL,NULL,1,NULL,µg/mL,6104
14002,Kanamycin,1,NULL,NULL,NULL,NULL,1,NULL,µg/mL,6104
14003,Kanamycin,1,NULL,NULL,NULL,NULL,1,NULL,µg/mL,6104
14004,Kanamycin,1,NULL,NULL,NULL,NULL,1,NULL,µg/mL,6104
14005,Kanamycin,1,NULL,NULL,NULL,NULL,1,NULL,µg/mL,6104
14006,Kanamycin,1,NULL,NULL,NULL,NULL,1,NULL,µg/mL,6104
14007,Kanamycin,1,NULL,NULL,NULL,NULL,1,NULL,µg/mL,6104
14008,Ampicillin,1,NULL,NULL,NULL,NULL,1,NULL,µg/mL,28971
14009,Kanamycin,1,NULL,NULL,NULL,NULL,1,NULL,µg/mL,6104
14010,Kanamycin,1,NULL,NULL,NULL,NULL,1,NULL,µg/mL,6104
14011,Kanamycin,1,NULL,NULL,NULL,NULL,1,NULL,µg/mL,6104
14012,Ampicillin,1,NULL,NULL,NULL,NULL,1,NULL,µg/mL,28971
14013,Ampicillin,1,NULL,NULL,NULL,NULL,1,NULL,µg/mL,28971
14014,Ampicillin,1,NULL,NULL,NULL,NULL,1,NULL,µg/mL,28971
14015,Kanamycin,1,NULL,NULL,NULL,NULL,1,NULL,µg/mL,6104
14016,Ampicillin,1,NULL,NULL,NULL,NULL,1,NULL,µg/mL,28971
14017,Ampicillin,1,NULL,NULL,NULL,NULL,1,NULL,µg/mL,28971
14018,Kanamycin,1,NULL,NULL,NULL,NULL,1,NULL,µg/mL,6104
14019,Kanamycin,1,NULL,NULL,NULL,NULL,1,NULL,µg/mL,6104
14020,Kanamycin,1,NULL,NULL,NULL,NULL,1,NULL,µg/mL,6104
14021,Kanamycin,1,NULL,NULL,NULL,NULL,1,NULL,µg/mL,6104
14022,Kanamycin,1,NULL,NULL,NULL,NULL,1,NULL,µg/mL,6104
14023,Kanamycin,1,NULL,NULL,NULL,NULL,1,NULL,µg/mL,6104
14024,Kanamycin,1,NULL,NULL,NULL,NULL,1,NULL,µg/mL,6104
14025,Kanamycin,1,NULL,NULL,NULL,NULL,1,NULL,µg/mL,6104
14026,Ampicillin,1,NULL,NULL,NULL,NULL,1,NULL,µg/mL,28971
14027,Ampicillin,1,NULL,NULL,NULL,NULL,1,NULL,µg/mL,28971
14028,Kanamycin,1,NULL,NULL,NULL,NULL,1,NULL,µg/mL,6104
14029,Cycloheximide,1,NULL,NULL,NULL,NULL,1,NULL,µg/mL,27641
14030,Ampicillin,1,NULL,NULL,NULL,NULL,1,NULL,µg/mL,28971
14031,Kanamycin,1,NULL,NULL,NULL,NULL,1,NULL,µg/mL,6104
14032,Kanamycin,1,NULL,NULL,NULL,NULL,1,NULL,µg/mL,6104
14033,Ampicillin,1,NULL,NULL,NULL,NULL,1,NULL,µg/mL,28971
14034,Kanamycin,1,NULL,NULL,NULL,NULL,1,NULL,µg/mL,6104
14035,Kanamycin,1,NULL,NULL,NULL,NULL,1,NULL,µg/mL,6104
14036,Kanamycin,1,NULL,NULL,NULL,NULL,1,NULL,µg/mL,6104
14037,Kanamycin,1,NULL,NULL,NULL,NULL,1,NULL,µg/mL,6104
14038,Kanamycin,1,NULL,NULL,NULL,NULL,1,NULL,µg/mL,6104
14039,Kanamycin,1,NULL,NULL,NULL,NULL,1,NULL,µg/mL,6104
14040,Kanamycin,1,NULL,NULL,NULL,NULL,1,NULL,µg/mL,6104
14041,Kanamycin,1,NULL,NULL,NULL,NULL,1,NULL,µg/mL,6104
14042,Kanamycin,1,NULL,NULL,NULL,NULL,1,NULL,µg/mL,6104
14043,Kanamycin,1,NULL,NULL,NULL,NULL,1,NULL,µg/mL,6104
14044,Kanamycin,1,NULL,NULL,NULL,NULL,1,NULL,µg/mL,6104
14045,Kanamycin,1,NULL,NULL,NULL,NULL,1,NULL,µg/mL,6104
14046,Kanamycin,1,NULL,NULL,NULL,NULL,1,NULL,µg/mL,6104
14047,Kanamycin,1,NULL,NULL,NULL,NULL,1,NULL,µg/mL,6104
14048,Kanamycin,1,NULL,NULL,NULL,NULL,1,NULL,µg/mL,6104
14049,Kanamycin,1,NULL,NULL,NULL,NULL,1,NULL,µg/mL,6104
14050,Kanamycin,1,NULL,NULL,NULL,NULL,1,NULL,µg/mL,6104
14051,Kanamycin,1,NULL,NULL,NULL,NULL,1,NULL,µg/mL,6104
14052,Kanamycin,1,NULL,NULL,NULL,NULL,1,NULL,µg/mL,6104
14053,Kanamycin,1,NULL,NULL,NULL,NULL,1,NULL,µg/mL,6104
14055,Kanamycin,1,NULL,NULL,NULL,NULL,1,NULL,µg/mL,6104
14056,Kanamycin,1,NULL,NULL,NULL,NULL,1,NULL,µg/mL,6104
14057,Kanamycin,1,NULL,NULL,NULL,NULL,1,NULL,µg/mL,6104
14058,Kanamycin,1,NULL,NULL,NULL,NULL,1,NULL,µg/mL,6104
14059,Kanamycin,1,NULL,NULL,NULL,NULL,1,NULL,µg/mL,6104
14060,Ampicillin,1,NULL,NULL,NULL,NULL,1,NULL,µg/mL,28971
14061,Kanamycin,1,NULL,NULL,NULL,NULL,1,NULL,µg/mL,6104
14062,Kanamycin,1,NULL,NULL,NULL,NULL,1,NULL,µg/mL,6104
14063,Kanamycin,1,NULL,NULL,NULL,NULL,1,NULL,µg/mL,6104
14064,Kanamycin,1,NULL,NULL,NULL,NULL,1,NULL,µg/mL,6104
14065,Kanamycin,1,NULL,NULL,NULL,NULL,1,NULL,µg/mL,6104
14066,Kanamycin,1,NULL,NULL,NULL,NULL,1,NULL,µg/mL,6104
14067,Kanamycin,1,NULL,NULL,NULL,NULL,1,NULL,µg/mL,6104
14068,Kanamycin,1,NULL,NULL,NULL,NULL,1,NULL,µg/mL,6104
14069,Kanamycin,1,NULL,NULL,NULL,NULL,1,NULL,µg/mL,6104
14070,Kanamycin,1,NULL,NULL,NULL,NULL,1,NULL,µg/mL,6104
14071,Kanamycin,1,NULL,NULL,NULL,NULL,1,NULL,µg/mL,6104
14072,Kanamycin,1,NULL,NULL,NULL,NULL,1,NULL,µg/mL,6104
14073,Kanamycin,1,NULL,NULL,NULL,NULL,1,NULL,µg/mL,6104
14074,Kanamycin,1,NULL,NULL,NULL,NULL,1,NULL,µg/mL,6104
14075,Kanamycin,1,NULL,NULL,NULL,NULL,1,NULL,µg/mL,6104
14076,Kanamycin,1,NULL,NULL,NULL,NULL,1,NULL,µg/mL,6104
14077,Kanamycin,1,NULL,NULL,NULL,NULL,1,NULL,µg/mL,6104
14078,Kanamycin,1,NULL,NULL,NULL,NULL,1,NULL,µg/mL,6104
14079,Kanamycin,1,NULL,NULL,NULL,NULL,1,NULL,µg/mL,6104
14080,Ampicillin,1,NULL,NULL,NULL,NULL,1,NULL,µg/mL,28971
14081,Kanamycin,1,NULL,NULL,NULL,NULL,1,NULL,µg/mL,6104
14082,Ampicillin,1,NULL,NULL,NULL,NULL,1,NULL,µg/mL,28971
14083,Kanamycin,1,NULL,NULL,NULL,NULL,1,NULL,µg/mL,6104
14084,Kanamycin,1,NULL,NULL,NULL,NULL,1,NULL,µg/mL,6104
14085,Ampicillin,1,NULL,NULL,NULL,NULL,1,NULL,µg/mL,28971
14086,Kanamycin,1,NULL,NULL,NULL,NULL,1,NULL,µg/mL,6104
14087,Kanamycin,1,NULL,NULL,NULL,NULL,1,NULL,µg/mL,6104
14088,Kanamycin,1,NULL,NULL,NULL,NULL,1,NULL,µg/mL,6104
14089,Kanamycin,1,NULL,NULL,NULL,NULL,1,NULL,µg/mL,6104
14090,Ampicillin,1,NULL,NULL,NULL,NULL,1,NULL,µg/mL,28971
14091,Kanamycin,1,NULL,NULL,NULL,NULL,1,NULL,µg/mL,6104
14092,Ampicillin,1,NULL,NULL,NULL,NULL,1,NULL,µg/mL,28971
14093,Ampicillin,1,NULL,NULL,NULL,NULL,1,NULL,µg/mL,28971
14094,Kanamycin,1,NULL,NULL,NULL,NULL,1,NULL,µg/mL,6104
14095,Kanamycin,1,NULL,NULL,NULL,NULL,1,NULL,µg/mL,6104
14096,Ampicillin,1,NULL,NULL,NULL,NULL,1,NULL,µg/mL,28971
14097,Kanamycin,1,NULL,NULL,NULL,NULL,1,NULL,µg/mL,6104
14098,Ampicillin,1,NULL,NULL,NULL,NULL,1,NULL,µg/mL,28971
14099,Kanamycin,1,NULL,NULL,NULL,NULL,1,NULL,µg/mL,6104
14100,Kanamycin,1,NULL,NULL,NULL,NULL,1,NULL,µg/mL,6104
14101,Kanamycin,1,NULL,NULL,NULL,NULL,1,NULL,µg/mL,6104
14102,Kanamycin,1,NULL,NULL,NULL,NULL,1,NULL,µg/mL,6104
14103,Kanamycin,1,NULL,NULL,NULL,NULL,1,NULL,µg/mL,6104
14104,Kanamycin,1,NULL,NULL,NULL,NULL,1,NULL,µg/mL,6104
14105,Kanamycin,1,NULL,NULL,NULL,NULL,1,NULL,µg/mL,6104
14106,Kanamycin,1,NULL,NULL,NULL,NULL,1,NULL,µg/mL,6104
14107,Kanamycin,1,NULL,NULL,NULL,NULL,1,NULL,µg/mL,6104
14108,Kanamycin,1,NULL,NULL,NULL,NULL,1,NULL,µg/mL,6104
14109,Kanamycin,1,NULL,NULL,NULL,NULL,1,NULL,µg/mL,6104
14110,Kanamycin,1,NULL,NULL,NULL,NULL,1,NULL,µg/mL,6104
14111,Ampicillin,1,NULL,NULL,NULL,NULL,1,NULL,µg/mL,28971
14112,Kanamycin,1,NULL,NULL,NULL,NULL,1,NULL,µg/mL,6104
14113,Kanamycin,1,NULL,NULL,NULL,NULL,1,NULL,µg/mL,6104
14114,Kanamycin,1,NULL,NULL,NULL,NULL,1,NULL,µg/mL,6104
14115,Kanamycin,1,NULL,NULL,NULL,NULL,1,NULL,µg/mL,6104
14116,Kanamycin,1,NULL,NULL,NULL,NULL,1,NULL,µg/mL,6104
14117,Kanamycin,1,NULL,NULL,NULL,NULL,1,NULL,µg/mL,6104
14118,Kanamycin,1,NULL,NULL,NULL,NULL,1,NULL,µg/mL,6104
14119,Kanamycin,1,NULL,NULL,NULL,NULL,1,NULL,µg/mL,6104
14120,Kanamycin,1,NULL,NULL,NULL,NULL,1,NULL,µg/mL,6104
14121,Kanamycin,1,NULL,NULL,NULL,NULL,1,NULL,µg/mL,6104
14122,Kanamycin,1,NULL,NULL,NULL,NULL,1,NULL,µg/mL,6104
14123,Kanamycin,1,NULL,NULL,NULL,NULL,1,NULL,µg/mL,6104
14124,Kanamycin,1,NULL,NULL,NULL,NULL,1,NULL,µg/mL,6104
14125,Kanamycin,1,NULL,NULL,NULL,NULL,1,NULL,µg/mL,6104
