ID_multimedia,file_name,file_path,file,full_file_path,FSI_URL,media_type,IPR,license_type,caption,created,creator,capture_equipment,ID_strains,ID_reference,manual_annotation,FK_tbl_images_micro,timestamp_micro,last_change
750,Cb_f35_M4731_S4701.tif,/dsmz_profile/Pictures_DSMZ_Web/Cystobacter_fuscus/Cb_f35,,/dsmz_profile/Pictures_DSMZ_Web/Cystobacter_fuscus/Cb_f35,http://mediastorage.bgbm.org/fsi/server?type=image&source=dsmz_profile%2FPictures_DSMZ_Web%2FCystobacter_fuscus%2FCb_f35%2FCb_f35_M4731_S4701.tif,tiff,Helmholtz-Zentrum für Infektionsforschung GmbH,(C) Leibniz-Institut DSMZ-Deutsche Sammlung von Mikroorganismen und Zellkulturen GmbH,Cb f35,,"Reichenbach, H.",,18276,18281,1,,,2016-03-22 14:22:16
751,Cb_f33_M4829_S4709.tif,/dsmz_profile/Pictures_DSMZ_Web/Cystobacter_fuscus/Cb_f33,,/dsmz_profile/Pictures_DSMZ_Web/Cystobacter_fuscus/Cb_f33,http://mediastorage.bgbm.org/fsi/server?type=image&source=dsmz_profile%2FPictures_DSMZ_Web%2FCystobacter_fuscus%2FCb_f33%2FCb_f33_M4829_S4709.tif,tiff,Helmholtz-Zentrum für Infektionsforschung GmbH,(C) Leibniz-Institut DSMZ-Deutsche Sammlung von Mikroorganismen und Zellkulturen GmbH,Cb f33,,"Reichenbach, H.",,18279,18281,1,,,2016-03-22 14:22:16
752,Cb_g53_M10578_S8895.tif,/dsmz_profile/Pictures_DSMZ_Web/Cystobacter_gracilis/Cb_g53,,/dsmz_profile/Pictures_DSMZ_Web/Cystobacter_gracilis/Cb_g53,http://mediastorage.bgbm.org/fsi/server?type=image&source=dsmz_profile%2FPictures_DSMZ_Web%2FCystobacter_gracilis%2FCb_g53%2FCb_g53_M10578_S8895.tif,tiff,Helmholtz-Zentrum für Infektionsforschung GmbH,(C) Leibniz-Institut DSMZ-Deutsche Sammlung von Mikroorganismen und Zellkulturen GmbH,Cb g53,,"Reichenbach, H.",,19133,18281,1,,,2016-03-22 14:22:16
753,Cb_g53_M10579_S8896.tif,/dsmz_profile/Pictures_DSMZ_Web/Cystobacter_gracilis/Cb_g53,,/dsmz_profile/Pictures_DSMZ_Web/Cystobacter_gracilis/Cb_g53,http://mediastorage.bgbm.org/fsi/server?type=image&source=dsmz_profile%2FPictures_DSMZ_Web%2FCystobacter_gracilis%2FCb_g53%2FCb_g53_M10579_S8896.tif,tiff,Helmholtz-Zentrum für Infektionsforschung GmbH,(C) Leibniz-Institut DSMZ-Deutsche Sammlung von Mikroorganismen und Zellkulturen GmbH,Cb g53,,"Reichenbach, H.",,19133,18281,1,,,2016-03-22 14:22:16
754,Cb_g53_M10580_S8897.tif,/dsmz_profile/Pictures_DSMZ_Web/Cystobacter_gracilis/Cb_g53,,/dsmz_profile/Pictures_DSMZ_Web/Cystobacter_gracilis/Cb_g53,http://mediastorage.bgbm.org/fsi/server?type=image&source=dsmz_profile%2FPictures_DSMZ_Web%2FCystobacter_gracilis%2FCb_g53%2FCb_g53_M10580_S8897.tif,tiff,Helmholtz-Zentrum für Infektionsforschung GmbH,(C) Leibniz-Institut DSMZ-Deutsche Sammlung von Mikroorganismen und Zellkulturen GmbH,Cb g53,,"Reichenbach, H.",,19133,18281,1,,,2016-03-22 14:22:16
755,Cb_g53_M10581_S8898.tif,/dsmz_profile/Pictures_DSMZ_Web/Cystobacter_gracilis/Cb_g53,,/dsmz_profile/Pictures_DSMZ_Web/Cystobacter_gracilis/Cb_g53,http://mediastorage.bgbm.org/fsi/server?type=image&source=dsmz_profile%2FPictures_DSMZ_Web%2FCystobacter_gracilis%2FCb_g53%2FCb_g53_M10581_S8898.tif,tiff,Helmholtz-Zentrum für Infektionsforschung GmbH,(C) Leibniz-Institut DSMZ-Deutsche Sammlung von Mikroorganismen und Zellkulturen GmbH,Cb g53,,"Reichenbach, H.",,19133,18281,1,,,2016-03-22 14:22:16
756,Cb_g53_M10582_S8899.tif,/dsmz_profile/Pictures_DSMZ_Web/Cystobacter_gracilis/Cb_g53,,/dsmz_profile/Pictures_DSMZ_Web/Cystobacter_gracilis/Cb_g53,http://mediastorage.bgbm.org/fsi/server?type=image&source=dsmz_profile%2FPictures_DSMZ_Web%2FCystobacter_gracilis%2FCb_g53%2FCb_g53_M10582_S8899.tif,tiff,Helmholtz-Zentrum für Infektionsforschung GmbH,(C) Leibniz-Institut DSMZ-Deutsche Sammlung von Mikroorganismen und Zellkulturen GmbH,Cb g53,,"Reichenbach, H.",,19133,18281,1,,,2016-03-22 14:22:16
757,Cb_g53_M10583_S8900.tif,/dsmz_profile/Pictures_DSMZ_Web/Cystobacter_gracilis/Cb_g53,,/dsmz_profile/Pictures_DSMZ_Web/Cystobacter_gracilis/Cb_g53,http://mediastorage.bgbm.org/fsi/server?type=image&source=dsmz_profile%2FPictures_DSMZ_Web%2FCystobacter_gracilis%2FCb_g53%2FCb_g53_M10583_S8900.tif,tiff,Helmholtz-Zentrum für Infektionsforschung GmbH,(C) Leibniz-Institut DSMZ-Deutsche Sammlung von Mikroorganismen und Zellkulturen GmbH,Cb g53,,"Reichenbach, H.",,19133,18281,1,,,2016-03-22 14:22:16
758,Cb_g53_M10584_S11601.tif,/dsmz_profile/Pictures_DSMZ_Web/Cystobacter_gracilis/Cb_g53,,/dsmz_profile/Pictures_DSMZ_Web/Cystobacter_gracilis/Cb_g53,http://mediastorage.bgbm.org/fsi/server?type=image&source=dsmz_profile%2FPictures_DSMZ_Web%2FCystobacter_gracilis%2FCb_g53%2FCb_g53_M10584_S11601.tif,tiff,Helmholtz-Zentrum für Infektionsforschung GmbH,(C) Leibniz-Institut DSMZ-Deutsche Sammlung von Mikroorganismen und Zellkulturen GmbH,Cb g53,,"Reichenbach, H.",,19133,18281,1,,,2016-03-22 14:22:16
759,Cb_g53_M10586_S11603.tif,/dsmz_profile/Pictures_DSMZ_Web/Cystobacter_gracilis/Cb_g53,,/dsmz_profile/Pictures_DSMZ_Web/Cystobacter_gracilis/Cb_g53,http://mediastorage.bgbm.org/fsi/server?type=image&source=dsmz_profile%2FPictures_DSMZ_Web%2FCystobacter_gracilis%2FCb_g53%2FCb_g53_M10586_S11603.tif,tiff,Helmholtz-Zentrum für Infektionsforschung GmbH,(C) Leibniz-Institut DSMZ-Deutsche Sammlung von Mikroorganismen und Zellkulturen GmbH,Cb g53,,"Reichenbach, H.",,19133,18281,1,,,2016-03-22 14:22:16
760,Cb_g53_M10589_S11606.tif,/dsmz_profile/Pictures_DSMZ_Web/Cystobacter_gracilis/Cb_g53,,/dsmz_profile/Pictures_DSMZ_Web/Cystobacter_gracilis/Cb_g53,http://mediastorage.bgbm.org/fsi/server?type=image&source=dsmz_profile%2FPictures_DSMZ_Web%2FCystobacter_gracilis%2FCb_g53%2FCb_g53_M10589_S11606.tif,tiff,Helmholtz-Zentrum für Infektionsforschung GmbH,(C) Leibniz-Institut DSMZ-Deutsche Sammlung von Mikroorganismen und Zellkulturen GmbH,Cb g53,,"Reichenbach, H.",,19133,18281,1,,,2016-03-22 14:22:16
761,Cb_g53_M10590_S11605.tif,/dsmz_profile/Pictures_DSMZ_Web/Cystobacter_gracilis/Cb_g53,,/dsmz_profile/Pictures_DSMZ_Web/Cystobacter_gracilis/Cb_g53,http://mediastorage.bgbm.org/fsi/server?type=image&source=dsmz_profile%2FPictures_DSMZ_Web%2FCystobacter_gracilis%2FCb_g53%2FCb_g53_M10590_S11605.tif,tiff,Helmholtz-Zentrum für Infektionsforschung GmbH,(C) Leibniz-Institut DSMZ-Deutsche Sammlung von Mikroorganismen und Zellkulturen GmbH,Cb g53,,"Reichenbach, H.",,19133,18281,1,,,2016-03-22 14:22:16
762,Cb_g53_M10591_S11604.tif,/dsmz_profile/Pictures_DSMZ_Web/Cystobacter_gracilis/Cb_g53,,/dsmz_profile/Pictures_DSMZ_Web/Cystobacter_gracilis/Cb_g53,http://mediastorage.bgbm.org/fsi/server?type=image&source=dsmz_profile%2FPictures_DSMZ_Web%2FCystobacter_gracilis%2FCb_g53%2FCb_g53_M10591_S11604.tif,tiff,Helmholtz-Zentrum für Infektionsforschung GmbH,(C) Leibniz-Institut DSMZ-Deutsche Sammlung von Mikroorganismen und Zellkulturen GmbH,Cb g53,,"Reichenbach, H.",,19133,18281,1,,,2016-03-22 14:22:16
763,Cb_g53_M10592_S11607.tif,/dsmz_profile/Pictures_DSMZ_Web/Cystobacter_gracilis/Cb_g53,,/dsmz_profile/Pictures_DSMZ_Web/Cystobacter_gracilis/Cb_g53,http://mediastorage.bgbm.org/fsi/server?type=image&source=dsmz_profile%2FPictures_DSMZ_Web%2FCystobacter_gracilis%2FCb_g53%2FCb_g53_M10592_S11607.tif,tiff,Helmholtz-Zentrum für Infektionsforschung GmbH,(C) Leibniz-Institut DSMZ-Deutsche Sammlung von Mikroorganismen und Zellkulturen GmbH,Cb g53,,"Reichenbach, H.",,19133,18281,1,,,2016-03-22 14:22:16
764,Cb_g53_M10593_S11608.tif,/dsmz_profile/Pictures_DSMZ_Web/Cystobacter_gracilis/Cb_g53,,/dsmz_profile/Pictures_DSMZ_Web/Cystobacter_gracilis/Cb_g53,http://mediastorage.bgbm.org/fsi/server?type=image&source=dsmz_profile%2FPictures_DSMZ_Web%2FCystobacter_gracilis%2FCb_g53%2FCb_g53_M10593_S11608.tif,tiff,Helmholtz-Zentrum für Infektionsforschung GmbH,(C) Leibniz-Institut DSMZ-Deutsche Sammlung von Mikroorganismen und Zellkulturen GmbH,Cb g53,,"Reichenbach, H.",,19133,18281,1,,,2016-03-22 14:22:16
765,Cb_mi4_M9877_S8780.tif,/dsmz_profile/Pictures_DSMZ_Web/Cystobacter_miniatus/Cb_mi4,,/dsmz_profile/Pictures_DSMZ_Web/Cystobacter_miniatus/Cb_mi4,http://mediastorage.bgbm.org/fsi/server?type=image&source=dsmz_profile%2FPictures_DSMZ_Web%2FCystobacter_miniatus%2FCb_mi4%2FCb_mi4_M9877_S8780.tif,tiff,Helmholtz-Zentrum für Infektionsforschung GmbH,(C) Leibniz-Institut DSMZ-Deutsche Sammlung von Mikroorganismen und Zellkulturen GmbH,Cb mi4,,"Reichenbach, H.",,21063,18281,1,,,2016-03-22 14:22:16
766,Cb_mi4_M9878_S8781.tif,/dsmz_profile/Pictures_DSMZ_Web/Cystobacter_miniatus/Cb_mi4,,/dsmz_profile/Pictures_DSMZ_Web/Cystobacter_miniatus/Cb_mi4,http://mediastorage.bgbm.org/fsi/server?type=image&source=dsmz_profile%2FPictures_DSMZ_Web%2FCystobacter_miniatus%2FCb_mi4%2FCb_mi4_M9878_S8781.tif,tiff,Helmholtz-Zentrum für Infektionsforschung GmbH,(C) Leibniz-Institut DSMZ-Deutsche Sammlung von Mikroorganismen und Zellkulturen GmbH,Cb mi4,,"Reichenbach, H.",,21063,18281,1,,,2016-03-22 14:22:16
767,Cb_mi4_M9879_S8782.tif,/dsmz_profile/Pictures_DSMZ_Web/Cystobacter_miniatus/Cb_mi4,,/dsmz_profile/Pictures_DSMZ_Web/Cystobacter_miniatus/Cb_mi4,http://mediastorage.bgbm.org/fsi/server?type=image&source=dsmz_profile%2FPictures_DSMZ_Web%2FCystobacter_miniatus%2FCb_mi4%2FCb_mi4_M9879_S8782.tif,tiff,Helmholtz-Zentrum für Infektionsforschung GmbH,(C) Leibniz-Institut DSMZ-Deutsche Sammlung von Mikroorganismen und Zellkulturen GmbH,Cb mi4,,"Reichenbach, H.",,21063,18281,1,,,2016-03-22 14:22:16
768,Cb_mi4_M9880_S8783.tif,/dsmz_profile/Pictures_DSMZ_Web/Cystobacter_miniatus/Cb_mi4,,/dsmz_profile/Pictures_DSMZ_Web/Cystobacter_miniatus/Cb_mi4,http://mediastorage.bgbm.org/fsi/server?type=image&source=dsmz_profile%2FPictures_DSMZ_Web%2FCystobacter_miniatus%2FCb_mi4%2FCb_mi4_M9880_S8783.tif,tiff,Helmholtz-Zentrum für Infektionsforschung GmbH,(C) Leibniz-Institut DSMZ-Deutsche Sammlung von Mikroorganismen und Zellkulturen GmbH,Cb mi4,,"Reichenbach, H.",,21063,18281,1,,,2016-03-22 14:22:16
769,Cb_mi4_M9961_S8805.tif,/dsmz_profile/Pictures_DSMZ_Web/Cystobacter_miniatus/Cb_mi4,,/dsmz_profile/Pictures_DSMZ_Web/Cystobacter_miniatus/Cb_mi4,http://mediastorage.bgbm.org/fsi/server?type=image&source=dsmz_profile%2FPictures_DSMZ_Web%2FCystobacter_miniatus%2FCb_mi4%2FCb_mi4_M9961_S8805.tif,tiff,Helmholtz-Zentrum für Infektionsforschung GmbH,(C) Leibniz-Institut DSMZ-Deutsche Sammlung von Mikroorganismen und Zellkulturen GmbH,Cb mi4,,"Reichenbach, H.",,21063,18281,1,,,2016-03-22 14:22:16
770,Cb_mi4_M9962_S8806.tif,/dsmz_profile/Pictures_DSMZ_Web/Cystobacter_miniatus/Cb_mi4,,/dsmz_profile/Pictures_DSMZ_Web/Cystobacter_miniatus/Cb_mi4,http://mediastorage.bgbm.org/fsi/server?type=image&source=dsmz_profile%2FPictures_DSMZ_Web%2FCystobacter_miniatus%2FCb_mi4%2FCb_mi4_M9962_S8806.tif,tiff,Helmholtz-Zentrum für Infektionsforschung GmbH,(C) Leibniz-Institut DSMZ-Deutsche Sammlung von Mikroorganismen und Zellkulturen GmbH,Cb mi4,,"Reichenbach, H.",,21063,18281,1,,,2016-03-22 14:22:16
771,Cb_mi4_M9963_S8807.tif,/dsmz_profile/Pictures_DSMZ_Web/Cystobacter_miniatus/Cb_mi4,,/dsmz_profile/Pictures_DSMZ_Web/Cystobacter_miniatus/Cb_mi4,http://mediastorage.bgbm.org/fsi/server?type=image&source=dsmz_profile%2FPictures_DSMZ_Web%2FCystobacter_miniatus%2FCb_mi4%2FCb_mi4_M9963_S8807.tif,tiff,Helmholtz-Zentrum für Infektionsforschung GmbH,(C) Leibniz-Institut DSMZ-Deutsche Sammlung von Mikroorganismen und Zellkulturen GmbH,Cb mi4,,"Reichenbach, H.",,21063,18281,1,,,2016-03-22 14:22:16
772,Cb_mi4_M9964_S8808.tif,/dsmz_profile/Pictures_DSMZ_Web/Cystobacter_miniatus/Cb_mi4,,/dsmz_profile/Pictures_DSMZ_Web/Cystobacter_miniatus/Cb_mi4,http://mediastorage.bgbm.org/fsi/server?type=image&source=dsmz_profile%2FPictures_DSMZ_Web%2FCystobacter_miniatus%2FCb_mi4%2FCb_mi4_M9964_S8808.tif,tiff,Helmholtz-Zentrum für Infektionsforschung GmbH,(C) Leibniz-Institut DSMZ-Deutsche Sammlung von Mikroorganismen und Zellkulturen GmbH,Cb mi4,,"Reichenbach, H.",,21063,18281,1,,,2016-03-22 14:22:16
773,Cb_gl15_M10518_S8890.tif,/dsmz_profile/Pictures_DSMZ_Web/Cystobacter_gracillimus/Cb_gl15,,/dsmz_profile/Pictures_DSMZ_Web/Cystobacter_gracillimus/Cb_gl15,http://mediastorage.bgbm.org/fsi/server?type=image&source=dsmz_profile%2FPictures_DSMZ_Web%2FCystobacter_gracillimus%2FCb_gl15%2FCb_gl15_M10518_S8890.tif,tiff,Helmholtz-Zentrum für Infektionsforschung GmbH,(C) Leibniz-Institut DSMZ-Deutsche Sammlung von Mikroorganismen und Zellkulturen GmbH,Cb gl15,,"Reichenbach, H.",,22225,18281,1,,,2016-03-22 14:22:16
774,Cb_gl15_M10519_S8891.tif,/dsmz_profile/Pictures_DSMZ_Web/Cystobacter_gracillimus/Cb_gl15,,/dsmz_profile/Pictures_DSMZ_Web/Cystobacter_gracillimus/Cb_gl15,http://mediastorage.bgbm.org/fsi/server?type=image&source=dsmz_profile%2FPictures_DSMZ_Web%2FCystobacter_gracillimus%2FCb_gl15%2FCb_gl15_M10519_S8891.tif,tiff,Helmholtz-Zentrum für Infektionsforschung GmbH,(C) Leibniz-Institut DSMZ-Deutsche Sammlung von Mikroorganismen und Zellkulturen GmbH,Cb gl15,,"Reichenbach, H.",,22225,18281,1,,,2016-03-22 14:22:16
775,Cb_gl15_M10520_S8892.tif,/dsmz_profile/Pictures_DSMZ_Web/Cystobacter_gracillimus/Cb_gl15,,/dsmz_profile/Pictures_DSMZ_Web/Cystobacter_gracillimus/Cb_gl15,http://mediastorage.bgbm.org/fsi/server?type=image&source=dsmz_profile%2FPictures_DSMZ_Web%2FCystobacter_gracillimus%2FCb_gl15%2FCb_gl15_M10520_S8892.tif,tiff,Helmholtz-Zentrum für Infektionsforschung GmbH,(C) Leibniz-Institut DSMZ-Deutsche Sammlung von Mikroorganismen und Zellkulturen GmbH,Cb gl15,,"Reichenbach, H.",,22225,18281,1,,,2016-03-22 14:22:16
780,Cb_v25_M4746_S4702.tif,/dsmz_profile/Pictures_DSMZ_Web/Cystobacter_velatus/Cb_v25,,/dsmz_profile/Pictures_DSMZ_Web/Cystobacter_velatus/Cb_v25,http://mediastorage.bgbm.org/fsi/server?type=image&source=dsmz_profile%2FPictures_DSMZ_Web%2FCystobacter_velatus%2FCb_v25%2FCb_v25_M4746_S4702.tif,tiff,Helmholtz-Zentrum für Infektionsforschung GmbH,(C) Leibniz-Institut DSMZ-Deutsche Sammlung von Mikroorganismen und Zellkulturen GmbH,Cb v25,,"Reichenbach, H.",,18178,18281,1,,,2016-03-22 14:22:16
781,Cb_v25_M4747_S3369.tif,/dsmz_profile/Pictures_DSMZ_Web/Cystobacter_velatus/Cb_v25,,/dsmz_profile/Pictures_DSMZ_Web/Cystobacter_velatus/Cb_v25,http://mediastorage.bgbm.org/fsi/server?type=image&source=dsmz_profile%2FPictures_DSMZ_Web%2FCystobacter_velatus%2FCb_v25%2FCb_v25_M4747_S3369.tif,tiff,Helmholtz-Zentrum für Infektionsforschung GmbH,(C) Leibniz-Institut DSMZ-Deutsche Sammlung von Mikroorganismen und Zellkulturen GmbH,Cb v25,,"Reichenbach, H.",,18178,18281,1,,,2016-03-22 14:22:16
782,Cb_v25_M4749_S4703.tif,/dsmz_profile/Pictures_DSMZ_Web/Cystobacter_velatus/Cb_v25,,/dsmz_profile/Pictures_DSMZ_Web/Cystobacter_velatus/Cb_v25,http://mediastorage.bgbm.org/fsi/server?type=image&source=dsmz_profile%2FPictures_DSMZ_Web%2FCystobacter_velatus%2FCb_v25%2FCb_v25_M4749_S4703.tif,tiff,Helmholtz-Zentrum für Infektionsforschung GmbH,(C) Leibniz-Institut DSMZ-Deutsche Sammlung von Mikroorganismen und Zellkulturen GmbH,Cb v25,,"Reichenbach, H.",,18178,18281,1,,,2016-03-22 14:22:16
783,Cb_v25_M4750_S4705.tif,/dsmz_profile/Pictures_DSMZ_Web/Cystobacter_velatus/Cb_v25,,/dsmz_profile/Pictures_DSMZ_Web/Cystobacter_velatus/Cb_v25,http://mediastorage.bgbm.org/fsi/server?type=image&source=dsmz_profile%2FPictures_DSMZ_Web%2FCystobacter_velatus%2FCb_v25%2FCb_v25_M4750_S4705.tif,tiff,Helmholtz-Zentrum für Infektionsforschung GmbH,(C) Leibniz-Institut DSMZ-Deutsche Sammlung von Mikroorganismen und Zellkulturen GmbH,Cb v25,,"Reichenbach, H.",,18178,18281,1,,,2016-03-22 14:22:16
784,Cb_v25_M4751_S4704.tif,/dsmz_profile/Pictures_DSMZ_Web/Cystobacter_velatus/Cb_v25,,/dsmz_profile/Pictures_DSMZ_Web/Cystobacter_velatus/Cb_v25,http://mediastorage.bgbm.org/fsi/server?type=image&source=dsmz_profile%2FPictures_DSMZ_Web%2FCystobacter_velatus%2FCb_v25%2FCb_v25_M4751_S4704.tif,tiff,Helmholtz-Zentrum für Infektionsforschung GmbH,(C) Leibniz-Institut DSMZ-Deutsche Sammlung von Mikroorganismen und Zellkulturen GmbH,Cb v25,,"Reichenbach, H.",,18178,18281,1,,,2016-03-22 14:22:16
785,Cb_v25_M4752_S3370.tif,/dsmz_profile/Pictures_DSMZ_Web/Cystobacter_velatus/Cb_v25,,/dsmz_profile/Pictures_DSMZ_Web/Cystobacter_velatus/Cb_v25,http://mediastorage.bgbm.org/fsi/server?type=image&source=dsmz_profile%2FPictures_DSMZ_Web%2FCystobacter_velatus%2FCb_v25%2FCb_v25_M4752_S3370.tif,tiff,Helmholtz-Zentrum für Infektionsforschung GmbH,(C) Leibniz-Institut DSMZ-Deutsche Sammlung von Mikroorganismen und Zellkulturen GmbH,Cb v25,,"Reichenbach, H.",,18178,18281,1,,,2016-03-22 14:22:16
786,Cb_o7_M10214_S8860.tif,/dsmz_profile/Pictures_DSMZ_Web/Cystobacter_ova-ranarum/Cb_o7,,/dsmz_profile/Pictures_DSMZ_Web/Cystobacter_ova-ranarum/Cb_o7,http://mediastorage.bgbm.org/fsi/server?type=image&source=dsmz_profile%2FPictures_DSMZ_Web%2FCystobacter_ova-ranarum%2FCb_o7%2FCb_o7_M10214_S8860.tif,tiff,Helmholtz-Zentrum für Infektionsforschung GmbH,(C) Leibniz-Institut DSMZ-Deutsche Sammlung von Mikroorganismen und Zellkulturen GmbH,Cb o7,,"Reichenbach, H.",,21154,18281,1,,,2016-03-22 14:22:16
787,Cb_o7_M10215_S8861.tif,/dsmz_profile/Pictures_DSMZ_Web/Cystobacter_ova-ranarum/Cb_o7,,/dsmz_profile/Pictures_DSMZ_Web/Cystobacter_ova-ranarum/Cb_o7,http://mediastorage.bgbm.org/fsi/server?type=image&source=dsmz_profile%2FPictures_DSMZ_Web%2FCystobacter_ova-ranarum%2FCb_o7%2FCb_o7_M10215_S8861.tif,tiff,Helmholtz-Zentrum für Infektionsforschung GmbH,(C) Leibniz-Institut DSMZ-Deutsche Sammlung von Mikroorganismen und Zellkulturen GmbH,Cb o7,,"Reichenbach, H.",,21154,18281,1,,,2016-03-22 14:22:16
788,Cb_o7_M10216_S8862.tif,/dsmz_profile/Pictures_DSMZ_Web/Cystobacter_ova-ranarum/Cb_o7,,/dsmz_profile/Pictures_DSMZ_Web/Cystobacter_ova-ranarum/Cb_o7,http://mediastorage.bgbm.org/fsi/server?type=image&source=dsmz_profile%2FPictures_DSMZ_Web%2FCystobacter_ova-ranarum%2FCb_o7%2FCb_o7_M10216_S8862.tif,tiff,Helmholtz-Zentrum für Infektionsforschung GmbH,(C) Leibniz-Institut DSMZ-Deutsche Sammlung von Mikroorganismen und Zellkulturen GmbH,Cb o7,,"Reichenbach, H.",,21154,18281,1,,,2016-03-22 14:22:16
789,Cb_o7_M10217_S8863.tif,/dsmz_profile/Pictures_DSMZ_Web/Cystobacter_ova-ranarum/Cb_o7,,/dsmz_profile/Pictures_DSMZ_Web/Cystobacter_ova-ranarum/Cb_o7,http://mediastorage.bgbm.org/fsi/server?type=image&source=dsmz_profile%2FPictures_DSMZ_Web%2FCystobacter_ova-ranarum%2FCb_o7%2FCb_o7_M10217_S8863.tif,tiff,Helmholtz-Zentrum für Infektionsforschung GmbH,(C) Leibniz-Institut DSMZ-Deutsche Sammlung von Mikroorganismen und Zellkulturen GmbH,Cb o7,,"Reichenbach, H.",,21154,18281,1,,,2016-03-22 14:22:16
790,Cb_o7_M10219_S8864.tif,/dsmz_profile/Pictures_DSMZ_Web/Cystobacter_ova-ranarum/Cb_o7,,/dsmz_profile/Pictures_DSMZ_Web/Cystobacter_ova-ranarum/Cb_o7,http://mediastorage.bgbm.org/fsi/server?type=image&source=dsmz_profile%2FPictures_DSMZ_Web%2FCystobacter_ova-ranarum%2FCb_o7%2FCb_o7_M10219_S8864.tif,tiff,Helmholtz-Zentrum für Infektionsforschung GmbH,(C) Leibniz-Institut DSMZ-Deutsche Sammlung von Mikroorganismen und Zellkulturen GmbH,Cb o7,,"Reichenbach, H.",,21154,18281,1,,,2016-03-22 14:22:16
791,Cb_o7_M10220_S8865.tif,/dsmz_profile/Pictures_DSMZ_Web/Cystobacter_ova-ranarum/Cb_o7,,/dsmz_profile/Pictures_DSMZ_Web/Cystobacter_ova-ranarum/Cb_o7,http://mediastorage.bgbm.org/fsi/server?type=image&source=dsmz_profile%2FPictures_DSMZ_Web%2FCystobacter_ova-ranarum%2FCb_o7%2FCb_o7_M10220_S8865.tif,tiff,Helmholtz-Zentrum für Infektionsforschung GmbH,(C) Leibniz-Institut DSMZ-Deutsche Sammlung von Mikroorganismen und Zellkulturen GmbH,Cb o7,,"Reichenbach, H.",,21154,18281,1,,,2016-03-22 14:22:16
792,Cb_o7_M10222_S8866.tif,/dsmz_profile/Pictures_DSMZ_Web/Cystobacter_ova-ranarum/Cb_o7,,/dsmz_profile/Pictures_DSMZ_Web/Cystobacter_ova-ranarum/Cb_o7,http://mediastorage.bgbm.org/fsi/server?type=image&source=dsmz_profile%2FPictures_DSMZ_Web%2FCystobacter_ova-ranarum%2FCb_o7%2FCb_o7_M10222_S8866.tif,tiff,Helmholtz-Zentrum für Infektionsforschung GmbH,(C) Leibniz-Institut DSMZ-Deutsche Sammlung von Mikroorganismen und Zellkulturen GmbH,Cb o7,,"Reichenbach, H.",,21154,18281,1,,,2016-03-22 14:22:16
793,Cb_o7_M10223_S8867.tif,/dsmz_profile/Pictures_DSMZ_Web/Cystobacter_ova-ranarum/Cb_o7,,/dsmz_profile/Pictures_DSMZ_Web/Cystobacter_ova-ranarum/Cb_o7,http://mediastorage.bgbm.org/fsi/server?type=image&source=dsmz_profile%2FPictures_DSMZ_Web%2FCystobacter_ova-ranarum%2FCb_o7%2FCb_o7_M10223_S8867.tif,tiff,Helmholtz-Zentrum für Infektionsforschung GmbH,(C) Leibniz-Institut DSMZ-Deutsche Sammlung von Mikroorganismen und Zellkulturen GmbH,Cb o7,,"Reichenbach, H.",,21154,18281,1,,,2016-03-22 14:22:16
794,Cb_o7_M10224_S8868.tif,/dsmz_profile/Pictures_DSMZ_Web/Cystobacter_ova-ranarum/Cb_o7,,/dsmz_profile/Pictures_DSMZ_Web/Cystobacter_ova-ranarum/Cb_o7,http://mediastorage.bgbm.org/fsi/server?type=image&source=dsmz_profile%2FPictures_DSMZ_Web%2FCystobacter_ova-ranarum%2FCb_o7%2FCb_o7_M10224_S8868.tif,tiff,Helmholtz-Zentrum für Infektionsforschung GmbH,(C) Leibniz-Institut DSMZ-Deutsche Sammlung von Mikroorganismen und Zellkulturen GmbH,Cb o7,,"Reichenbach, H.",,21154,18281,1,,,2016-03-22 14:22:16
795,Cb_o7_M10226_S8869.tif,/dsmz_profile/Pictures_DSMZ_Web/Cystobacter_ova-ranarum/Cb_o7,,/dsmz_profile/Pictures_DSMZ_Web/Cystobacter_ova-ranarum/Cb_o7,http://mediastorage.bgbm.org/fsi/server?type=image&source=dsmz_profile%2FPictures_DSMZ_Web%2FCystobacter_ova-ranarum%2FCb_o7%2FCb_o7_M10226_S8869.tif,tiff,Helmholtz-Zentrum für Infektionsforschung GmbH,(C) Leibniz-Institut DSMZ-Deutsche Sammlung von Mikroorganismen und Zellkulturen GmbH,Cb o7,,"Reichenbach, H.",,21154,18281,1,,,2016-03-22 14:22:16
796,Cb_o7_M10228_S8870.tif,/dsmz_profile/Pictures_DSMZ_Web/Cystobacter_ova-ranarum/Cb_o7,,/dsmz_profile/Pictures_DSMZ_Web/Cystobacter_ova-ranarum/Cb_o7,http://mediastorage.bgbm.org/fsi/server?type=image&source=dsmz_profile%2FPictures_DSMZ_Web%2FCystobacter_ova-ranarum%2FCb_o7%2FCb_o7_M10228_S8870.tif,tiff,Helmholtz-Zentrum für Infektionsforschung GmbH,(C) Leibniz-Institut DSMZ-Deutsche Sammlung von Mikroorganismen und Zellkulturen GmbH,Cb o7,,"Reichenbach, H.",,21154,18281,1,,,2016-03-22 14:22:16
