ID_culture_collection,Acronym_col,Acronym_col_num,URL_general,URL_str_num,Culture_Collection,last_change,matches_count
450,NUA,NUA,,,"Department of Microbiology, National University of Athens",2021-10-07 06:11:53,0
451,NUSDM,NUSDM,,,Department of Microbiology,2021-10-07 06:11:53,0
452,NZFS,NZFS,http://www.foresthealth.co.nz/,,Forest Research Culture Collection,2021-10-07 06:11:55,0
453,NZRD,NZRD,,,"New Zealand Reference Culture Collection of Microorganisms, Dairy Section",2021-10-07 06:11:55,0
454,NZRM,NZRM,,,"New Zealand Reference Culture Collection, Medical Section",2021-10-07 06:11:55,1
455,NZRP,NZRP,,,New Zealand Reference Culture Collection and Soil Section,2021-10-07 06:11:55,0
456,OCM,OCM,http://methanogens.pdx.edu/,,Oregon Collection of Methanogens,2021-10-07 06:11:56,122
457,OUT,OUT,,,Department of Biotechnology,2021-10-07 06:12:00,16
458,PBCC,PBCC,,,Petroleum Biotechnology Culture Collection,2021-10-07 06:12:02,0
459,PBF,PBF,,,Perum Bio Farma,2021-10-07 06:12:02,0
460,PCC,PCC,http://www.crbip.pasteur.fr/,,Pasteur Culture Collection of Cyanobacteria,2021-10-07 06:12:03,6
461,PCM,PCM,http://www.iitd.pan.wroc.pl/en/PCM/,,Polish Collection of Microorganisms,2021-10-07 06:12:03,26
462,PCU,PCU,,,"Department of Microbiology, Faculty of Pharmaceutical Sciences",2021-10-07 06:12:04,63
463,PD,PD,,,Culture Collection of Plant Pathogenic Bacteria,2021-10-07 06:12:04,8
464,PGC,PGC,,,Peterhof Genetic Collection of Microalgae,2021-10-07 06:12:05,0
465,PHBL,PHBL,,,Philip Harris Biological Ltd.,2021-10-07 06:12:05,0
466,PIR,PIR,,,Bulgarian Research Culture Collection,2021-10-07 06:12:07,0
467,PLY,PLY,http://www.mba.ac.uk/culturecollection.php,,Plymouth Algal Culture Collection,2021-10-07 06:12:07,0
468,PNCM-BIOTECH,PNCM-BIOTECH,http://www.laguna.net/biotech/,,Philippine National Collection of Microorganisms,2021-10-07 06:12:08,0
469,PPCC,PPCC,,,Plant Pathology Culture Collection,2021-10-07 06:12:09,0
470,PPIHAS,PPIHAS,,,Mycology Collection,2021-10-07 06:12:09,0
471,PPKMI,PPKMI,,,"Plant Production Technology Department, Faculty of Agricultural Technology",2021-10-07 06:12:09,0
472,PPKU1,PPKU2,,,"Department of Plant Pathology, Faculty of Agriculture",2021-10-07 06:12:09,0
473,PPKU2,PPKU3,,,"Department of Plant Pathology, Faculty of Agriculture",2021-10-07 06:12:09,0
474,PPKU3,PPKU4,,,"Department of Plant Pathology, Faculty of Agriculture",2021-10-07 06:12:09,0
475,PPKU4,PPKU5,,,"Department of Plant Pathology, Faculty of Agriculture",2021-10-07 06:12:09,0
476,PPKU5,PPKU6,,,"Department of Plant Pathology, Faculty of Agriculture",2021-10-07 06:12:09,0
477,PPKU6,PPKU7,,,"Department of Plant Pathology, Faculty of Agriculture",2021-10-07 06:12:10,0
478,PPPPB,PPPPB,,,South African Plant Pathogenic and Plant Protecting Bacteria,2021-10-07 06:12:10,0
479,PPRI,PPRI,,,National Collections of Fungi: Culture Collection,2021-10-07 06:12:10,0
480,PROIMI,PROIMI,,,Planta Piloto de Procesos Industriales Microbiologicos,2021-10-07 06:12:11,0
481,PTCC,PTCC,http://www.irost.org/en/ptcc/index.asp?code=1,,Pakistan Type Culture Collections,2021-10-07 06:12:12,0
482,PTCCI,PTCCI,,,Persian Type Culture Collection,2021-10-07 06:12:12,0
483,PTTC,PTTC,,,"Pranakorn Teacher Training College, Department of Biology, Faculty of Science and Technology",2021-10-07 06:12:12,0
484,PVF,PVF,,,Pusat Veterinaria Farma,2021-10-07 06:12:13,0
485,PVGB,PVGB,http://www.virusbank.org/,,Plant Virus GenBank,2021-10-07 06:12:13,0
486,RBCAR,RBCAR,http://www.rbcar.ro/,,Romanian Bioresource Centre and Advanced Research,2021-10-07 06:12:16,0
487,RCAM,RCAM,http://www.arriam.spb.ru/,,Russian Collection of Agricultural Microorganisms,2021-10-07 06:12:17,2
488,RCAT,RCAT,,,Regional Collection of Animal Viruses and Tissue Cultures,2021-10-07 06:12:17,0
489,RCB,RCB,http://www.riken.go.jp/r-world/research/lab/tsukuba/gene/cell/index.html,,RIKEN Cell Bank,2021-10-07 06:12:17,0
490,RCC,RCC,http://www.sb-roscoff.fr/Phyto/collect.html,,Roscoff Culture Collection,2021-10-07 06:12:17,2
491,RHMU,RHMU,,,"Department of Pathology, Faculty of Medical Science, Ramathibordi Hospital",2021-10-07 06:12:19,2
492,RIA,RIA,,,The Russia Research Institute for Antibiotics Culture Collection,2021-10-07 06:12:19,568
493,RIB,RIB,http://www.nrib.go.jp/,,National Research Institute of Brewing,2021-10-07 06:12:19,0
494,RIBM,RIBM,,,Research Institute for Brewing and Malting,2021-10-07 06:12:20,0
495,RIFY,RIFY,http://www.wine.yamanashi.ac.jp/iev/E-IEV.html,,Institute of Enology and Viticulture,2021-10-07 06:12:20,1
496,RIMD,RIMD,http://rceid.biken.osaka-u.ac.jp/,,"Research Institute for Microbial Diseases, Research Center for Emerging Infectious Diseases",2021-10-07 06:12:20,2
497,RIPO,RIPO,http://www.plant.wageningen-ur.nl/products,,Plant Virus Collection,2021-10-07 06:12:21,0
498,RITFC,RITFC,,,Research Institute for Tobacco and Fibre Crops,2021-10-07 06:12:21,0
499,RIVE,RIVE,,,Research Institute for Viticulture and Enology,2021-10-07 06:12:21,0
500,RKM,RKM,,,The Republic collection of microorganisms,2021-10-07 06:12:21,0
501,RM,RM,,,Rumen Microorganisms,2021-10-07 06:12:22,6
502,RRIASR,RRIASR,,,Fungal Pathogens of Hevea Rubber in Sri Lanka,2021-10-07 06:12:24,0
503,RRJ,RRJ,http://www.rrj.org.in/,,"RRL , Jammu INDIA",2021-10-07 06:12:24,0
504,RSCS,RSCS,,,Medical Culture Collection,2021-10-07 06:12:24,0
505,RSKK,RSKK,http://www.rshm.saglik.gov.tr/,,Refik Saydam National Type Culture Collection-RSKK,2021-10-07 06:12:24,0
506,RV,RV,,,Collection of Leptospira Strains,2021-10-07 06:12:25,4
507,RYCASI,RYCASI,http://www.ica.inf.cu/,,Rumen Yeast Collection of Animal Science Institute,2021-10-07 06:12:25,0
508,RYCC,RYCC,,,Roseworthy Yeast Culture Collection,2021-10-07 06:12:26,0
509,SAG,SAG,http://epsag.uni-goettingen.de/,,Sammlung von Algenkulturen at University of Goettingen,2021-10-07 06:12:26,2
510,SAITP,SAITP,,,"School of Pharmacy and Medical Sciences, University of South Australia",2021-10-07 06:12:27,0
511,SARCC,SARCC,http://www.arc.agric.za/,,South African Rhizobium Culture Collection,2021-10-07 06:12:28,0
512,SBSFU,SBSFU,,,School of Biological Sciences,2021-10-07 06:12:29,0
513,SCCAP,SCCAP,http://www.sccap.dk/,,Scandinavian Culture Collection of Algae & Protozoa,2021-10-07 06:12:30,0
514,SCCM,SCCM,http://www.sporometrics.com/,,Sporometrics Culture Collection of Microorganisms,2021-10-07 06:12:30,0
515,SEAMEO,SEAMEO,,,Seameo-Biotrop,2021-10-07 06:12:32,0
516,SEMIA,SEMIA,,,Colecao de Culturas de Rhizobium da Fepagro,2021-10-07 06:12:32,5
517,SGSC,SGSC,http://www.ucalgary.ca/~kesander,,Salmonella Genetic Stock Centre,2021-10-07 06:12:33,1
518,SKUK,SKUK,,,Simpanan Kultur Universiti Kebangsaan,2021-10-07 06:12:37,0
519,SMIP,SMIP,,,Secao de Maricultura,2021-10-07 06:12:39,0
520,SMRG,SMRG,,,"Soil Microbiology Research Group, Division of Soil Science, Department of Agriculture",2021-10-07 06:12:40,0
521,SMTWA,SMTWA,,,School of Medical Technology Western Australia,2021-10-07 06:12:40,0
522,Soley,Soley,http://www.algaeinstitute.com/,,Microalgae Culture Collection,2021-10-07 06:12:41,0
523,SPMCC,SPMCC,,,Sungei Putih Microbial Culture Collection,2021-10-07 06:12:42,0
524,SRAICC,SRAICC,http://www.srai.kz/,,SRAI's culture collection,2021-10-07 06:12:43,0
525,SRRC,SRRC,http://msa.ars.usda.gov/la/srrc/index.htm,,"United States Department of Agriculture, Agricultural Research Service",2021-10-07 06:12:43,0
526,SSCMU,SSCMU,,,Soil Science and Conservation Department Faculty of Agriculture,2021-10-07 06:12:43,0
527,SSKKU,SSKKU,,,"Department of Soil Science, Faculty of Agriculture",2021-10-07 06:12:44,0
528,SSMJI,SSMJI,,,"Science Section, Department of General Education, Faculty of Agricultural Business",2021-10-07 06:12:44,0
529,SUFAKM,SUFAKM,,,SUFAK Bacteria Collection,2021-10-07 06:12:46,0
530,SVCK,SVCK,http://www.rrz.uni-hamburg.de/biologie/b_online/d44_1/44_1.htm,,Sammlung von Conjugaten Kulturen,2021-10-07 06:12:47,0
531,SVIEC,SVIEC,,,Secao de Virus,2021-10-07 06:12:47,0
532,SWU2,SWU3,,,"Department of Biology, Faculty of Science",2021-10-07 06:12:47,0
533,TAUFCC,TAUFCC,,,Fungal Culture Collection,2021-10-07 06:12:50,0
534,TCC/USP,TCC/USP,,,Trypanosomatid Culture Collection,2021-10-07 06:12:51,0
535,TCFB,TCFB,,,Tasmanian Collection of Fish Bacteria,2021-10-07 06:12:51,1
536,TCMM,TCMM,,,"Thai Collection of Medical Microorganism, Department of Pathology, Faculty of Veterinary Science",2021-10-07 06:12:52,0
537,TDRTBST,TDRTBST,,,TDR tuberculosis strain bank,2021-10-07 06:12:52,0
538,TFC,TFC,http://www.zbi.ee/,,Tartu Fungal Culture Collection,2021-10-07 06:12:53,0
539,TFC,TFC,,,Tartu Fungal Collections,2021-10-07 06:12:53,0
540,TIMM,TIMM,http://timm.main.teikyo-u.ac.jp/web/TIMM.English.html,,Institute of Medical Mycology,2021-10-07 06:12:56,0
541,TISTR,TISTR,http://www.tistr.or.th/,,TISTR Culture Collection Bangkok MIRCEN,2021-10-07 06:12:56,97
542,TMC,TMC,http://mycoplasmas.vm.iastate.edu/IOM/culturecollect.htm,,The Mollicutes Collection,2021-10-07 06:12:58,33
543,TSY,TSY,http://cellbank.nihs.go.jp/,,"Laboratory of Mycology, Division of Microbiology",2021-10-07 06:13:01,0
544,UAMH,UAMH,http://www.devonian2.ualberta.ca/uamh/,,University of Alberta Microfungus Collection and Herbarium,2021-10-07 06:13:03,0
545,UBCC,UBCC,http://www.ub.es/bemf,,University of Barcelona Culture Collection,2021-10-07 06:13:04,0
546,UCCAA,UCCAA,http://www.antiplaguestat.gov.ua/en/national_collection.html,,Ukrainian Collection of Cholera Aetiological Agents O1 and non O1,2021-10-07 06:13:04,0
547,UCCM,UCCM,,,University of Calabar Collection of Microorganisms,2021-10-07 06:13:05,0
548,UCD-FST,UCD-FST,http://www.phaffcollection.org/,,Phaff Yeast Culture Collection,2021-10-07 06:13:05,0
549,UCGE,UCGE,,,"Unit Cell of Genetic Engineering, Department of Biochemistry",2021-10-07 06:13:05,0
550,UCLAF,UCLAF,,,HMR/Romainville,2021-10-07 06:13:05,0
551,UCP,UCP,,,Colecao da Universidade Catolica de Pernambuco,2021-10-07 06:13:06,0
552,UFPEDA,UFPEDA,,,Universidade Federal de Pernambuco,2021-10-07 06:13:06,0
553,UFRJIM,UFRJIM,,,Departamento de Microbiologia Medica,2021-10-07 06:13:06,0
554,UFScarCC,UFScarCC,,,Freshater Microalgae Collection Cultures,2021-10-07 06:13:06,0
555,UICC,UICC,,,University of Indonesia Culture Collection,2021-10-07 06:13:07,0
556,UJB,UJB,,,University of Jaffna Botany,2021-10-07 06:13:07,0
557,UKKP,UKKP,,,Universiti Kebangsaan Kultur Perubatan,2021-10-07 06:13:07,0
558,UMFFTD,UMFFTD,,,"Food and Fermentation Technology Division, University of Mumbai",2021-10-07 06:13:08,0
559,UMIP,UMIP,http://www.crbip.pasteur.fr/,,Collection de Champignons et Actinomycetes Pathogenes,2021-10-07 06:13:08,0
560,UMRC,UMRC,http://www.rhizobium.umn.edu/,,University of Minnesota Rhizobium Collection,2021-10-07 06:13:08,0
561,UOA/HCPF,UOA/HCPF,,,UOA/HCPF University of Athens/Hellenic Collection of Pathogenic Fungi,2021-10-07 06:13:10,0
562,UPCC,UPCC,,,Natural Sciences Research Institute Culture Collection,2021-10-07 06:13:10,0
563,UPMR,UPMR,,,Rhizobium Collection,2021-10-07 06:13:10,0
564,UPRM,UPRM,,,Rhizobium Culture Collection,2021-10-07 06:13:10,0
565,UPSC,UPSC,,,Uppsala University Culture Collection of Fungi,2021-10-07 06:13:11,0
566,URIVOT,URIVOT,http://www.tairov.com.ua/,,Culture Collection of Ukrainian Research Institute of Viticulture and Oenology by V.E. Tairovo,2021-10-07 06:13:11,0
567,URM,URM,http://www.ufpe.br/micoteca,,Universidade Federal de Pernambuco,2021-10-07 06:13:11,0
568,USRCB,USRCB,,,Ukrainian Scientific-Research Cell Bank.,2021-10-07 06:13:12,0
569,UTEX,UTEX,http://www.utex.org/,,The Culture Collection of Algae at the University of Texas Austin,2021-10-07 06:13:12,0
570,UTMC,UTMC,,,University of Tehran Microorganisms Collection,2021-10-07 06:13:13,22
571,UUC,UUC,,,Janet A. Robertson Collection of Ureaplasma urealyticum Cultures,2021-10-07 06:13:13,0
572,UWO,UWO,,,Department of Plant Sciences,2021-10-07 06:13:13,3
573,VBCCA,VBCCA,http://www.visva-bharati.ac.in/,,VISVA-BHARATI CULTURE COLLECTION OF ALGAE,2021-10-07 06:13:13,0
574,VCRC,VCRC,,,Volcani Center Rhizobium Collection (VCRC),2021-10-07 06:13:14,0
575,VIZR,VIZR,http://www.cl.spb.ru/vizrspb/,,"Collection for plant protection, All-Russian Institute of Plant Protection",2021-10-07 06:13:15,0
576,VKM,VKM,http://www.vkm.ru/,http://www.vkm.ru/strains.php?vkm=#####CULCOLNO#####,All-Russian Collection of Microorganisms,2021-10-07 06:13:15,8
577,VKPM,VKPM,,,Russian National Collection of Industrial Microorganisms,2021-10-07 06:13:15,0
578,VPCI,VPCI,,,Fungal Culture Collection,2021-10-07 06:13:15,0
579,VPRI,VPRI,,,Victorian Plant Disease Herbarium,2021-10-07 06:13:16,0
580,VRLI,VRLI,,,Department of Virology,2021-10-07 06:13:16,0
581,VTB,VTB,,,Banco de Celulas Humanas e Animais Laboratorio de Patologia Celular e Molecular,2021-10-07 06:13:16,0
582,VTCC,VTCC,http://biotechvnu.edu.vn/vtcc/,,Vietnam Type Culture Collection (VTCC),2021-10-07 06:13:16,0
583,VTTCC,VTTCC,http://culturecollection.vtt.fi/,,VTT Culture Collection,2021-10-07 06:13:16,0
584,WAC,WAC,,,Department of Agriculture Western Australia Plant Pathogen Collection,2021-10-07 06:13:17,0
585,WACC,WACC,,,Western Australian Culture Collection,2021-10-07 06:13:17,1
586,WAITE,WAITE,,,Insect Pathology Pathogen Collection,2021-10-07 06:13:17,0
587,WARC,WARC,,,New Zealand Reference Culture Collection,2021-10-07 06:13:18,0
588,WCUM,WCUM,,,Working Collection,2021-10-07 06:13:19,0
589,WDds,WDds,,,Raul Lopez Sanchez,2021-10-07 06:13:19,0
590,WPBS,WPBS,,,WPBS Rhizobium Collection,2021-10-07 06:13:21,0
591,WRL,WRL,,,The Wellcome Bacterial Collection,2021-10-07 06:13:21,0
592,WVDH,WVDH,,,West Virginia Hygienic Laboratory,2021-10-07 06:13:23,0
593,YM,YM,,,"Strains Collection of Yunnan Institute of Microbiology, Yunnan University, China",2021-10-07 06:13:27,3
594,ZIM,ZIM,http://www.bf.uni-lj.si/zt/bioteh/katedra/collection.htm,,ZIM Culture Collection of Industrial Microorganisms,2021-10-07 06:13:30,0
595,DSMZ,DSMZ,http://www.dsmz.de/,https://www.dsmz.de/collection/catalogue/details/culture/DSM-#####CULCOLNO#####,DSMZ-Deutsche Sammlung von Mikroorganismen und Zellkulturen GmbH,2021-10-07 06:09:50,5
596,CCTCC AB,CCTCC AB,,,China Center for Type Culture Collection,2021-10-07 06:09:12,410
597,HKI,HKI,,,Hans Knöll Institut,2021-10-07 06:10:25,210
598,IMET,IMET,,,"Institute for Microbiology and Experimental Therapy (Zentralinstitut für Mikrobiologie und Experimentelle Therapie), Beutenbergstrasse 11, Jena 69, Germany.",2021-10-07 06:10:39,1101
599,IMRU,IMRU,,,"Institute of Microbiology, Rutgers, The State University of New Jersey, New Brunswick, New Jersey 08903, USA.",2021-10-07 06:10:41,544
600,KCCM,KCCM,http://www.kccm.or.kr/,http://www.kccm.or.kr/sub12_view.php3?f_kccm=#####CULCOLNO#####,"Korean Culture Center of Microorganisms, Yurim Bild., 361-221, Hongje-dong, Sodaemoon-ku, Seoul 120-091, Republic of Korea.",2021-10-07 06:10:56,156
601,CCTCC AA,CCTCC AA,,,China Center for Type Culture Collection,2021-10-07 06:09:12,227
602,ITTG,ITTG,,,?,2021-10-07 06:10:49,0
603,AUCM,AUCM,,,See: VKM.,2021-10-07 06:08:42,0
604,CBTS,CBTS,,,?,2021-10-07 06:09:05,0
605,CRIRC,CRIRC,,,?,2021-10-07 06:09:31,0
606,JLT,JLT,,,?,2021-10-07 06:10:53,4
607,ZENECA,ZENECA,,,"Jealott's Hill Research Station, Plant Pathology Department, Imperial Chemical Industries, Jealott's Hill, Bracknell, Berks. RG12 6EY, United Kingdom.",2021-10-07 06:13:29,0
608,NBRCT,NBRCT,,,?,2021-10-07 06:11:40,0
609,TMCC,TMCC,,,?,2021-10-07 06:12:58,0
610,YBJ,YBJ,,,?,2021-10-07 06:13:25,0
611,HPM,HPM,,,?,2021-10-07 06:10:27,0
612,ARRL,ARRL,,,?,2021-10-07 06:08:39,0
613,CGM,CGM,,,?,2021-10-07 06:09:18,0
614,CCTC,CCTC,,,?,2021-10-07 06:09:12,0
615,TUM,TUM,,,?,2021-10-07 06:13:02,0
616,DCT,DCT,,,?,2021-10-07 06:09:40,0
617,PFS,PFS,,,?,2021-10-07 06:12:05,0
618,DCG,DCG,http://bccm.belspo.be/about-us/bccm-dcg,,?,2021-10-07 06:09:39,0
619,ICM,ICM,,,?,2021-10-07 06:10:34,0
620,ITM,ITM,http://bccm.belspo.be/about-us/bccm-itm,,?,2021-10-07 06:10:49,0
621,JSMRS,JSMRS,http://www.jsmrs.jp/strain_database.html,,?,2021-10-07 06:10:54,0
622,LMBP,LMBP,http://bccm.belspo.be/about-us/bccm-lmbp,,?,2021-10-07 06:11:12,0
623,NRZEC,NRZEC,,,"Nationales Referenzzentrum für Escherichia coli, Berlin, Germany.",2021-10-07 06:11:52,0
624,GSF,GSF,,,"National Research Centre for Environment and Health, Institute of Soil Ecology, D-85764 Neuherberg, Germany.",2021-10-07 06:10:15,2
625,NHL,NHL,,,"National Institute of Hygienic Sciences, Tokyo, Japan.",2021-10-07 06:11:45,0
626,AIST,AIST,,,"National Institute of Advanced Industrial Science and Technology, Ibaraki, Japan.",2021-10-07 06:08:31,0
627,FMJ,FMJ,,,"Faculty of Medicine, Juntendo University, Tokyo, Japan.",2021-10-07 06:10:02,1
628,ULC,ULC,http://bccm.belspo.be/about-us/bccm-ulc,,?,2021-10-07 06:13:08,0
629,LVT,LVT,,,?,2021-10-07 06:11:17,0
630,TBBPA,TBBPA,,,?,2021-10-07 06:12:50,0
631,ETH,ETH,,,"Kultursammlungen der Eidgenössischen Technischen Hochschule (ETH), Zürich, Switzerland.",2021-10-07 06:09:56,244
632,SAB,SAB,,,?,2021-10-07 06:12:26,1
633,MAH,MAH,,,?,2021-10-07 06:11:19,0
634,MerVT,MerVT,,,?,2021-10-07 06:11:24,0
635,SAOS,SAOS,,,?,2021-10-07 06:12:27,1
636,DAOM,DAOM,,,"National Mycological Herbarium, Plant Research Institute, Department of Agriculture Ottawa, Canada. See: CCFC/DAOM.",2021-10-07 06:09:36,0
637,CABI,CABI,http://www.cabi.org/,,"CABI Bioscience, UK.",2021-10-07 06:09:00,0
638,IIBBL,IIBBL,,,?,2021-10-07 06:10:38,0
639,IHBB,IHBB,,,?,2021-10-07 06:10:37,2
640,JAM,JAM,,,?,2021-10-07 06:10:50,3
641,ACEM,ACEM,,,?,2021-10-07 06:08:27,0
642,IMPPG,IMPPG,,,?,2021-10-07 06:10:40,1
643,ChDC,ChDC,,,?,2021-10-07 06:09:19,0
644,IHEM,IHEM,http://bccm.belspo.be/about-us/bccm-ihem,,"Institute of Hygiene and Epidemiology, Mycology Laboratory, Brussels, Belgium.",2021-10-07 06:10:38,0
645,NIPH,NIPH,,,"Collection A. Nemec, National Institute of Public Health, Srobárova 48, 10042 Prague, Czech Republic.",2021-10-07 06:11:47,60
646,CUG,CUG,,,?,2021-10-07 06:09:34,1
647,KCC,KCC,,,"Culture Collection of Actinomycetes, Kaken Chemical Company Ltd., 6-42 Jujodai-1-Chome, Tokyo 114, Japan. (Collection transferred to JCM). See: JCM.",2021-10-07 06:10:56,4
648,SYSU,SYSU,,,?,2021-10-07 06:12:48,0
649,CABRI,CABRI,http://www.cabri.org/,,Common Access to Biotechnological Resources and Information.,2021-10-07 06:09:01,0
650,TNCC,TNCC,http://www1a.biotec.or.th/TNCC/,,Thailand Network on Culture Collections.,2021-10-07 06:12:59,0
651,USFCC,USFCC,http://usfcc.us/,,U.S. Federation for Culture Collections.,2021-10-07 06:13:12,0
652,WFCC,WFCC,http://www.wfcc.info/,,World Federation for Culture Collections.,2021-10-07 06:13:20,0
653,DMS,DMS,,,?,2021-10-07 06:09:45,2
654,CFCC,CFCC,,,?,2021-10-07 06:09:16,22
655,TFZ,TFZ,,,?,2021-10-07 06:12:54,0
656,BPTF,BPTF,,,?,2021-10-07 06:08:56,0
657,Acr,Acr,,,?,2021-10-07 06:08:27,1
658,SYP,SYP,,,?,2021-10-07 06:12:48,0
659,SAROIC,SAROIC,,,?,2021-10-07 06:12:28,0
660,BGD,BGD,,,?,2021-10-07 06:08:50,0
661,InaCC,InaCC,http://inacc.biologi.lipi.go.id/,,"Indonesian Culture Collection, a national depository for microorganisms (Culture Collection of Microorganism), under the management of Microbiology Division, Research Center for Biology, the Indonesian Institute of Sciences.",2021-10-07 06:10:42,0
662,MBT,MBT,,,?,2021-10-07 06:11:21,1
663,BFE,BFE,,,?,2021-10-07 06:08:50,0
664,KMU,KMU,,,?,2021-10-07 06:11:00,0
665,KEMB,KEMB,http://www.kbem.or.kr/,,"Korea Environmental Microorganisms Bank, Republic of Korea.",2021-10-07 06:10:57,0
666,MDA,MDA,,,"M.D. Anderson Cancer Center, University of Texas, 1515 Holcombe Blvd, Houston, TX 77030, USA.",2021-10-07 06:11:23,3
667,OITF,OITF,,,?,2021-10-07 06:11:57,0
668,OISW,OISW,,,?,2021-10-07 06:11:57,0
669,IOC,IOC,,,"Institute of Oil Crops, Chinese Academy of Agricultural Sciences, Beijiing, People's Republic of China.",2021-10-07 06:10:43,0
670,CNPSo,CNPSo,,,?,2021-10-07 06:09:27,6
671,NCA,NCA,,,"National Canners Association, San Francisco, California, USA.",2021-10-07 06:11:40,6
672,NADC,NADC,,,"National Animal Disease Center, Ames, Iowa, USA.",2021-10-07 06:11:38,1
673,BMP,BMP,,,?,2021-10-07 06:08:54,0
674,IMAS,IMAS,,,"Museum of Cultures, Institute of Microbiology, Academy of Sciences, Beijing, PR China.",2021-10-07 06:10:39,0
675,UKNCC,UKNCC,http://www.ukncc.co.uk/,,"United Kingdom National Culture Collection (The United Kingdom National Culture Collection co-ordinates the activities, marketing and research of the UK national service collections).",2021-10-07 06:13:07,0
676,DMCCUM,DMCCUM,,,"Microbiology Department Culture Collection, Department of Microbiology, University of Melbourne, Royal Parade, Parkville. Vic. 3052, Australia.",2021-10-07 06:09:43,0
677,UBA,UBA,,,"Microbiological Resource Center Culture Collection, South American Biotechnology and Applied Microbiology, Tucuman, Argentina.",2021-10-07 06:13:04,0
678,TPH,TPH,,,"Microbiological Culture Collection, Public Health Laboratory, Ontario Department of Health, Toronto 116, Canada.",2021-10-07 06:13:00,0
679,MUSCL,MUSCL,,,"Microbial Strain Collection of Latvia, University of Latvia, Faculty of Biology, Kronvalda Blvd. 4, LV-1586 Riga, Latvia.",2021-10-07 06:11:36,0
680,MMCA,MMCA,,,"Medical Microbiology Culture Collection, Aarhus, Denmark.",2021-10-07 06:11:29,0
681,MCML,MCML,,,"Mc Master Culture Collection, CSIRO Division of Animal Health, Private Bag No 1, Cnr. Flemington Road and Park Drive, Melbourne. Vic. 3052, Australia.",2021-10-07 06:11:23,0
682,MUCOB,MUCOB,,,"Manchester University Collection of Bacteria, Department of Medical Microbiology, University of Manchester, Oxford Road, Manchester M13 9PT, United Kingdom.",2021-10-07 06:11:35,0
683,CCGB,CCGB,,,"Cole(e7)o de Culturas do G(ea)ero Bacillus e G(ea)eros Correlatos, Fundacao Oswaldo Cruz - Instituto Oswaldo Cruz- Departamento de Bacteriologia - Laborat(f3)io de Fisiologia Bacteriana, Av. Brasil, 4365 - Manguinhos, Cx. Postal 926, Rio de Janeiro, Rio de Janeiro, 21045-900, Brazil.",2021-10-07 06:09:08,1
684,GPK,GPK,,,?,2021-10-07 06:10:13,1
685,IVIA,IVIA,,,?,2021-10-07 06:10:49,0
686,IACR,IACR,,,"Long Ashton Research Station, Integrated Approach to Crop Research, Department of Agricultural Sciences, University of Bristol, Long Ashton, Bristol BS18 9AF, United Kingdom.",2021-10-07 06:10:31,0
687,AYU,AYU,,,"Laboratory of Applied Microbiology, Yamaguchi University, Japan.",2021-10-07 06:08:43,0
688,UPL,UPL,,,"Université Louis Pasteur, Strasbourg, France.",2021-10-07 06:13:10,0
689,UNSWCC,UNSWCC,,,"University of New South Wales Culture Collection, The Culture Collection, School of Microbiology and Immunology, University of NSW, NSW 2052, Australia. ""The UNSW Microbiology Culture Collection no longer exists (it closed down over 5 years ago). We transferred many of our strains to [...] ((http://www.ifmqs.com.au==IFM Quality Services Pty Ltd)) [...]"" (Jones, K., pers. comm., February 2020).",2021-10-07 06:13:10,0
690,NCMH,NCMH,,,"The North Carolina Memorial Hostital, University of North Carolina, Chapel Hill, NC, USA.",2021-10-07 06:11:42,0
691,IEKC,IEKC,,,"The International Escherichia and Klebsiella Centre (WHO), Statens Serum Institut, 5 Artillerivej, Copenhagen 2300 S, Denmark.",2021-10-07 06:10:36,0
692,Data,Data,,,?,2021-10-07 06:09:37,0
693,OEU,OEU,,,"Tennoji Branch, Osaka University of Liberal Arts and Education, Minami-Kawabori-Cho, Tennojiku, Osaka, Japan.",2021-10-07 06:11:56,11
694,RVAU,RVAU,,,"Strains Collection, Department of Veterinary Microbiology, The Royal Veterinary and Agricultural University, Bülowsvej 13, DK-1870, Frederiksberg C, Denmark.",2021-10-07 06:12:25,0
695,SFRI,SFRI,,,"Soil and Fertilizer Research Institute, Chinese Academy of Agricultural Sciences, Beijiing, People's Republic of China.",2021-10-07 06:12:33,0
696,VUT,VUT,,,"School of Veterinary Medicine, Faculty of Agriculture, University of Tokyo, Tokyo, Japan.",2021-10-07 06:13:17,0
697,RLCC,RLCC,,,"Roussel Laboratories Culture Collection, Microbiological QC, Roussel Laboratories Ltd, Kingfisher Drive, Covingham, Swindon, Wiltshire, United Kingdom.",2021-10-07 06:12:22,0
698,FAT,FAT,,,"Faculty of Agriculture, University of Tokyo, Tokyo, Japan.",2021-10-07 06:09:57,0
699,WVB,WVB,,,"Wuhan Institute of Virology, Academia Sinica Wuhan, Hubei, People's Republic of China.",2021-10-07 06:13:23,0
700,AMP,AMP,,,Australian Mycological Panel.,2021-10-07 06:08:36,0
701,AMN,AMN,,,?,2021-10-07 06:08:36,0
702,Gauthier,Gauthier,,,?,2021-10-07 06:10:07,0
703,WBDL,WBDL,,,?,2021-10-07 06:13:18,0
704,UTCC,UTCC,,,voir CPCC.,2021-10-07 06:13:12,0
705,VCP,VCP,,,"Victorian College of Pharmacy, Victorian College of Pharmacy, 381 Royal Parade, Parkville. Vic. 3052, Australia.",2021-10-07 06:13:13,0
