ID_compound_production,prefix,compound_name,suffix,KindProd_micro,excreted,ID_strains,ID_reference,manual_annotation,FK_tbl_production_micro,timestamp_micro,remarks_micro,last_change
1017,,ferrioxamine E ,,MET,,15990,10787,1,1535.0,2007-12-21 16:56:25,,2018-05-30 11:15:21
1018,,ristocetin A ,,MET,,13214,10681,1,1536.0,2007-12-21 16:56:25,,2018-05-30 11:15:21
1019,,ristocetin B ,,MET,,13214,10681,1,1537.0,2007-12-21 16:56:25,,2018-05-30 11:15:21
1020,,gentamycin ,,MET,,7971,10812,1,1538.0,2007-12-21 16:56:25,,2018-05-30 11:15:21
1021,,pigmented antibiotic ,,MET,,16132,10835,1,1539.0,2007-12-21 16:56:25,of the rhodomycin-cinerubin-mycetin type,2018-05-30 11:15:21
1022,,violacin ,,MET,,16132,10835,1,1540.0,2007-12-21 16:56:25,,2018-05-30 11:15:21
1023,,everninomicins ,,MET,,7883,10836,1,1541.0,2007-12-21 16:56:25,,2018-05-30 11:15:21
1024,,halomycin ,,MET,,7964,10839,1,1542.0,2007-12-21 16:56:25,,2018-05-30 11:15:21
1025,,iodinin ,,MET,,16512,10844,1,1543.0,2007-12-21 16:56:25,,2018-05-30 11:15:21
1026,,phenazine ,,MET,,16512,10844,1,1544.0,2007-12-21 16:56:25,,2018-05-30 11:15:21
1027,,phenoxazinones ,,MET,,16512,10844,1,1545.0,2007-12-21 16:56:25,,2018-05-30 11:15:21
1028,,hydroxystreptomycin ,,MET,,15551,10854,1,1546.0,2007-12-21 16:56:25,"(Brit. Pat. 955,762)",2018-05-30 11:15:21
1029,,mannosidohydroxystreptomycin ,,MET,,15551,10854,1,1547.0,2007-12-21 16:56:25,"(Brit. Pat. 955,762)",2018-05-30 11:15:21
1030,,vitamin B<SUB>1</SUB><SUB>2</SUB> ,,MET,,13315,10858,1,1548.0,2007-12-21 16:56:25,"(Brit. Pat. 794,151)",2018-05-30 11:15:21
1031,alpha,alpha esterase ,,ENZ,,8351,10883,1,1551.0,2007-12-21 16:56:25,,2018-05-30 11:15:21
1032,ß,ß esterase ,,ENZ,,8351,10883,1,1552.0,2007-12-21 16:56:25,,2018-05-30 11:15:21
1033,,micromonosporin ,,MET,,7907,10936,1,1553.0,2007-12-21 16:56:25,,2018-05-30 11:15:21
1034,,rifamycin SV ,,MET,,13220,10944,1,1554.0,2007-12-21 16:56:25,"(U.S. Pat. 2,988,490)",2018-05-30 11:15:21
1035,,actitiocin ,,MET,,16539,10977,1,1555.0,2007-12-21 16:56:25,,2018-05-30 11:15:21
1036,,anti-leukemic substance ,,MET,,15503,10979,1,1556.0,2007-12-21 16:56:25,,2018-05-30 11:15:21
1037,,chloramphenicol ,,MET,,15503,10979,1,1557.0,2007-12-21 16:56:25,,2018-05-30 11:15:21
1038,,bottromycin ,,MET,,15504,10980,1,1558.0,2007-12-21 16:56:25,,2018-05-30 11:15:21
1039,,chloramphenicol ,,MET,,15504,10980,1,1559.0,2007-12-21 16:56:25,,2018-05-30 11:15:21
1040,,fradicin ,,MET,,15504,10980,1,1560.0,2007-12-21 16:56:25,"(U.S. Pat. 3,650,904)",2018-05-30 11:15:21
1041,,chloramphenicol ,,MET,,15505,10981,1,1561.0,2007-12-21 16:56:25,,2018-05-30 11:15:21
1042,,chloramphenicol ,,MET,,15506,10982,1,1562.0,2007-12-21 16:56:25,,2018-05-30 11:15:21
1043,,antifungal antibiotics Sch 16656 and 67-121 complex ,,MET,,7867,11200,1,1563.0,2007-12-21 16:56:25,"(U.S. Pat. 4,027,015)",2018-05-30 11:15:21
1044,,aminoglycoside ,,MET,,13479,11253,1,1564.0,2007-12-21 16:56:25,,2018-05-30 11:15:21
1045,,antibiotics BM782 alpha 1a ,,MET,,13479,11253,1,1565.0,2007-12-21 16:56:25,"(U.S. Pat. 4,234,717)",2018-05-30 11:15:21
1046,,antibiotics BM782 alpha 2 ,,MET,,13479,11253,1,1566.0,2007-12-21 16:56:25,"(U.S. Pat. 4,234,717)",2018-05-30 11:15:21
1047,,antibiotics BM82 alpha 1 ,,MET,,13479,11253,1,1567.0,2007-12-21 16:56:25,,2018-05-30 11:15:21
1048,ß,ß lysine ,,MET,,13479,11253,1,1568.0,2007-12-21 16:56:25,"(U.S. Pat. 4,234,717)",2018-05-30 11:15:21
1049,,antibiotic 672-A ,,MET,,7799,11258,1,1569.0,2007-12-21 16:56:25,,2018-05-30 11:15:21
1050,,lipiarmycin ,,MET,,7802,11259,1,1570.0,2007-12-21 16:56:25,"(U.S. Pat. 3,978,211)",2018-05-30 11:15:21
1051,,antibiotic SF-2052 ,,MET,,7871,11284,1,1572.0,2007-12-21 16:56:25,"(U.S. Pat. 4,242,327)",2018-05-30 11:15:21
1052,,everninomicins ,,MET,,7884,11288,1,1573.0,2007-12-21 16:56:25,"(U.S. Pat. 3,499,078)",2018-05-30 11:15:21
1053,,gentamycin ,,MET,,7972,11289,1,1574.0,2007-12-21 16:56:25,,2018-05-30 11:15:21
1054,,gentamycin ,,MET,,7973,11290,1,1575.0,2007-12-21 16:56:25,,2018-05-30 11:15:21
1055,,halomycin ,,MET,,7979,11291,1,1576.0,2007-12-21 16:56:25,"(U.S. Pat. 3,511,909)",2018-05-30 11:15:21
1056,,nocardicin A ,,MET,,13211,11298,1,1577.0,2007-12-21 16:56:25,,2018-05-30 11:15:21
1057,,fragilomycin complex ,,MET,,16601,11329,1,1578.0,2007-12-21 16:56:25,"(U.S. Pat. 4,293,546)",2018-05-30 11:15:21
1058,,antibiotic XK-49-1-B-2 ,,MET,,16597,11331,1,1579.0,2007-12-21 16:56:25,"(U.S. Pat. 3,922,343)",2018-05-30 11:15:21
1059,,sporaviridin ,,MET,,13294,11332,1,1580.0,2007-12-21 16:56:25,,2018-05-30 11:15:21
1060,,chloramphenicol ,,MET,,13295,11333,1,1581.0,2007-12-21 16:56:25,,2018-05-30 11:15:21
1061,,polynitrosin ,,MET,,13478,11335,1,1582.0,2007-12-21 16:56:25,"(U.S. Pat. 4,317,812)",2018-05-30 11:15:21
1062,,azureomycin ,,MET,,13222,11336,1,1583.0,2007-12-21 16:56:25,,2018-05-30 11:15:21
1063,,"antibiotic 41,043 and 41,494 ",,MET,,13196,11337,1,1584.0,2007-12-21 16:56:25,"(U.S. Pat. 4,031,206)",2018-05-30 11:15:21
1064,,setamycine ,,MET,,14855,11341,1,1585.0,2007-12-21 16:56:25,,2018-05-30 11:15:21
1065,,phosalacine ,,MET,,16344,11342,1,1586.0,2007-12-21 16:56:25,,2018-05-30 11:15:21
1066,,setamycine ,,MET,,16345,11343,1,1587.0,2007-12-21 16:56:25,,2018-05-30 11:15:21
1067,,purpuromycine ,,MET,,7817,11345,1,1588.0,2007-12-21 16:56:25,"(U.S. Pat. 3,914,257)",2018-05-30 11:15:21
1068,,gardimycin ,,MET,,7839,11346,1,1589.0,2007-12-21 16:56:25,"(U.S. Pat. 4,022,884)",2018-05-30 11:15:21
1069,,antibiotic 41012 ,,MET,,7820,11348,1,1590.0,2007-12-21 16:56:25,"(U.S. Pat. 4,001,397)",2018-05-30 11:15:21
1070,,fortimicin B ,,MET,,7977,11349,1,1591.0,2007-12-21 16:56:25,"(U.S. Pat. 3,931,400)",2018-05-30 11:15:21
1071,,sporangiomycine ,,MET,,16578,11350,1,1592.0,2007-12-21 16:56:25,,2018-05-30 11:15:21
1072,,sporaviridin-like antibiotic ,,MET,,13293,11351,1,1593.0,2007-12-21 16:56:25,,2018-05-30 11:15:21
1073,,platomycin A ,,MET,,16598,11352,1,1594.0,2007-12-21 16:56:25,"(U.S. Pat. 3,873,692)",2018-05-30 11:15:21
1074,,"platomycin A, B ",,MET,,16598,11352,1,1595.0,2007-12-21 16:56:25,"(U.S. Pat. 3,873,692)",2018-05-30 11:15:21
1075,,madumycin ,,MET,,13297,11364,1,1596.0,2007-12-21 16:56:25,,2018-05-30 11:15:21
1076,,nocamycin ,,MET,,13480,11365,1,1597.0,2007-12-21 16:56:25,,2018-05-30 11:15:21
1077,,LL-DAP ,,MET,,16405,11366,1,1598.0,2007-12-21 16:56:25,,2018-05-30 11:15:21
3808,N,N acyl homoserine lactones ,,MET,,131893,23685,1,3775.0,2016-01-22 13:59:38,,2018-05-30 11:15:21
1079,,antibiotics CP-37277 ,,MET,,7868,11375,1,1600.0,2007-12-21 16:56:25,,2018-05-30 11:15:21
1080,,antibiotic CP-37932 ,,MET,,7868,11375,1,1601.0,2007-12-21 16:56:25,,2018-05-30 11:15:21
1081,,"madumycin I, II ",,MET,,7868,11375,1,1602.0,2007-12-21 16:56:25,"(U.S. Pat. 4,038,383)",2018-05-30 11:15:21
1082,,madumycin II ,,MET,,7868,11375,1,1603.0,2007-12-21 16:56:25,,2018-05-30 11:15:21
1083,,antibiotic L13365 ,,MET,,7822,11376,1,1604.0,2007-12-21 16:56:25,"(Jpn. Pat. 53-2402), 1978",2018-05-30 11:15:21
1084,,actinomycins ,,MET,,7940,11382,1,1605.0,2007-12-21 16:56:25,,2018-05-30 11:15:21
1085,,rifamycin complex ,,MET,,7941,11383,1,1606.0,2007-12-21 16:56:25,"(U.S. Pat. 3,914,218)",2018-05-30 11:15:21
1086,,antibiotic 37505 ,,MET,,7996,11260,1,1607.0,2007-12-21 16:56:25,"(U.S. Pat. 3,991,183)",2018-05-30 11:15:21
1087,,polycyclic ether antibiotic ,,MET,,7879,11261,1,1608.0,2007-12-21 16:56:25,"(U.S. Pat. 4,081,532)",2018-05-30 11:15:21
1088,,capreomycin ,,MET,,13491,11262,1,1609.0,2007-12-21 16:56:25,"(U.S. Pat. 4,026,766)",2018-05-30 11:15:21
1089,,micronomicin ,,MET,,7995,11263,1,1610.0,2007-12-21 16:56:25,(antibiotic XK62-2),2018-05-30 11:15:21
1090,,antibiotic complex SF-2107 ,,MET,,7872,11267,1,1611.0,2007-12-21 16:56:25,,2018-05-30 11:15:21
1091,,pyridomycine ,,MET,,7873,11268,1,1612.0,2007-12-21 16:56:25,,2018-05-30 11:15:21
1092,,rifamicins O ,,MET,,16966,11445,1,1613.0,2007-12-21 16:56:25,,2018-05-30 11:15:21
1093,,rifamicins S ,,MET,,16966,11445,1,1614.0,2007-12-21 16:56:25,,2018-05-30 11:15:21
1094,,DAHP synthetase ,,ENZ,,13160,12633,1,1616.0,2007-12-21 16:56:25,,2018-05-30 11:15:21
1095,2,2 keto-L-gulonic acid ,,MET,,13160,12633,1,1617.0,2007-12-21 16:56:25,"(U.S. Pat. 3,922,194)",2018-05-30 11:15:21
1096,,purple phenazine pigment ,,MET,,1909,12671,1,1618.0,2007-12-21 16:56:25,,2018-05-30 11:15:21
1097,ß,ß lactamase ,,ENZ,,2923,12682,1,1620.0,2007-12-21 16:56:25,,2018-05-30 11:15:21
1098,alpha,9-alpha hydroxysteroid dehydrogenase ,9-alpha-hydroxy,ENZ,,2923,12682,1,1621.0,2017-12-05 14:41:57,,2018-05-30 11:15:21
1099,,comirin ,,MET,,23812,20485,1,1623.0,2007-12-21 16:56:25,,2018-05-30 11:15:21
1100,,pyocyanin-like pigment ,,MET,,12858,12716,1,1624.0,2007-12-21 16:56:25,culture does not produce blue pigment any more,2018-05-30 11:15:21
1101,,polyhydroxyalkanoic acids ,,MET,,12757,25,1,1655.0,2007-12-21 16:56:23,up to 69% of cell dry weight,2018-05-30 11:15:21
1102,,polyhydroxyalkanoic acids ,,MET,,1910,12672,1,1656.0,2007-12-21 16:56:25,,2018-05-30 11:15:21
1103,,polyhydroxyalkanoic acids ,,MET,,12823,12711,1,1657.0,2007-12-21 16:56:25,,2018-05-30 11:15:21
1104,,polyhydroxyalkanoic acids ,,MET,,12866,12606,1,1658.0,2007-12-21 16:56:25,,2018-05-30 11:15:21
1105,,polyhydroxyalkanoic acids ,,MET,,2037,554,1,1659.0,2007-12-21 16:56:23,,2018-05-30 11:15:21
1106,,polyhydroxyalkanoic acids ,,MET,,2965,2046,1,1660.0,2007-12-21 16:56:23,,2018-05-30 11:15:21
1107,,polyhydroxyalkanoic acids ,,MET,,13160,12633,1,1661.0,2007-12-21 16:56:25,,2018-05-30 11:15:21
1108,,"steroids, 9-alpha-hydroxy ",9-alpha-hydroxy,MET,,10968,10929,1,1662.0,2017-12-05 14:31:41,,2018-05-30 11:15:21
1109,,xanthine dehydrogenase ,,ENZ,,12897,2461,1,1665.0,2007-12-21 16:56:24,,2018-05-30 11:15:21
1110,2,2 furoyl-coenzyme A dehydrogenase ,,ENZ,,12897,2461,1,1666.0,2007-12-21 16:56:24,,2018-05-30 11:15:21
1111,,polysaccharides ,,MET,,17481,2935,1,1667.0,2007-12-21 16:56:24,,2018-05-30 11:15:21
1112,27-demethoxy-27-hydroxy,27-demethoxy-27-hydroxy rifamycin derivates ,,MET,,13221,12435,1,1668.0,2007-12-21 16:56:25,"(U.S. Pat 3,743,635)",2018-05-30 11:15:21
1113,,sisomycin ,,MET,,7993,12449,1,1669.0,2007-12-21 16:56:25,,2018-05-30 11:15:21
1114,,deoxyribonuclease B ,,ENZ,,16610,12452,1,1670.0,2007-12-21 16:56:25,,2018-05-30 11:15:21
1115,ß,ß lactamase PSE4 ,,ENZ,,12797,12520,1,1679.0,2007-12-21 16:56:25,,2018-05-30 11:15:21
1116,,DNA polymerase <I>Pfu</I> ,,ENZ,,16854,1428,1,1682.0,2007-12-21 16:56:24,,2018-05-30 11:15:21
1117,ß,ß galactosidase ,,ENZ,,852,859,1,1683.0,2007-12-21 16:56:23,(Pat. DE 3000598A1),2018-05-30 11:15:21
1118,ß,ß galactosidase ,,ENZ,,853,860,1,1684.0,2007-12-21 16:56:23,(Pat. DE 3000598A1),2018-05-30 11:15:21
1119,ß,ß galactosidase ,,ENZ,,854,861,1,1685.0,2007-12-21 16:56:23,(Pat. DE 3000598A1),2018-05-30 11:15:21
1120,"ß-1,4","ß-1,4 glucanase ",,ENZ,,11495,1939,1,1686.0,2007-12-21 16:56:24,,2018-05-30 11:15:21
1121,"ß-1,3","ß-1,3 glucanase ",,ENZ,,11495,1939,1,1687.0,2007-12-21 16:56:24,,2018-05-30 11:15:21
1122,"ß-1,6","ß-1,6 glucanase ",,ENZ,,11495,1939,1,1688.0,2007-12-21 16:56:24,,2018-05-30 11:15:21
1123,"ß-1,3","ß-1,3 glucanase ",,ENZ,,11496,1952,1,1689.0,2007-12-21 16:56:24,,2018-05-30 11:15:21
1124,"ß-1,4","ß-1,4 glucanase ",,ENZ,,11496,1952,1,1690.0,2007-12-21 16:56:24,,2018-05-30 11:15:21
1125,"ß-1,6","ß-1,6 glucanase ",,ENZ,,11496,1952,1,1691.0,2007-12-21 16:56:24,,2018-05-30 11:15:21
1126,,cyclodextrin-glucanotransferase ,,ENZ,,4943,2906,1,1692.0,2007-12-21 16:56:24,,2018-05-30 11:15:21
1127,"2,3","2,3 butanediol ",,MET,,4949,1637,1,1694.0,2007-12-21 16:56:24,,2018-05-30 11:15:21
1128,"1,3","1,3 propanediol ",,MET,,4949,1637,1,1695.0,2007-12-21 16:56:24,,2018-05-30 11:15:21
1129,,pyrazon dioxygenase ,,ENZ,,2339,943,1,1696.0,2007-12-21 16:56:23,,2018-05-30 11:15:21
1130,,bacteriochlorophyll g ,,MET,,6118,2506,1,1698.0,2007-12-21 16:56:24,,2018-05-30 11:15:21
1131,,penicillinase ,,ENZ,,625,2495,1,1699.0,2007-12-21 16:56:24,,2018-05-30 11:15:21
1132,L,L leucine dehydrogenase ,,ENZ,,611,329,1,1700.0,2007-12-21 16:56:23,,2018-05-30 11:15:21
1133,L,L leucine dehydrogenase ,,ENZ,,825,183,1,1701.0,2007-12-21 16:56:23,,2018-05-30 11:15:21
1134,,thiaminase ,,ENZ,,11498,2302,1,1702.0,2007-12-21 16:56:24,,2018-05-30 11:15:21
1135,,acetic acid ,,MET,,16813,2864,1,1704.0,2007-12-21 16:56:24,as de-icer,2018-05-30 11:15:21
1136,,calcium-magnesium acetate ,,MET,,16813,2864,1,1705.0,2007-12-21 16:56:24,,2018-05-30 11:15:21
1137,,acetic acid ,,MET,,3,731,1,1706.0,2007-12-21 16:56:23,,2018-05-30 11:15:21
1138,,acetic acid ,,MET,,86,732,1,1707.0,2007-12-21 16:56:23,,2018-05-30 11:15:21
1139,,acetone ,,MET,,2535,1681,1,1708.0,2007-12-21 16:56:24,,2018-05-30 11:15:21
1140,,actinomycin B complex ,,MET,,15668,9527,1,1711.0,2007-12-21 16:56:24,,2018-05-30 11:15:21
1141,,actinomycin D ,,MET,,15454,9126,1,1712.0,2007-12-21 16:56:24,,2018-05-30 11:15:21
1142,,actinomycin X ,,MET,,14977,9395,1,1713.0,2007-12-21 16:56:24,,2018-05-30 11:15:21
1143,,actinomycin-complex ,,MET,,15512,9634,1,1714.0,2007-12-21 16:56:25,,2018-05-30 11:15:21
1144,,actinomycin-complex ,,MET,,15599,9603,1,1715.0,2007-12-21 16:56:24,,2018-05-30 11:15:21
1145,,actithiazic acid ,,MET,,15737,9804,1,1716.0,2007-12-21 16:56:25,,2018-05-30 11:15:21
1146,,actithiazic acid ,,MET,,16106,9306,1,1717.0,2007-12-21 16:56:24,,2018-05-30 11:15:21
1147,,acylamidases ,,ENZ,,8382,10881,1,1719.0,2007-12-21 16:56:25,,2018-05-30 11:15:21
1148,,adenine nucleotide ,,MET,,12727,483,1,1720.0,2007-12-21 16:56:23,,2018-05-30 11:15:21
1149,,althiomycin ,,MET,,15397,9250,1,1722.0,2007-12-21 16:56:24,,2018-05-30 11:15:21
1150,,aminopeptidase ,,ENZ,,2600,570,1,1723.0,2007-12-21 16:56:23,,2018-05-30 11:15:21
1151,,amylase ,,ENZ,,11481,147,1,1724.0,2007-12-21 16:56:23,,2018-05-30 11:15:21
1152,alpha,alpha antigen ,,MET,,4935,9130,1,1728.0,2014-03-25 10:53:56,,2018-05-30 11:15:21
1153,,muconat cycloisomerase II ,,ENZ,,13155,2933,1,1729.0,2007-12-21 16:56:24,,2018-05-30 11:15:21
1154,,cholesterol oxidase ,,ENZ,,10853,386,1,1731.0,2007-12-21 16:56:23,,2018-05-30 11:15:21
1155,,"steroids, 3-ketoDelta<SUP>1</SUP><SUP>,</SUP><SUP>4</SUP> ","3-ketoDelta1,4",MET,,10866,10729,1,1732.0,2017-12-05 15:19:38,,2018-05-30 11:15:21
1156,,cholesterol oxidase ,,ENZ,,10866,10729,1,1733.0,2007-12-21 16:56:25,,2018-05-30 11:15:21
1157,,chrysomycin M+V ,,MET,,14888,9571,1,1734.0,2007-12-21 16:56:24,"(U.S. Pat. 3,265,588)",2018-05-30 11:15:21
1158,,paramycin ,,MET,,14940,9122,1,1735.0,2007-12-21 16:56:24,"(U.S. Pat. 2,763,642)",2018-05-30 11:15:21
1159,,pepsinostreptin ,,MET,,15070,9412,1,1737.0,2007-12-21 16:56:24,,2018-05-30 11:15:21
1160,,aminoacyclase ,,ENZ,,15077,9298,1,1738.0,2007-12-21 16:56:24,"(U.S. Pat. 4,699,879)",2018-05-30 11:15:21
1161,,anti-tumor agent ,,MET,,14753,702,1,1739.0,2007-12-21 16:56:23,,2018-05-30 11:15:21
1162,,anti-tumor agent ,,MET,,14754,708,1,1740.0,2007-12-21 16:56:23,,2018-05-30 11:15:21
1163,,peniclllin N ,,MET,,15101,381,1,1745.0,2007-12-21 16:56:23,,2018-05-30 11:15:21
1164,,collinomycin ,,MET,,15108,9332,1,1747.0,2007-12-21 16:56:24,,2018-05-30 11:15:21
1165,,rubromycine ,,MET,,15108,9332,1,1748.0,2007-12-21 16:56:24,,2018-05-30 11:15:21
1166,L,L isoleucine ,,MET,,15154,9243,1,1749.0,2007-12-21 16:56:24,,2018-05-30 11:15:21
1167,,autolytic enzymes ,,ENZ,,6894,1264,1,1751.0,2007-12-21 16:56:24,,2018-05-30 11:15:21
1168,,bacteriochlorophyll ,,MET,,7143,528,1,1752.0,2007-12-21 16:56:23,,2018-05-30 11:15:21
1169,,bradykinine decomposing enzymes ,,ENZ,,2668,426,1,1756.0,2007-12-21 16:56:23,,2018-05-30 11:15:21
1170,n,n butanol ,,MET,,2535,1681,1,1757.0,2007-12-21 16:56:24,,2018-05-30 11:15:21
1171,,"trichomycin A, B, C ",,MET,,16149,9324,1,1760.0,2007-12-21 16:56:24,,2018-05-30 11:15:21
1172,,nucleotide pyrophosphotransferase ,,ENZ,,16149,9324,1,1761.0,2007-12-21 16:56:24,"(U.S. Pat. 4,152,209)",2018-05-30 11:15:21
1173,,aminocyclase ,,ENZ,,16149,9324,1,1762.0,2007-12-21 16:56:24,"(U.S. Pat. 4,609,879)",2018-05-30 11:15:21
1174,,carotenoids ,,MET,,12012,206,1,1766.0,2007-12-21 16:56:23,,2018-05-30 11:15:21
1175,,carotenoids ,,,,9592,203,1,1767.0,2007-12-21 16:56:23,,2018-05-30 11:15:21
1176,,catenulin ,,MET,,15070,9412,1,1772.0,2007-12-21 16:56:24,,2018-05-30 11:15:21
1177,,celesticetin ,,MET,,15062,9297,1,1773.0,2007-12-21 16:56:24,,2018-05-30 11:15:21
1178,,capsule depolymerase ,,ENZ,,12747,295,1,1774.0,2007-12-21 16:56:23,,2018-05-30 11:15:21
1179,,cellulose ,,MET,,2507,23,1,1775.0,2007-12-21 16:56:23,,2018-05-30 11:15:21
1180,,cellulose ,,MET,,2508,33,1,1776.0,2007-12-21 16:56:23,,2018-05-30 11:15:21
1181,,chlororaphin ,,MET,,13160,12633,1,1777.0,2007-12-21 16:56:25,,2018-05-30 11:15:21
1182,,citrate lyase ,,ENZ,,2703,322,1,1778.0,2007-12-21 16:56:23,,2018-05-30 11:15:21
1183,,citrate lyase ,,ENZ,,2716,625,1,1779.0,2007-12-21 16:56:23,,2018-05-30 11:15:21
1184,,aminoacyclase ,,ENZ,,15625,9229,1,1780.0,2007-12-21 16:56:24,"(U.S. Pat. 4,699,879)",2018-05-30 11:15:21
1185,,congocidin ,,MET,,14974,9237,1,1781.0,2007-12-21 16:56:24,,2018-05-30 11:15:21
1186,,croceomycin ,,MET,,16073,9406,1,1782.0,2007-12-21 16:56:24,,2018-05-30 11:15:21
1187,,cycloserine ,,MET,,16106,9306,1,1784.0,2007-12-21 16:56:24,,2018-05-30 11:15:21
1188,,demethoxy monobactams ,,MET,,3785,1299,1,1786.0,2007-12-21 16:56:24,,2018-05-30 11:15:21
1189,,"dextran, class A ",,MET,,6821,8462,1,1787.0,2007-12-21 16:56:24,,2018-05-30 11:15:21
1190,,"dextran, class A ",,MET,,6824,8651,1,1788.0,2007-12-21 16:56:24,,2018-05-30 11:15:21
1191,,"dextran, class C ",,MET,,6842,8652,1,1789.0,2007-12-21 16:56:24,,2018-05-30 11:15:21
1192,,"dextran, class C ",,MET,,6825,8748,1,1790.0,2007-12-21 16:56:24,,2018-05-30 11:15:21
1193,,dienes ,,MET,,11100,8555,1,1791.0,2007-12-21 16:56:24,"(U.S. Pat. 2,837,464)",2018-05-30 11:15:21
1194,,amino acids ,,MET,,15685,9577,1,1792.0,2007-12-21 16:56:24,"(U.S. Pat. 3,219,543)",2018-05-30 11:15:21
1195,,enterotoxin ,,MET,,130162,21490,1,1796.0,2007-12-21 16:56:23,,2018-05-30 11:15:21
1196,,enterotoxin ,,MET,,614,1031,1,1797.0,2007-12-21 16:56:23,,2018-05-30 11:15:21
1197,,ethanol ,,MET,,2728,511,1,1804.0,2007-12-21 16:56:23,,2018-05-30 11:15:21
1198,,ethanol ,,MET,,2730,1050,1,1805.0,2007-12-21 16:56:23,,2018-05-30 11:15:21
1199,,ethanol ,,MET,,2731,1603,1,1806.0,2007-12-21 16:56:24,,2018-05-30 11:15:21
1200,,farmers's lung disease antigen ,,MET,,13437,10776,1,1807.0,2007-12-21 16:56:25,,2018-05-30 11:15:21
1201,,FI serum ,,MET,,6429,8435,1,1808.0,2007-12-21 16:56:24,,2018-05-30 11:15:21
1202,,ferredoxin ,,MET,,2626,123,1,1809.0,2007-12-21 16:56:23,,2018-05-30 11:15:21
1203,,flavin-adenine dinucleotide ,,MET,,14202,9196,1,1810.0,2007-12-21 16:56:24,,2018-05-30 11:15:21
1204,,"flavin nucleotides, radioactive ",,MET,,2606,276,1,1811.0,2007-12-21 16:56:23,,2018-05-30 11:15:21
1205,,flavodoxin ,,MET,,2626,123,1,1812.0,2007-12-21 16:56:23,,2018-05-30 11:15:21
1206,,flavofungin ,,MET,,15165,9461,1,1813.0,2007-12-21 16:56:24,,2018-05-30 11:15:21
1207,,flexirubin ,,MET,,5514,195,1,1814.0,2007-12-21 16:56:23,,2018-05-30 11:15:21
1208,,fungicidin ,,MET,,15430,9587,1,1815.0,2007-12-21 16:56:25,,2018-05-30 11:15:21
1209,L,L glutamic acid ,,MET,,3088,8562,1,1818.0,2007-12-21 16:56:24,,2018-05-30 11:15:21
1210,,glycollate ,,MET,,2004,134,1,1819.0,2007-12-21 16:56:23,,2018-05-30 11:15:21
1211,,helixin ,,MET,,14991,9435,1,1820.0,2007-12-21 16:56:24,,2018-05-30 11:15:21
1212,,hydrogenase ,,ENZ,,2008,197,1,1822.0,2007-12-21 16:56:23,,2018-05-30 11:15:21
1213,,hydrogenase ,,ENZ,,2000,129,1,1823.0,2007-12-21 16:56:23,,2018-05-30 11:15:21
1214,,hydroxystreptomycin ,,MET,,15257,9209,1,1824.0,2007-12-21 16:56:24,,2018-05-30 11:15:21
1215,,"kanamycin A, B, C ",,MET,,15333,9601,1,1827.0,2007-12-21 16:56:24,,2018-05-30 11:15:21
1216,2-keto-3-D,2-keto-3-D gluconate ,,ENZ,,2626,123,1,1828.0,2007-12-21 16:56:23,,2018-05-30 11:15:21
1217,,naramycin A ,,MET,,15690,9607,1,1830.0,2007-12-21 16:56:24,"(U.S. Pat. 3,074,855)",2018-05-30 11:15:21
1218,,"naramycin A, B ",,MET,,15690,9607,1,1832.0,2007-12-21 16:56:24,"(U.S. Pat. 3,074,855)",2018-05-30 11:15:21
1219,3,3 ketolactose ,,MET,,13581,9170,1,1833.0,2007-12-21 16:56:24,,2018-05-30 11:15:21
1220,,ketoses ,,MET,,15309,9663,1,1834.0,2007-12-21 16:56:25,,2018-05-30 11:15:21
1221,D(-),D(-) lactic acid ,,MET,,648,1039,1,1835.0,2007-12-21 16:56:23,,2018-05-30 11:15:21
1222,DL,DL lactic acid ,,MET,,650,1042,1,1836.0,2007-12-21 16:56:23,,2018-05-30 11:15:21
1223,,lankacidin ,,MET,,16443,9714,1,1839.0,2007-12-21 16:56:25,,2018-05-30 11:15:21
1224,,lipoic acid ,,MET,,5291,8795,1,1842.0,2007-12-21 16:56:24,,2018-05-30 11:15:21
1225,,lytic enzymes ,,ENZ,,11518,309,1,1843.0,2007-12-21 16:56:23,,2018-05-30 11:15:21
1226,,lytic enzymes ,,ENZ,,1841,8582,1,1844.0,2007-12-21 16:56:24,,2018-05-30 11:15:21
1227,,lytic enzymes ,,ENZ,,12574,8803,1,1845.0,2007-12-21 16:56:24,,2018-05-30 11:15:21
1228,,lytic enzymes ,,ENZ,,5514,195,1,1846.0,2007-12-21 16:56:23,,2018-05-30 11:15:21
1229,,lytic enzymes ,,ENZ,,17477,917,1,1847.0,2007-12-21 16:56:23,,2018-05-30 11:15:21
1230,,lytic enzymes ,,ENZ,,15240,9938,1,1848.0,2007-12-21 16:56:25,,2018-05-30 11:15:21
1231,,lytic enzymes ,,ENZ,,16700,602,1,1849.0,2007-12-21 16:56:23,,2018-05-30 11:15:21
1232,(D+),(D+) malic enzyme ,,MET,,12827,1213,1,1850.0,2014-12-18 15:56:52,,2018-05-30 11:15:21
1233,,matamycin ,,MET,,14970,9304,1,1851.0,2007-12-21 16:56:24,,2018-05-30 11:15:21
1234,,matamycin ,,MET,,15048,9247,1,1852.0,2007-12-21 16:56:24,,2018-05-30 11:15:21
