ID_met_antibiotica,metabolite_antib,MET_group_ID,is_antibiotic,ab_sensitive,ab_sensitivity_conc,rgStart_sens,rgEnd_sens,ab_sensitivity_unit,ab_intermediate,ab_intermediate_conc,rgStart_int,rgEnd_int,ab_intermediate_unit,ab_resistant,ab_resistance_conc,rgStart_res,rgEnd_res,ab_resistance_unit,chebi_ID,FK_metabolites,ID_strains,ID_reference,manual_annotation,api_import,last_change
15650,sulfamethoxazole,26.0,1,,,,,,,,,,,1.0,23.75,23.75,23.75,µg (disc),9332.0,4760,133321,25155,1,,2017-08-25 11:23:42
15651,nalidixic acid,,1,,,,,,,,,,,1.0,30,30.0,30.0,µg (disc),100147.0,4761,133321,25155,1,,2017-08-25 11:23:42
15652,penicillin,,1,,,,,,,,,,,1.0,10,10.0,10.0,Unit,17334.0,4762,133321,25155,1,,2017-08-25 11:23:42
15653,ampicillin,,1,,,,,,,,,,,1.0,10,10.0,10.0,µg (disc),28971.0,4763,133321,25155,1,,2017-08-25 11:23:42
15654,polymyxin b,,1,,,,,,,,,,,1.0,300,300.0,300.0,Unit,8309.0,4764,133321,25155,1,,2017-08-25 11:23:42
15655,chloramphenicol,,1,1.0,30,30.0,30.0,µg (disc),,,,,,,,,,,17698.0,4765,133329,25178,1,,2017-08-25 11:23:42
15656,furazolidone,,1,1.0,300,300.0,300.0,µg (disc),,,,,,,,,,,5195.0,4766,133329,25178,1,,2017-08-25 11:23:42
15657,vancomycin,,1,1.0,30,30.0,30.0,µg (disc),,,,,,,,,,,28001.0,4767,133329,25178,1,,2017-08-25 11:23:42
15658,ciprofloxacin,,1,1.0,5,5.0,5.0,µg (disc),,,,,,,,,,,100241.0,4768,133329,25178,1,,2017-08-25 11:23:42
15659,ofloxacin,,1,1.0,5,5.0,5.0,µg (disc),,,,,,,,,,,7731.0,4769,133329,25178,1,,2017-08-25 11:23:42
15660,norfloxacin,,1,1.0,10,10.0,10.0,µg (disc),,,,,,,,,,,100246.0,4770,133329,25178,1,,2017-08-25 11:23:42
15661,midecamycin,,1,1.0,30,30.0,30.0,µg (disc),,,,,,,,,,,31845.0,4771,133329,25178,1,,2017-08-25 11:23:42
15662,erythromycin,,1,1.0,15,15.0,15.0,µg (disc),,,,,,,,,,,48923.0,4772,133329,25178,1,,2017-08-25 11:23:42
15663,minocycline,,1,1.0,30,30.0,30.0,µg (disc),,,,,,,,,,,50694.0,4773,133329,25178,1,,2017-08-25 11:23:42
15664,doxycycline,,1,1.0,30,30.0,30.0,µg (disc),,,,,,,,,,,50845.0,4774,133329,25178,1,,2017-08-25 11:23:42
15665,cefoperazone,,1,1.0,75,75.0,75.0,µg (disc),,,,,,,,,,,3493.0,4775,133329,25178,1,,2017-08-25 11:23:42
15666,piperacillin,,1,1.0,100,100.0,100.0,µg (disc),,,,,,,,,,,8232.0,4776,133329,25178,1,,2017-08-25 11:23:42
15667,clindamycin,,1,1.0,2,2.0,2.0,µg (disc),,,,,,,,,,,3745.0,4777,133329,25178,1,,2017-08-25 11:23:42
15668,sulfamethoxazole,,1,0.0,1.25,1.25,1.25,µg (disc),,,,,,,,,,,9332.0,4778,133329,25178,1,,2017-08-25 11:23:42
15669,polymyxin b,,1,0.0,300,300.0,300.0,Unit,,,,,,,,,,,8309.0,4779,133329,25178,1,,2017-08-25 11:23:42
15670,tetracycline,,1,0.0,30,30.0,30.0,µg (disc),,,,,,,,,,,27902.0,4780,133329,25178,1,,2017-08-25 11:23:42
15671,neomycin,,1,0.0,30,30.0,30.0,µg (disc),,,,,,,,,,,7507.0,4781,133329,25178,1,,2017-08-25 11:23:42
15672,kanamycin,,1,0.0,30,30.0,30.0,µg (disc),,,,,,,,,,,6104.0,4782,133329,25178,1,,2017-08-25 11:23:42
15673,gentamicin,,1,0.0,10,10.0,10.0,µg (disc),,,,,,,,,,,17833.0,4783,133329,25178,1,,2017-08-25 11:23:42
15674,amikacin,,1,0.0,30,30.0,30.0,µg (disc),,,,,,,,,,,2637.0,4784,133329,25178,1,,2017-08-25 11:23:42
15675,ceftriaxone,,1,0.0,30,30.0,30.0,µg (disc),,,,,,,,,,,29007.0,4785,133329,25178,1,,2017-08-25 11:23:42
15676,ceftazidime,,1,0.0,30,30.0,30.0,µg (disc),,,,,,,,,,,3508.0,4786,133329,25178,1,,2017-08-25 11:23:42
15677,cefuroxime,,1,0.0,30,30.0,30.0,µg (disc),,,,,,,,,,,3515.0,4787,133329,25178,1,,2017-08-25 11:23:42
15678,cephalexin,,1,0.0,30,30.0,30.0,µg (disc),,,,,,,,,,,3534.0,4788,133329,25178,1,,2017-08-25 11:23:42
15679,carbenicillin,,1,0.0,100,100.0,100.0,µg (disc),,,,,,,,,,,3393.0,4789,133329,25178,1,,2017-08-25 11:23:42
15680,ampicillin,,1,0.0,10,10.0,10.0,µg (disc),,,,,,,,,,,28971.0,4790,133329,25178,1,,2017-08-25 11:23:42
15681,oxacillin,,1,0.0,1,1.0,1.0,µg (disc),,,,,,,,,,,7809.0,4791,133329,25178,1,,2017-08-25 11:23:42
15682,cefazolin,,1,1.0,30,30.0,30.0,µg (disc),,,,,,,,,,,474053.0,4792,133329,25178,1,,2017-08-25 11:23:42
15683,cephradine,,1,0.0,30,30.0,30.0,µg (disc),,,,,,,,,,,3547.0,4793,133329,25178,1,,2017-08-25 11:23:42
15684,ampicillin,,1,1.0,10,10.0,10.0,µg,,,,,,,,,,,28971.0,4794,133330,25183,1,,2017-08-25 11:23:42
15685,penicillin g,,1,1.0,10,10.0,10.0,Unit,,,,,,,,,,,18208.0,4795,133330,25183,1,,2017-08-25 11:23:42
15686,gentamicin,,1,1.0,10,10.0,10.0,µg,,,,,,,,,,,17833.0,4796,133330,25183,1,,2017-08-25 11:23:42
15687,kanamycin,,1,1.0,30,30.0,30.0,µg,,,,,,,,,,,6104.0,4797,133330,25183,1,,2017-08-25 11:23:42
15688,chloramphenicol,,1,1.0,30,30.0,30.0,µg,,,,,,,,,,,17698.0,4798,133330,25183,1,,2017-08-25 11:23:42
15689,trimethoprim,26.0,1,1.0,1.25,1.25,1.25,µg,,,,,,,,,,,45924.0,4799,133330,25183,1,,2017-08-25 11:23:42
15690,sulfamethoxazole,26.0,1,1.0,23.75,23.75,23.75,µg,,,,,,,,,,,9332.0,4800,133330,25183,1,,2017-08-25 11:23:42
15691,nalidixic acid,,1,1.0,30,30.0,30.0,µg,,,,,,,,,,,100147.0,4801,133330,25183,1,,2017-08-25 11:23:42
15692,novobiocin,,1,1.0,30,30.0,30.0,µg,,,,,,,,,,,28368.0,4802,133330,25183,1,,2017-08-25 11:23:42
15693,rifampicin,,1,1.0,5,5.0,5.0,µg,,,,,,,,,,,28077.0,4803,133330,25183,1,,2017-08-25 11:23:42
15694,streptomycin,,1,1.0,10,10.0,10.0,µg,,,,,,,,,,,17076.0,4804,133330,25183,1,,2017-08-25 11:23:42
15695,tetracycline,,1,1.0,30,30.0,30.0,µg,,,,,,,,,,,27902.0,4805,133330,25183,1,,2017-08-25 11:23:42
15696,erythromycin,,1,1.0,,,,,,,,,,,,,,,48923.0,4806,133336,25189,1,,2017-08-25 11:23:42
15697,penicillin,,1,1.0,,,,,,,,,,,,,,,17334.0,4807,133336,25189,1,,2017-08-25 11:23:42
15698,cefotaxime,,1,1.0,,,,,,,,,,,,,,,204928.0,4808,133336,25189,1,,2017-08-25 11:23:42
15699,ceftriaxone,,1,1.0,,,,,,,,,,,,,,,29007.0,4809,133336,25189,1,,2017-08-25 11:23:42
15700,clindamycin,,1,1.0,,,,,,,,,,,,,,,3745.0,4810,133336,25189,1,,2017-08-25 11:23:42
15701,lincomycin,,1,1.0,,,,,,,,,,,,,,,6472.0,4811,133336,25189,1,,2017-08-25 11:23:42
15702,chloramphenicol,,1,1.0,,,,,,,,,,,,,,,17698.0,4812,133336,25189,1,,2017-08-25 11:23:42
15703,rifampicin,,1,1.0,,,,,,,,,,,,,,,28077.0,4813,133336,25189,1,,2017-08-25 11:23:42
15704,acetylspiramycin,,1,1.0,,,,,,,,,,,,,,,31168.0,4814,133336,25189,1,,2017-08-25 11:23:42
15705,sulfamethoxydiazine,,1,1.0,,,,,,,,,,,,,,,53727.0,4815,133336,25189,1,,2017-08-25 11:23:42
15706,ampicillin,,1,,,,,,,,,,,1.0,,,,,28971.0,4816,133340,25181,1,,2017-08-25 11:23:42
15707,streptomycin,,1,,,,,,,,,,,1.0,,,,,17076.0,4817,133340,25181,1,,2017-08-25 11:23:42
15708,lincomycin,,1,,,,,,,,,,,1.0,,,,,6472.0,4818,133340,25181,1,,2017-08-25 11:23:42
15709,novobiocin,,1,,,,,,,,,,,1.0,,,,,28368.0,4819,133340,25181,1,,2017-08-25 11:23:42
15710,kanamycin,,1,1.0,,,,,,,,,,,,,,,6104.0,4820,133340,25181,1,,2017-08-25 11:23:42
15711,chloramphenicol,,1,1.0,,,,,,,,,,,,,,,17698.0,4821,133340,25181,1,,2017-08-25 11:23:42
15712,neomycin,,1,1.0,,,,,,,,,,,,,,,7507.0,4822,133340,25181,1,,2017-08-25 11:23:42
15713,gentamicin,,1,1.0,,,,,,,,,,,,,,,17833.0,4823,133340,25181,1,,2017-08-25 11:23:42
15714,rifampicin,,1,,,,,,,,,,,1.0,100,100.0,100.0,µg/mL,28077.0,4824,133124,25176,1,,2017-08-25 11:23:42
15715,neomycin,,1,,,,,,,,,,,1.0,10,10.0,10.0,µg/mL,7507.0,4825,133124,25176,1,,2017-08-25 11:23:42
15716,aztreonam,,1,1.0,,,,,,,,,,,,,,,161680.0,4826,133065,25173,1,,2017-08-25 11:23:42
15717,lincomycin,,1,1.0,,,,,,,,,,,,,,,6472.0,4827,133065,25173,1,,2017-08-25 11:23:42
15718,lithium chloride,,1,1.0,,,,,,,,,,,,,,,48607.0,4828,133065,25173,1,,2017-08-25 11:23:42
15719,troleandomycin,,1,1.0,,,,,,,,,,,,,,,45735.0,4829,133065,25173,1,,2017-08-25 11:23:42
15720,fusidate,,1,1.0,,,,,,,,,,,,,,,71321.0,4830,133065,25173,1,,2017-08-25 11:23:42
15721,guanidinium chloride,,1,1.0,,,,,,,,,,,,,,,32735.0,4831,133065,25173,1,,2017-08-25 11:23:42
15722,minocycline,,1,1.0,,,,,,,,,,,,,,,50694.0,4832,133065,25173,1,,2017-08-25 11:23:42
15723,niaproof,,1,1.0,,,,,,,,,,,,,,,75273.0,4833,133065,25173,1,,2017-08-25 11:23:42
15724,rifampicin,,1,1.0,,,,,,,,,,,,,,,28077.0,4834,133065,25173,1,,2017-08-25 11:23:42
15725,d-serine,,1,1.0,,,,,,,,,,,,,,,16523.0,77897,133065,25173,1,,2017-08-25 11:23:42
15726,vancomycin,,1,1.0,,,,,,,,,,,,,,,28001.0,4835,133065,25173,1,,2017-08-25 11:23:42
15727,sodium bromate,,1,,,,,,,,,,,1.0,,,,,75229.0,4836,133065,25173,1,,2017-08-25 11:23:42
15728,streptomycin,,1,,,,,,,,,,,1.0,10,10.0,10.0,µg,17076.0,4837,133346,25197,1,,2017-08-25 11:23:42
15729,kanamycin,,1,,,,,,,,,,,1.0,30,30.0,30.0,µg,6104.0,4838,133346,25197,1,,2017-08-25 11:23:42
15730,tetracycline,,1,,,,,,,,,,,1.0,30,30.0,30.0,µg,27902.0,4839,133346,25197,1,,2017-08-25 11:23:42
15731,vancomycin,,1,,,,,,,,,,,1.0,30,30.0,30.0,µg,28001.0,4840,133346,25197,1,,2017-08-25 11:23:42
15732,lincomycin,,1,,,,,,,,,,,1.0,2,2.0,2.0,µg,6472.0,4841,133346,25197,1,,2017-08-25 11:23:42
15733,sulfamethoxydiazine,,1,,,,,,,,,,,1.0,5,5.0,5.0,µg,53727.0,4842,133346,25197,1,,2017-08-25 11:23:42
15734,acetylspiramycin,,1,,,,,,,,,,,1.0,30,30.0,30.0,µg,31168.0,4843,133346,25197,1,,2017-08-25 11:23:42
15735,clindamycin,,1,,,,,,,,,,,1.0,30,30.0,30.0,µg,3745.0,4844,133346,25197,1,,2017-08-25 11:23:42
15736,norfloxacin,,1,1.0,30,30.0,30.0,µg,,,,,,,,,,,100246.0,4845,133346,25197,1,,2017-08-25 11:23:42
15737,chloramphenicol,,1,1.0,30,30.0,30.0,µg,,,,,,,,,,,17698.0,4846,133346,25197,1,,2017-08-25 11:23:42
15738,neomycin,,1,1.0,30,30.0,30.0,µg,,,,,,,,,,,7507.0,4847,133346,25197,1,,2017-08-25 11:23:42
15739,ampicillin,,1,1.0,10,10.0,10.0,µg,,,,,,,,,,,28971.0,4848,133346,25197,1,,2017-08-25 11:23:42
15740,erythromycin,,1,1.0,15,15.0,15.0,µg,,,,,,,,,,,48923.0,4849,133346,25197,1,,2017-08-25 11:23:42
15741,ceftriaxone,,1,1.0,30,30.0,30.0,µg,,,,,,,,,,,29007.0,4850,133346,25197,1,,2017-08-25 11:23:42
15742,cefotaxime,,1,1.0,30,30.0,30.0,µg,,,,,,,,,,,204928.0,4851,133346,25197,1,,2017-08-25 11:23:42
15743,penicillin,,1,1.0,10,10.0,10.0,µg,,,,,,,,,,,17334.0,4852,133346,25197,1,,2017-08-25 11:23:42
15744,rifampicin,,1,1.0,5,5.0,5.0,µg,,,,,,,,,,,28077.0,4853,133346,25197,1,,2017-08-25 11:23:42
15745,tobramycin,,1,1.0,10,10.0,10.0,µg,,,,,,,,,,,28864.0,4854,133346,25197,1,,2017-08-25 11:23:42
15746,ofloxacin,,1,1.0,5,5.0,5.0,µg,,,,,,,,,,,7731.0,4855,133346,25197,1,,2017-08-25 11:23:42
15747,nalidixic acid,,1,1.0,30,30.0,30.0,µg,,,,,,,,,,,100147.0,4856,133346,25197,1,,2017-08-25 11:23:42
15748,gentamicin,,1,1.0,10,10.0,10.0,µg,,,,,,,,,,,17833.0,4857,133346,25197,1,,2017-08-25 11:23:42
15749,ampicillin,,1,1.0,10,10.0,10.0,µg (disc),,,,,,,,,,,28971.0,4858,133348,25207,1,,2017-08-25 11:23:42
15750,carbenicillin,,1,1.0,100,100.0,100.0,µg (disc),,,,,,,,,,,3393.0,4859,133348,25207,1,,2017-08-25 11:23:42
15751,gentamicin,,1,1.0,30,30.0,30.0,µg (disc),,,,,,,,,,,17833.0,4860,133348,25207,1,,2017-08-25 11:23:42
15752,lincomycin,,1,1.0,15,15.0,15.0,µg (disc),,,,,,,,,,,6472.0,4861,133348,25207,1,,2017-08-25 11:23:42
15753,neomycin,,1,1.0,30,30.0,30.0,µg (disc),,,,,,,,,,,7507.0,4862,133348,25207,1,,2017-08-25 11:23:42
15754,novobiocin,,1,1.0,5,5.0,5.0,µg (disc),,,,,,,,,,,28368.0,4863,133348,25207,1,,2017-08-25 11:23:42
15755,oleandomycin,,1,1.0,15,15.0,15.0,µg (disc),,,,,,,,,,,16869.0,4864,133348,25207,1,,2017-08-25 11:23:42
15756,tetracycline,,1,1.0,30,30.0,30.0,µg (disc),,,,,,,,,,,27902.0,4865,133348,25207,1,,2017-08-25 11:23:42
15757,kanamycin,,1,,,,,,,,,,,1.0,30,30.0,30.0,µg (disc),6104.0,4866,133348,25207,1,,2017-08-25 11:23:42
15758,streptomycin,,1,,,,,,,,,,,1.0,10,10.0,10.0,µg (disc),17076.0,4867,133349,25194,1,,2017-08-25 11:23:42
15759,erythromycin,,1,,,,,,,,,,,1.0,15,15.0,15.0,µg (disc),48923.0,4868,133349,25194,1,,2017-08-25 11:23:42
15760,ampicillin,,1,,,,,,,,,,,1.0,10,10.0,10.0,µg (disc),28971.0,4869,133349,25194,1,,2017-08-25 11:23:42
15761,lincomycin,,1,,,,,,,,,,,1.0,2,2.0,2.0,µg (disc),6472.0,4870,133349,25194,1,,2017-08-25 11:23:42
15762,oleandomycin,,1,,,,,,,,,,,1.0,10,10.0,10.0,µg (disc),16869.0,4871,133349,25194,1,,2017-08-25 11:23:42
15763,neomycin,,1,,,,,,,,,,,1.0,30,30.0,30.0,µg (disc),7507.0,4872,133349,25194,1,,2017-08-25 11:23:42
15764,kanamycin,,1,1.0,30,30.0,30.0,µg (disc),,,,,,,,,,,6104.0,4873,133349,25194,1,,2017-08-25 11:23:42
15765,nalidixic acid,,1,1.0,30,30.0,30.0,µg (disc),,,,,,,,,,,100147.0,4874,133349,25194,1,,2017-08-25 11:23:42
15766,gentamicin,,1,1.0,10,10.0,10.0,µg (disc),,,,,,,,,,,17833.0,4875,133349,25194,1,,2017-08-25 11:23:42
15767,novobiocin,,1,1.0,5,5.0,5.0,µg (disc),,,,,,,,,,,28368.0,4876,133349,25194,1,,2017-08-25 11:23:42
15768,rifampicin,,1,,,,,,,,,,,1.0,,,,,28077.0,4877,133353,25210,1,,2017-08-25 11:23:42
15769,lincomycin,,1,,,,,,,,,,,1.0,,,,,6472.0,4878,133353,25210,1,,2017-08-25 11:23:42
15770,vancomycin,,1,,,,,,,,,,,1.0,,,,,28001.0,4879,133353,25210,1,,2017-08-25 11:23:42
15771,nalidixic acid,,1,,,,,,,,,,,1.0,,,,,100147.0,4880,133353,25210,1,,2017-08-25 11:23:42
15772,aztreonam,,1,,,,,,,,,,,1.0,,,,,161680.0,4881,133353,25210,1,,2017-08-25 11:23:42
15773,erythromycin,,1,,,,,,,,,,,1.0,15,15.0,15.0,µg (disc),48923.0,4882,133352,25170,1,,2017-08-25 11:23:42
15774,penicillin,,1,1.0,10,10.0,10.0,Unit,,,,,,,,,,,17334.0,4883,133352,25170,1,,2017-08-25 11:23:42
15775,ampicillin,,1,1.0,10,10.0,10.0,µg (disc),,,,,,,,,,,28971.0,4884,133352,25170,1,,2017-08-25 11:23:42
15776,gentamicin,,1,,,,,,,,,,,1.0,,,,,17833.0,4885,133077,25205,1,,2017-08-25 11:23:42
15777,polymyxin,,1,,,,,,,,,,,1.0,,,,,59062.0,4886,133077,25205,1,,2017-08-25 11:23:42
15778,fusidate,,1,,,,,,,,,,,1.0,,,,,71321.0,4887,133077,25205,1,,2017-08-25 11:23:42
15779,trimethoprim,,1,,,,,,,,,,,1.0,,,,,45924.0,4888,133077,25205,1,,2017-08-25 11:23:42
15780,ampicillin,,1,1.0,,,,,,,,,,,,,,,28971.0,4889,133077,25205,1,,2017-08-25 11:23:42
15781,kanamycin,,1,1.0,,,,,,,,,,,,,,,6104.0,4890,133077,25205,1,,2017-08-25 11:23:42
15782,spectinomycin,,1,1.0,,,,,,,,,,,,,,,9215.0,4891,133077,25205,1,,2017-08-25 11:23:42
15783,cephalosporin,,1,1.0,,,,,,,,,,,,,,,23066.0,4892,133077,25205,1,,2017-08-25 11:23:42
15784,chloramphenicol,,1,1.0,,,,,,,,,,,,,,,17698.0,4893,133077,25205,1,,2017-08-25 11:23:42
15785,oxytetracycline,,1,1.0,,,,,,,,,,,,,,,27701.0,4894,133077,25205,1,,2017-08-25 11:23:42
15786,hygromycin,,1,1.0,,,,,,,,,,,,,,,24753.0,4895,133077,25205,1,,2017-08-25 11:23:42
15787,thiostrepton,,1,1.0,,,,,,,,,,,,,,,29693.0,4896,133077,25205,1,,2017-08-25 11:23:42
15788,bacillomycin,,1,1.0,,,,,,,,,,,,,,,,4897,133077,25205,1,,2017-08-25 11:23:42
15789,ampicillin,,1,1.0,10,10.0,10.0,µg,,,,,,,,,,,28971.0,4898,133367,25217,1,,2017-08-25 11:23:42
15790,carbenicillin,,1,1.0,100,100.0,100.0,µg,,,,,,,,,,,3393.0,4899,133367,25217,1,,2017-08-25 11:23:42
15791,chloramphenicol,,1,1.0,30,30.0,30.0,µg,,,,,,,,,,,17698.0,4900,133367,25217,1,,2017-08-25 11:23:42
15792,erythromycin,,1,1.0,15,15.0,15.0,µg,,,,,,,,,,,48923.0,4901,133367,25217,1,,2017-08-25 11:23:42
15793,gentamicin,,1,1.0,10,10.0,10.0,µg,,,,,,,,,,,17833.0,4902,133367,25217,1,,2017-08-25 11:23:42
15794,lincomycin,,1,1.0,15,15.0,15.0,µg,,,,,,,,,,,6472.0,4903,133367,25217,1,,2017-08-25 11:23:42
15795,penicillin g,,1,1.0,10,10.0,10.0,µg,,,,,,,,,,,18208.0,4904,133367,25217,1,,2017-08-25 11:23:42
15796,rifampicin,,1,1.0,5,5.0,5.0,µg,,,,,,,,,,,28077.0,4905,133367,25217,1,,2017-08-25 11:23:42
15797,colistin,,1,,,,,,,,,,,1.0,10,10.0,10.0,µg,37943.0,4906,133367,25217,1,,2017-08-25 11:23:42
15798,kanamycin,,1,,,,,,,,,,,1.0,30,30.0,30.0,µg,6104.0,4907,133367,25217,1,,2017-08-25 11:23:42
15799,polymyxin b,,1,,,,,,,,,,,1.0,300,300.0,300.0,Unit,8309.0,4908,133367,25217,1,,2017-08-25 11:23:42
15800,tetracycline,,1,,,,,,,,,,,1.0,30,30.0,30.0,µg,27902.0,4909,133367,25217,1,,2017-08-25 11:23:42
15801,vancomycin,,1,,,,,,,,,,,1.0,30,30.0,30.0,µg,28001.0,4910,133367,25217,1,,2017-08-25 11:23:42
15802,streptomycin,,1,,,,,,,,,,,1.0,30,30.0,30.0,µg,17076.0,4911,133367,25217,1,,2017-08-25 11:23:42
15803,ampicillin,,1,1.0,10,10.0,10.0,µg (disc),,,,,,,,,,,28971.0,4912,133369,25231,1,,2017-08-25 11:23:42
15804,chloramphenicol,,1,1.0,30,30.0,30.0,µg (disc),,,,,,,,,,,17698.0,4913,133369,25231,1,,2017-08-25 11:23:42
15805,erythromycin,,1,1.0,15,15.0,15.0,µg (disc),,,,,,,,,,,48923.0,4914,133369,25231,1,,2017-08-25 11:23:42
15806,gentamicin,,1,1.0,10,10.0,10.0,µg (disc),,,,,,,,,,,17833.0,4915,133369,25231,1,,2017-08-25 11:23:42
15807,kanamycin,,1,1.0,30,30.0,30.0,µg (disc),,,,,,,,,,,6104.0,4916,133369,25231,1,,2017-08-25 11:23:42
15808,penicillin,,1,1.0,,,,,,,,,,,,,,,17334.0,4917,133369,25231,1,,2017-08-25 11:23:42
15809,rifampicin,,1,1.0,30,30.0,30.0,µg (disc),,,,,,,,,,,28077.0,4918,133369,25231,1,,2017-08-25 11:23:42
15810,streptomycin,,1,1.0,10,10.0,10.0,µg (disc),,,,,,,,,,,17076.0,4919,133369,25231,1,,2017-08-25 11:23:42
15811,tetracycline,,1,1.0,30,30.0,30.0,µg (disc),,,,,,,,,,,27902.0,4920,133369,25231,1,,2017-08-25 11:23:42
15812,vancomycin,,1,1.0,30,30.0,30.0,µg (disc),,,,,,,,,,,28001.0,4921,133369,25231,1,,2017-08-25 11:23:42
15813,penicillin g,,1,,,,,,,,,,,1.0,10,10.0,10.0,Unit,18208.0,4922,133369,25231,1,,2017-08-25 11:23:42
15814,chloramphenicol,,1,1.0,30,30.0,30.0,µg (disc),,,,,,,,,,,17698.0,4923,133370,25238,1,,2017-08-25 11:23:42
15815,penicillin g,,1,1.0,10,10.0,10.0,Unit,,,,,,,,,,,18208.0,4924,133370,25238,1,,2017-08-25 11:23:42
15816,rifampicin,,1,1.0,30,30.0,30.0,µg (disc),,,,,,,,,,,28077.0,4925,133370,25238,1,,2017-08-25 11:23:42
15817,vancomycin,,1,1.0,30,30.0,30.0,µg (disc),,,,,,,,,,,28001.0,4926,133370,25238,1,,2017-08-25 11:23:42
15818,ampicillin,,1,,,,,,,,,,,1.0,10,10.0,10.0,µg (disc),28971.0,4927,133370,25238,1,,2017-08-25 11:23:42
15819,erythromycin,,1,,,,,,,,,,,1.0,15,15.0,15.0,µg (disc),48923.0,4928,133370,25238,1,,2017-08-25 11:23:42
15820,gentamicin,,1,,,,,,,,,,,1.0,10,10.0,10.0,µg (disc),17833.0,4929,133370,25238,1,,2017-08-25 11:23:42
15821,kanamycin,,1,,,,,,,,,,,1.0,30,30.0,30.0,µg (disc),6104.0,4930,133370,25238,1,,2017-08-25 11:23:42
15822,streptomycin,,1,,,,,,,,,,,1.0,10,10.0,10.0,µg (disc),17076.0,4931,133370,25238,1,,2017-08-25 11:23:42
15823,tetracycline,,1,,,,,,,,,,,1.0,30,30.0,30.0,µg (disc),27902.0,4932,133370,25238,1,,2017-08-25 11:23:42
15824,erythromycin,,1,,,,,,,,,,,1.0,15,15.0,15.0,µg/mL,48923.0,4933,24046,25239,1,,2017-08-25 11:23:42
15825,streptomycin,,1,,,,,,,,,,,1.0,10.0-50.0,10.0,50.0,µg/mL,17076.0,4934,24046,25239,1,,2017-08-25 11:23:42
15826,tetracycline,,1,,,,,,,,,,,1.0,30,30.0,30.0,µg/mL,27902.0,4935,24046,25239,1,,2017-08-25 11:23:42
15827,vancomycin,,1,,,,,,,,,,,1.0,30,30.0,30.0,µg/mL,28001.0,4936,24046,25239,1,,2017-08-25 11:23:42
15828,ampicillin,,1,1.0,10,10.0,10.0,µg/mL,,,,,,,,,,,28971.0,4937,24046,25239,1,,2017-08-25 11:23:42
15829,rifampicin,,1,1.0,5.0-30.0,5.0,30.0,µg/mL,,,,,,,,,,,28077.0,4938,24046,25239,1,,2017-08-25 11:23:42
15830,optochin,,1,,,,,,,,,,,1.0,,,,,86455.0,4939,133084,25240,1,,2017-08-25 11:23:42
15831,vibriostat,,1,,,,,,,,,,,1.0,,,,,73908.0,4940,133084,25240,1,,2017-08-25 11:23:42
15832,novobiocin,,1,,,,,,,,,,,1.0,,,,,28368.0,13222,133084,25240,1,,2017-08-25 11:23:42
15833,polymyxin b,,1,,,,,,,,,,,0.0,,,,,8309.0,4941,133084,25240,1,,2017-08-25 11:23:42
15834,bacitracin,,1,,,,,,,,,,,0.0,,,,,28669.0,4942,133084,25240,1,,2017-08-25 11:23:42
15835,ampicillin,,1,1.0,,,,,,,,,,,,,,,28971.0,4943,133303,25052,1,,2017-08-25 11:23:42
15836,carbenicillin,,1,1.0,,,,,,,,,,,,,,,3393.0,4944,133303,25052,1,,2017-08-25 11:23:42
15837,cefalotin,,1,1.0,,,,,,,,,,,,,,,124991.0,4945,133303,25052,1,,2017-08-25 11:23:42
15838,chloramphenicol,,1,1.0,,,,,,,,,,,,,,,17698.0,4946,133303,25052,1,,2017-08-25 11:23:42
15839,neomycin,,1,1.0,,,,,,,,,,,,,,,7507.0,4947,133303,25052,1,,2017-08-25 11:23:42
15840,novobiocin,,1,1.0,,,,,,,,,,,,,,,28368.0,4948,133303,25052,1,,2017-08-25 11:23:42
15841,oleandomycin,,1,1.0,,,,,,,,,,,,,,,16869.0,4949,133303,25052,1,,2017-08-25 11:23:42
15842,penicillin g,,1,1.0,,,,,,,,,,,,,,,18208.0,4950,133303,25052,1,,2017-08-25 11:23:42
15843,streptomycin,,1,1.0,,,,,,,,,,,,,,,17076.0,4951,133303,25052,1,,2017-08-25 11:23:42
15844,tetracycline,,1,1.0,,,,,,,,,,,,,,,27902.0,4952,133303,25052,1,,2017-08-25 11:23:42
15845,gentamicin,,1,0.0,,,,,,,,,,,,,,,17833.0,4953,133303,25052,1,,2017-08-25 11:23:42
15846,kanamycin,,1,1.0,,,,,,,,,,,,,,,6104.0,4954,133303,25052,1,,2017-08-25 11:23:42
15847,polymyxin b,,1,1.0,,,,,,,,,,,,,,,8309.0,4955,133303,25052,1,,2017-08-25 11:23:42
15848,lincomycin,,1,,,,,,,,,,,1.0,,,,,6472.0,4956,133303,25052,1,,2017-08-25 11:23:42
15849,aphidicolin,,1,1.0,,,,,,,,,,,,,,,2766.0,4957,133308,25151,1,,2017-08-25 11:23:42
15850,(-)-anisomycin,,1,1.0,,,,,,,,,,,,,,,338412.0,4958,133308,25151,1,,2017-08-25 11:23:42
15851,novobiocin,,1,1.0,,,,,,,,,,,,,,,28368.0,4959,133308,25151,1,,2017-08-25 11:23:42
15852,bacitracin,,1,1.0,,,,,,,,,,,,,,,28669.0,4960,133308,25151,1,,2017-08-25 11:23:42
15853,rifampicin,,1,,,,,,,,,,,1.0,,,,,28077.0,4961,133308,25151,1,,2017-08-25 11:23:42
